time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Net Lake Storage [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm],Glacier Liquid Storage [mm],Glacier Ice [mm],Depression [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
2072,1987-06-04,00:00:00.00,0.0128985,0.000994621,2.92866,0,0.419195,0,1865.87,-2.99686e-20,47.2652,1.04281,2.46808,1.62212,0.0128258,0.703859,0,0,0.00218842,-0.650239,55.7734,1977.45,2149.88,176.634,-3.41061e-12
2073,1987-06-05,00:00:00.00,0.000931337,2.38227e-06,2.90264,0,0.447877,0,1868.66,6.41757e-22,45.2156,0.943093,2.35063,1.62121,0.0105282,0.705062,0,0,0.00186947,-0.650239,55.0349,1977.25,2149.88,176.842,2.50111e-12
2074,1987-06-06,00:00:00.00,0.000287833,0,2.8866,0,0.410503,0,1871.84,-1.94607e-22,42.9537,0.935211,2.29259,1.62016,0.0265382,0.616236,0,0,0.00217442,-0.650239,54.1251,1977.06,2149.88,177.032,-4.54747e-13
2075,1987-06-07,00:00:00.00,0.115419,0,2.86828,0,0.428284,0,1875.51,5.15725e-20,40.5063,0.984924,2.17697,1.61949,0.0226943,0.5207,0,0,0.00363361,-0.650239,53.0058,1977,2149.99,177.205,-2.50111e-12
2076,1987-06-08,00:00:00.00,0.104841,0,2.85793,0,0.4068,0,1878.85,4.68267e-21,38.3891,0.978779,2.14245,1.61856,0.0188455,0.432392,0,0,0.00482881,-0.650239,51.8978,1976.94,2150.1,177.366,6.82121e-13
2077,1987-06-09,00:00:00.00,0.00215894,0,2.85619,0,0.434253,0,1881.75,2.71399e-22,36.5629,0.943958,2.04486,1.61782,0.0163208,0.374467,0,0,0.00552944,-0.650239,50.8357,1976.79,2150.1,177.524,-1.59162e-12
2078,1987-06-10,00:00:00.00,0.821182,0,2.85644,0,0.41137,0,1883.79,-1.36901e-19,36.01,0.939423,2.06305,1.6204,0.0136321,0.312776,0,0,0.00635692,-0.650239,50.0709,1977.45,2150.92,177.685,-2.50111e-12
2079,1987-06-11,00:00:00.00,5.90589,0,2.85915,0,0.442298,0,1886.44,7.45703e-19,39.7758,0.973692,1.97841,1.61999,0.0111331,0.25544,0,0,0.00707406,-0.650239,49.4698,1983.19,2156.83,177.852,-2.27374e-12
2080,1987-06-12,00:00:00.00,8.71876,0,2.85979,0,0.413865,0,1889.06,-5.10334e-20,45.6715,1.11451,1.96406,1.61932,0.00948018,0.217514,0,0,0.00714526,-0.650239,49.4455,1991.73,2165.55,178.023,-1.13687e-12
2081,1987-06-13,00:00:00.00,0.000170944,0,2.86369,0,0.450444,0,1891.99,-1.46359e-22,43.5448,1.03023,1.85752,1.61862,0.00805215,0.184749,0,0,0.00710011,-0.650239,48.6487,1991.56,2165.55,178.199,-2.95586e-12
2082,1987-06-14,00:00:00.00,0.00042513,0,2.85939,0,0.406175,0,1895.16,2.24725e-21,41.2744,1.01584,1.79602,1.61816,0.00575868,0.132128,0,0,0.00791179,-0.650274,47.7536,1991.38,2165.55,178.375,-2.27374e-13
2083,1987-06-15,00:00:00.00,0.00308828,0,2.84941,0,0.438751,0,1898.58,-4.29912e-21,38.9274,0.965818,1.69107,1.61746,0.00393073,0.0901871,0,0,0.0088815,-0.650422,46.6963,1991.22,2165.55,178.546,-2.27374e-13
2084,1987-06-16,00:00:00.00,0.00688958,0,2.84133,0,0.401045,0,1902.21,-4.93202e-21,36.5196,0.930507,1.63929,1.61678,0.0023902,0.0548411,0,0,0.00992694,-0.650683,45.4859,1991.06,2165.56,178.709,-3.63798e-12
2085,1987-06-17,00:00:00.00,0.361322,0,2.83121,0,0.428791,0,1905.69,-1.22471e-18,34.5798,0.842229,1.60074,1.61769,0.00142445,0.0326828,0,0,0.0114397,-0.651334,44.283,1991.26,2165.92,178.865,-6.82121e-13
2086,1987-06-18,00:00:00.00,0.983935,0,2.82326,0,0.396514,0,1909.27,-2.92245e-18,33.1818,0.826101,1.54916,1.61875,0.0010439,0.0239513,0,0,0.0113575,-0.652085,43.054,1992.1,2166.9,179.013,-3.41061e-12
2087,1987-06-19,00:00:00.00,0.0495184,5.43059e-06,2.81036,0,0.414066,0,1911.72,3.00229e-22,31.7269,0.768264,1.46533,1.61813,0.000893538,0.0205014,0,0,0.0103951,-0.65251,42.1091,1992.01,2166.95,179.152,-2.95586e-12
2088,1987-06-20,00:00:00.00,2.75252,0,2.80835,0,0.403345,0,1914.54,-1.89516e-18,32.2406,0.822626,1.63791,1.62891,0.000569416,0.0130647,0,0,0.0111502,-0.653594,41.1716,1994.63,2169.7,179.287,-1.36424e-12
2089,1987-06-21,00:00:00.00,8.46477,0,2.80818,0,0.416805,0,1917.29,-1.37736e-18,38.1446,0.895879,1.64305,1.63298,0.000381169,0.00874559,0,0,0.0113272,-0.654625,40.7542,2002.96,2178.17,179.423,4.54747e-13
2090,1987-06-22,00:00:00.00,4.05492,0,2.80812,0,0.405057,0,1919.56,6.85651e-18,40.3069,0.864091,1.62719,1.63449,0.000297457,0.0068249,0,0,0.0114616,-0.6561,40.3088,2006.87,2182.22,179.561,-2.27374e-13
2091,1987-06-23,00:00:00.00,4.97653,0,2.81541,0,0.430103,0,1922.31,-2.11817e-18,42.81,0.86805,1.56341,1.63393,0.000248912,0.00571106,0,0,0.01105,-0.657187,39.9147,2011.71,2187.2,179.704,-3.86535e-12
2092,1987-06-24,00:00:00.00,2.94781,6.36095e-05,2.81543,0,0.400342,0,1924.46,5.39268e-19,43.7747,0.882607,1.51655,1.63336,0.000238054,0.00547746,0,0,0.00993468,-0.657651,39.67,2014.51,2190.15,179.85,-3.18323e-12
2093,1987-06-25,00:00:00.00,0.371393,1.08765e-05,2.80931,0,0.419608,0,1926.78,3.25942e-20,42.3067,0.830843,1.42129,1.63268,0.000218488,0.00501301,0,0,0.00914057,-0.65827,39.1829,2014.74,2190.52,179.992,-4.3201e-12
2094,1987-06-26,00:00:00.00,0.0248308,6.17075e-11,2.80291,0,0.393773,0,1929.23,-4.93489e-21,40.4681,0.792419,1.359,1.63179,0.000189015,0.00433679,0,0,0.00866015,-0.659065,38.5999,2014.63,2190.54,180.127,-4.77485e-12
2095,1987-06-27,00:00:00.00,0.0125149,0,2.79339,0,0.408248,0,1931.69,2.21332e-20,38.6497,0.756111,1.26542,1.63076,0.000147928,0.00339407,0,0,0.00870636,-0.660286,37.9636,2014.51,2190.56,180.254,-2.50111e-12
2096,1987-06-28,00:00:00.00,0.00980345,0,2.7859,0,0.388525,0,1934.48,-5.17834e-21,36.6402,0.722849,1.20798,1.62967,9.41694e-05,0.00216063,0,0,0.00927623,-0.662122,37.1958,2014.4,2190.57,180.374,-1.13687e-12
2097,1987-06-29,00:00:00.00,0.470215,0,2.77685,0,0.399234,0,1937.35,-3.48851e-19,35.042,0.696097,1.12887,1.62937,6.97485e-05,0.00160032,0,0,0.0105146,-0.664938,36.3884,2014.76,2191.04,180.486,-2.72848e-12
2098,1987-06-30,00:00:00.00,2.52216,0,2.7707,0,0.386014,0,1939.76,-1.38527e-18,35.6876,0.687362,1.0839,1.62985,6.13711e-05,0.0014081,0,0,0.011188,-0.667466,35.8231,2017.18,2193.56,180.593,-9.09495e-13
2099,1987-07-01,00:00:00.00,0.0569209,0,2.76337,0,0.392514,0,1941.93,-1.42552e-19,34.2137,0.653417,1.01785,1.62914,5.22144e-05,0.00119801,0,0,0.0117644,-0.669998,35.1907,2017.13,2193.61,180.694,6.82121e-13
2100,1987-07-02,00:00:00.00,0.165169,0,2.7569,0,0.381452,0,1944.23,2.67849e-19,32.7793,0.6269,0.969632,1.62851,3.78583e-05,0.000868626,0,0,0.0132156,-0.673608,34.4878,2017.2,2193.78,180.79,-5.00222e-12
2101,1987-07-03,00:00:00.00,0.560493,0,2.75197,0,0.390146,0,1946.47,1.0558e-18,31.6208,0.633064,1.03035,1.63381,2.45343e-05,0.000562918,0,0,0.0145714,-0.677184,33.799,2017.67,2194.34,180.883,-2.95586e-12
2102,1987-07-04,00:00:00.00,0.0550373,0,2.74779,0,0.379863,0,1948.84,-1.15642e-19,30.1079,0.597827,0.988225,1.63308,8.93227e-06,0.000204943,0,0,0.0158478,-0.681071,33.0047,2017.64,2194.4,180.972,2.27374e-13
2103,1987-07-05,00:00:00.00,0.451412,0,2.74388,0,0.388615,0,1951.41,3.31051e-20,28.8978,0.564867,0.929532,1.6325,3.00769e-06,6.90088e-05,0,0,0.0161122,-0.68402,32.0988,2018,2194.85,181.06,-4.77485e-12
2104,1987-07-06,00:00:00.00,0.718757,0,2.74269,0,0.382329,0,1953.67,-4.86178e-19,28.0572,0.558133,0.972048,1.63667,1.85036e-06,4.24548e-05,0,0,0.0162501,-0.686896,31.2778,2018.63,2195.57,181.148,2.27374e-13
2105,1987-07-07,00:00:00.00,1.66609,0,2.73946,0,0.385681,0,1955.84,8.31419e-18,28.1749,0.569756,0.993245,1.64087,1.26237e-06,2.89639e-05,0,0,0.0158449,-0.6885,30.5422,2020.21,2197.23,181.235,-2.95586e-12
2106,1987-07-08,00:00:00.00,0.673306,2.30631e-05,2.73546,0,0.379343,0,1957.75,1.91196e-19,27.6171,0.538477,0.951364,1.64036,1.24805e-06,2.86354e-05,0,0,0.0142676,-0.689214,29.8603,2020.8,2197.91,181.319,-4.77485e-12
2107,1987-07-09,00:00:00.00,0.324824,0,2.73572,0,0.390464,0,1959.63,6.17728e-20,26.7345,0.466797,0.919408,1.63953,5.701e-07,1.30804e-05,0,0,0.0136188,-0.690872,29.1964,2021.04,2198.23,181.404,-3.63798e-12
2108,1987-07-10,00:00:00.00,0.165007,0,2.73331,0,0.376696,0,1961.72,-3.1258e-20,25.5828,0.446852,0.873485,1.63881,0,0,0,0,0.0136539,-0.693214,28.4249,2021.12,2198.4,181.489,-5.91172e-12
2109,1987-07-11,00:00:00.00,1.1283,0,2.72898,0,0.386393,0,1963.87,-2.40476e-19,25.2926,0.437724,0.815695,1.63922,0,0,0,0,0.0129522,-0.694561,27.6734,2022.16,2199.52,181.572,-1.13687e-12
2110,1987-07-12,00:00:00.00,2.75759,0.00422708,2.72843,0,0.380719,0,1965.3,-6.42759e-18,26.7659,0.47085,0.924064,1.64678,5.58905e-05,0.00130914,0,0,0.0117657,-0.695184,27.3107,2024.84,2202.29,181.656,1.59162e-12
2111,1987-07-13,00:00:00.00,0.0611355,0.000136936,2.72494,0,0.382862,0,1966.72,-1.06186e-19,25.8749,0.447833,0.866676,1.64627,3.71281e-05,0.00117961,0,0,0.0107885,-0.696021,26.842,2024.82,2202.35,181.738,-1.59162e-12
2112,1987-07-14,00:00:00.00,0.106548,0,2.71966,0,0.375306,0,1968.48,1.41679e-20,24.8358,0.411402,0.831076,1.64554,0,0,0,0,0.0107912,-0.697865,26.2352,2024.85,2202.45,181.817,-3.18323e-12
2113,1987-07-15,00:00:00.00,0.0408059,0,2.71892,0,0.386401,0,1970.3,2.355e-20,23.7261,0.392714,0.763434,1.64483,0,0,0,0,0.0117499,-0.700829,25.5715,2024.81,2202.49,181.895,-2.72848e-12
2114,1987-07-16,00:00:00.00,0.0144216,0,2.71544,0,0.371551,0,1972.38,-1.78266e-20,22.4491,0.375379,0.724199,1.64405,0,0,0,0,0.0127013,-0.703948,24.7757,2024.75,2202.51,181.972,-4.3201e-12
2115,1987-07-17,00:00:00.00,0.285884,0,2.70924,0,0.379449,0,1974.71,-6.47491e-20,21.3251,0.359789,0.668252,1.6433,0,0,0,0,0.0141635,-0.707828,23.8621,2024.96,2202.79,182.045,-2.27374e-13
2116,1987-07-18,00:00:00.00,0.614765,0,2.70577,0,0.370966,0,1976.26,-1.52461e-18,20.9132,0.366229,0.686291,1.64552,0,0,0,0,0.0137808,-0.709706,23.2526,2025.51,2203.41,182.114,-2.27374e-12
2117,1987-07-19,00:00:00.00,17.4703,0.0223074,2.71197,0,0.393525,0,1977.79,-4.35895e-18,36.1233,0.456923,1.12616,1.66531,0.000344569,0.0147599,0,0,0.0125955,-0.710178,23.3395,2042.93,2220.9,182.188,-4.77485e-12
2118,1987-07-20,00:00:00.00,19.1195,0.0188725,2.7484,0,0.438143,0,1978.99,-4.1663e-18,51.5661,0.725879,1.94978,1.69603,0.00099268,0.0240633,0,0,0.0121283,-0.71062,24.5078,2061.95,2240.04,182.299,-9.09495e-13
2119,1987-07-21,00:00:00.00,0.820768,0.00136566,2.78653,0,0.442054,0,1981.28,-7.56848e-19,50.169,0.638131,1.96277,1.69802,0.000778248,0.0179046,0,0,0.0110903,-0.711024,24.3267,2062.62,2240.86,182.456,-4.09273e-12
2120,1987-07-22,00:00:00.00,0.655765,0,2.79193,0,0.413806,0,1983.7,-1.58494e-20,48.6418,0.566758,1.89995,1.69702,0.000370487,0.00850049,0,0,0.0106906,-0.712331,24.0898,2063.11,2241.52,182.622,-2.72848e-12
2121,1987-07-23,00:00:00.00,2.54268,0,2.81516,0,0.475383,0,1985.71,2.99516e-18,48.3845,0.710212,1.97516,1.70433,8.43203e-05,0.00193465,0,0,0.0112065,-0.714485,24.3945,2065.47,2244.06,182.804,-4.54747e-12
2122,1987-07-24,00:00:00.00,6.8684,0,2.84609,0,0.459231,0,1987.87,-4.56474e-18,51.7338,0.921609,2.34006,1.72157,0,0,0,0,0.0124835,-0.716525,24.9305,2072.12,2250.93,183.023,-3.63798e-12
2123,1987-07-25,00:00:00.00,0.395983,0,2.86584,0,0.489583,0,1989.96,-1.92054e-20,50.209,0.791506,2.22487,1.72234,0,0,0,0,0.012865,-0.718523,24.7093,2072.27,2251.32,183.268,-2.27374e-12
2124,1987-07-26,00:00:00.00,0.00877818,0,2.86882,0,0.439966,0,1992.64,-2.69053e-21,47.8739,0.665906,2.15129,1.72115,0,0,0,0,0.0130918,-0.720978,24.3798,2072.04,2251.33,183.51,-3.63798e-12
2125,1987-07-27,00:00:00.00,0.523344,0,2.86123,0,0.464964,0,1995.56,-1.16498e-18,45.8344,0.537738,2.04754,1.72027,0,0,0,0,0.0142356,-0.724513,24.0186,2072.33,2251.86,183.738,-3.18323e-12
2126,1987-07-28,00:00:00.00,0.767928,0,2.84695,0,0.414551,0,1998.72,-1.54101e-18,43.8655,0.469826,1.97563,1.719,0,0,0,0,0.0149025,-0.727723,23.5921,2072.89,2252.62,183.947,0
2127,1987-07-29,00:00:00.00,0.800117,0,2.82313,0,0.428049,0,2001.71,-1.75271e-19,42.0688,0.419301,1.85913,1.71824,0,0,0,0,0.0164238,-0.732035,23.195,2073.51,2253.42,184.129,-3.18323e-12
2128,1987-07-30,00:00:00.00,20.9544,0,2.81111,0,0.409704,0,2005.08,-1.77755e-19,57.7946,0.488438,1.80654,1.71711,0,0,0,0,0.0180731,-0.736768,24.9082,2094.3,2274.38,184.295,-1.36424e-12
2129,1987-07-31,00:00:00.00,2.33066,0,2.80527,0,0.427297,0,2007.91,8.21467e-20,56.9016,0.471734,1.69574,1.71602,0,0,0,0,0.0188654,-0.740762,25.2657,2096.47,2276.71,184.453,-1.81899e-12
2130,1987-08-01,00:00:00.00,1.16415,0,2.79652,0,0.39803,0,2010.6,-1.42307e-19,55.3264,0.442411,1.62688,1.71516,0,0,0,0,0.0194169,-0.744607,25.308,2097.48,2277.87,184.603,9.09495e-13
2131,1987-08-02,00:00:00.00,0.430285,0,2.78691,0,0.41549,0,2013.63,2.78735e-19,52.9002,0.415938,1.51424,1.71394,0,0,0,0,0.0190861,-0.747533,25.1262,2097.78,2278.3,184.741,-4.54747e-13
2132,1987-08-03,00:00:00.00,0.00695352,0,2.77807,0,0.388649,0,2016.03,-2.75064e-23,50.739,0.391179,1.44908,1.71311,0,0,0,0,0.0172553,-0.748647,24.892,2097.65,2278.31,184.87,-1.81899e-12
2133,1987-08-04,00:00:00.00,0.231143,0,2.7707,0,0.408925,0,2018.08,1.53684e-19,49.1213,0.374739,1.3401,1.71308,0,0,0,0,0.0158956,-0.749994,24.688,2097.76,2278.54,184.99,-1.36424e-12
2134,1987-08-05,00:00:00.00,0.148499,0,2.76404,0,0.383109,0,2019.99,3.15747e-19,47.564,0.358724,1.28022,1.71275,0,0,0,0,0.0151242,-0.751783,24.478,2097.8,2278.69,185.104,0
2135,1987-08-06,00:00:00.00,0.0320471,0,2.75717,0,0.402907,0,2022.54,3.64368e-21,45.3534,0.342292,1.17823,1.7117,0,0,0,0,0.0146471,-0.7538,24.173,2097.72,2278.72,185.213,-2.27374e-12
2136,1987-08-07,00:00:00.00,0.0812452,0,2.75093,0,0.378542,0,2024.69,-5.10672e-20,43.5554,0.330958,1.12475,1.71111,0,0,0,0,0.0146938,-0.756305,23.9036,2097.7,2278.8,185.316,-4.54747e-13
2137,1987-08-08,00:00:00.00,0.472504,0,2.74545,0,0.398927,0,2026.72,1.66372e-18,42.181,0.341444,1.0812,1.71391,0,0,0,0,0.0145984,-0.758613,23.6331,2098.07,2279.28,185.415,1.36424e-12
2138,1987-08-09,00:00:00.00,0.0304018,0,2.74046,0,0.374664,0,2028.99,-4.58333e-20,40.2872,0.322453,1.03322,1.71291,0,0,0,0,0.014521,-0.761014,23.2981,2098.01,2279.31,185.509,-2.72848e-12
2139,1987-08-10,00:00:00.00,0.424506,0,2.7384,0,0.399811,0,2031.39,1.41885e-18,38.5443,0.336387,1.02514,1.71697,0,0,0,0,0.0146227,-0.763595,22.9373,2098.34,2279.73,185.601,-4.54747e-12
2140,1987-08-11,00:00:00.00,0.366177,0,2.73567,0,0.372609,0,2033.72,-6.85375e-20,36.959,0.313889,0.985786,1.71605,0,0,0,0,0.0152098,-0.766774,22.5636,2098.62,2280.1,185.691,1.81899e-12
2141,1987-08-12,00:00:00.00,0.535908,0,2.73359,0,0.400001,0,2036.28,-2.86179e-19,35.3298,0.277959,0.938201,1.71607,0,0,0,0,0.0157323,-0.769982,22.1409,2099.06,2280.63,185.782,-2.27374e-12
2142,1987-08-13,00:00:00.00,1.01274,0.00442872,2.73435,0,0.377421,0,2037.77,2.80991e-18,34.9225,0.305601,1.00428,1.72129,1.66934e-05,0.0015362,0,0,0.0144135,-0.770856,21.9079,2099.99,2281.65,185.874,0
2143,1987-08-14,00:00:00.00,0.0627165,0.000661689,2.7284,0,0.390823,0,2039.36,3.28394e-19,33.7017,0.284437,0.948751,1.72154,5.77569e-05,0.00132518,0,0,0.013196,-0.771584,21.5854,2099.96,2281.71,185.964,-3.63798e-12
2144,1987-08-15,00:00:00.00,0.80531,0,2.72968,0,0.384681,0,2040.92,6.97688e-20,32.9023,0.325241,1.1506,1.73113,0,0,0,0,0.0131613,-0.772986,21.2943,2100.68,2282.52,186.053,9.09495e-13
2145,1987-08-16,00:00:00.00,11.7059,0.000747844,2.73997,0,0.408881,0,2042.86,8.31891e-18,42.1426,0.399318,1.31183,1.73881,1.94785e-07,4.46918e-06,0,0,0.0121154,-0.773726,21.4437,2112.29,2294.23,186.152,-1.36424e-12
2146,1987-08-17,00:00:00.00,0.802686,9.38541e-05,2.74589,0,0.388028,0,2044.28,3.9817e-18,41.7034,0.298692,1.33529,1.73842,2.65511e-07,6.09192e-06,0,0,0.0109212,-0.774307,21.2598,2112.98,2295.03,186.259,-4.54747e-13
2147,1987-08-18,00:00:00.00,3.19568,0.000231354,2.75533,0,0.420862,0,2045.79,3.51419e-19,43.3682,0.270121,1.25805,1.73863,8.49464e-07,1.94902e-05,0,0,0.0101635,-0.774887,21.2236,2116.06,2298.23,186.374,-1.36424e-12
2148,1987-08-19,00:00:00.00,1.94854,1.87296e-05,2.757,0,0.384072,0,2047.36,-3.68261e-19,43.8052,0.253991,1.21441,1.73794,6.04705e-07,2.02114e-05,0,0,0.00917013,-0.775442,21.1446,2117.89,2300.17,186.492,-2.72848e-12
2149,1987-08-20,00:00:00.00,0.323373,1.22534e-06,2.75092,0,0.407326,0,2049.09,-1.00274e-19,42.6204,0.22803,1.11175,1.73707,1.96271e-07,1.98271e-05,0,0,0.00824528,-0.775924,20.9249,2118.1,2300.5,186.605,0
2150,1987-08-21,00:00:00.00,0.0279546,0,2.74602,0,0.378084,0,2050.94,3.36208e-20,41.0765,0.212173,1.05757,1.73617,3.45118e-09,1.51527e-05,0,0,0.00785774,-0.776873,20.6441,2118.03,2300.52,186.711,-2.27374e-12
2151,1987-08-22,00:00:00.00,0.0559344,0,2.73885,0,0.397649,0,2053.03,-2.68315e-21,39.392,0.199032,0.962087,1.73534,0,0,0,0,0.0083034,-0.778734,20.3007,2117.98,2300.58,186.81,2.27374e-12
2152,1987-08-23,00:00:00.00,0.0284213,1.9681e-07,2.73298,0,0.373331,0,2054.76,-1.30077e-21,38.0051,0.187012,0.913705,1.73457,0,0,0,0,0.00811967,-0.779937,19.9823,2117.92,2300.61,186.902,-1.36424e-12
2153,1987-08-24,00:00:00.00,0.0351581,0,2.72495,0,0.388561,0,2056.23,1.97004e-22,36.8498,0.176231,0.833663,1.73379,0,0,0,0,0.007995,-0.781176,19.7001,2117.87,2300.64,186.988,-3.18323e-12
2154,1987-08-25,00:00:00.00,2.6408,0,2.72441,0,0.379064,0,2057.94,-7.96809e-18,37.7208,0.212544,0.977889,1.74081,0,0,0,0,0.00873077,-0.783159,19.508,2120.43,2303.29,187.071,-4.54747e-13
2155,1987-08-26,00:00:00.00,21.2249,0,2.74447,0,0.430418,0,2059.28,6.45121e-18,55.6456,0.395255,1.56124,1.75734,0,0,0,0,0.00924513,-0.784651,20.5036,2141.55,2324.51,187.176,-4.54747e-13
2156,1987-08-27,00:00:00.00,2.51904,3.07541e-06,2.77021,0,0.412399,0,2061.03,4.72867e-18,55.9768,0.38567,1.72194,1.762,0,0,0,0,0.00886857,-0.785601,20.6511,2143.93,2327.03,187.309,-3.18323e-12
2157,1987-08-28,00:00:00.00,1.00929,8.93886e-06,2.78511,0,0.429171,0,2062.61,-1.96793e-20,55.4704,0.321404,1.61476,1.76112,0,6.98881e-07,0,0,0.00832987,-0.786484,20.5825,2144.8,2328.04,187.451,-4.09273e-12
2158,1987-08-29,00:00:00.00,0.000720919,6.51288e-08,2.7876,0,0.395608,0,2064.47,-2.96778e-22,53.7944,0.279273,1.54784,1.76017,0,0,0,0,0.00840995,-0.787999,20.4092,2144.66,2328.04,187.589,-3.18323e-12
2159,1987-08-30,00:00:00.00,0.00271743,0,2.7847,0,0.414577,0,2066.47,4.06246e-22,51.9953,0.2535,1.43058,1.75931,0,0,0,0,0.00855847,-0.789609,20.2095,2144.54,2328.04,187.718,-4.09273e-12
2160,1987-08-31,00:00:00.00,0.0993154,0,2.78049,0,0.386451,0,2068.06,-9.53437e-20,50.66,0.235595,1.36379,1.75871,0,0,0,0,0.0086071,-0.791123,20.055,2144.51,2328.14,187.838,-2.72848e-12
2161,1987-09-01,00:00:00.00,0.000237606,0,2.77362,0,0.404561,0,2069.82,-6.04513e-23,49.0921,0.219181,1.25738,1.75777,0,0,0,0,0.00886458,-0.792894,19.8623,2144.4,2328.14,187.952,-4.54747e-13
2162,1987-09-02,00:00:00.00,0.00433339,0,2.76667,0,0.379723,0,2071.87,4.94932e-23,47.2831,0.205187,1.19837,1.75675,0,0,0,0,0.00977724,-0.795475,19.6256,2144.3,2328.15,188.059,-9.09495e-13
2163,1987-09-03,00:00:00.00,0.00114973,0,2.75836,0,0.396124,0,2074.01,2.87737e-23,45.4122,0.192979,1.10486,1.7557,0,0,0,0,0.010217,-0.797659,19.3609,2144.2,2328.15,188.158,-3.18323e-12
2164,1987-09-04,00:00:00.00,0.164895,0,2.7513,0,0.374773,0,2076.29,2.13942e-20,43.6008,0.183069,1.0529,1.75485,0,0,0,0,0.0110529,-0.800371,19.055,2144.27,2328.31,188.252,2.27374e-12
2165,1987-09-05,00:00:00.00,0.300378,4.10406e-06,2.74426,0,0.391038,0,2077.8,1.7433e-19,42.5288,0.193086,0.999974,1.75655,0,0,0,0,0.0104769,-0.801337,18.8627,2144.48,2328.61,188.34,1.81899e-12
2166,1987-09-06,00:00:00.00,0.0798362,4.23765e-06,2.73862,0,0.372087,0,2079.28,-8.73521e-20,41.3303,0.186746,0.963758,1.75712,0,0,0,0,0.00989069,-0.802396,18.6458,2144.48,2328.69,188.424,-2.72848e-12
2167,1987-09-07,00:00:00.00,0.129652,0,2.73192,0,0.38453,0,2080.92,-7.51952e-21,40.0836,0.161336,0.899642,1.75625,0,0,0,0,0.00977445,-0.803948,18.3916,2144.53,2328.82,188.503,0
2168,1987-09-08,00:00:00.00,1.07121,0.000102647,2.72803,0,0.371745,0,2082.17,9.1543e-19,39.9873,0.17138,0.892112,1.75785,0,0,0,0,0.00944636,-0.805191,18.2473,2145.53,2329.89,188.579,0
2169,1987-09-09,00:00:00.00,0.0204201,7.47424e-06,2.72335,0,0.380863,0,2083.47,-5.39426e-21,38.9231,0.158261,0.826913,1.75708,0,0,0,0,0.00893088,-0.8062,18.0325,2145.47,2329.91,188.652,-9.09495e-13
2170,1987-09-10,00:00:00.00,0.272779,0,2.7184,0,0.36769,0,2084.77,-6.56925e-20,38.1015,0.153371,0.790093,1.75706,0,0,0,0,0.00927462,-0.808032,17.8166,2145.68,2330.19,188.721,-4.09273e-12
2171,1987-09-11,00:00:00.00,0.810193,0,2.71292,0,0.376001,0,2086.11,-1.24399e-19,37.7701,0.147044,0.733325,1.75654,0,0,0,0,0.00911627,-0.809424,17.6168,2146.42,2331,188.786,-9.09495e-13
2172,1987-09-12,00:00:00.00,1.01707,0,2.70814,0,0.364587,0,2087.37,-4.25693e-21,37.7023,0.139865,0.698221,1.75573,0,0,0,0,0.00930147,-0.811192,17.4386,2147.38,2332.01,188.846,-4.54747e-13
2173,1987-09-13,00:00:00.00,0.0138083,0,2.7025,0,0.370902,0,2088.65,9.59589e-22,36.665,0.133055,0.649595,1.75492,0,0,0,0,0.00969381,-0.813238,17.2167,2147.34,2332.03,188.903,-4.54747e-13
2174,1987-09-14,00:00:00.00,5.53819e-05,0,2.69804,0,0.362242,0,2090.05,-1.81236e-23,35.5023,0.126765,0.617777,1.75406,0,0,0,0,0.00984479,-0.815069,16.9726,2147.28,2332.03,188.956,-1.36424e-12
2175,1987-09-15,00:00:00.00,0.00658857,0,2.69298,0,0.36666,0,2091.66,9.62748e-21,34.1978,0.121158,0.576726,1.75326,0,0,0,0,0.0100958,-0.817042,16.6815,2147.24,2332.03,189.006,-2.72848e-12
2176,1987-09-16,00:00:00.00,0.00325531,0,2.68884,0,0.360078,0,2093.04,1.26275e-20,33.0976,0.115718,0.548477,1.75254,0,0,0,0,0.0101909,-0.818876,16.4058,2147.2,2332.04,189.052,3.18323e-12
2177,1987-09-17,00:00:00.00,1.44111,1.68121e-06,2.68442,0,0.363277,0,2094.3,-6.08559e-20,33.4818,0.116206,0.516227,1.7523,0,0,0,0,0.00951669,-0.819713,16.1909,2148.59,2333.48,189.095,-1.81899e-12
2178,1987-09-18,00:00:00.00,8.15478,0.0076475,2.68171,0,0.359686,0,2095.42,-6.86619e-19,40.3348,0.134068,0.525392,1.75326,7.00816e-06,0.0042408,0,0,0.00831737,-0.819818,16.3137,2156.72,2341.64,189.137,-1.36424e-12
2179,1987-09-19,00:00:00.00,0.208069,0.000978926,2.67883,0,0.36117,0,2096.47,1.558e-20,39.6162,0.128847,0.494905,1.75268,2.73644e-05,0.0041434,0,0,0.00721062,-0.819936,16.1917,2156.89,2341.85,189.176,-9.09495e-13
