time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Net Lake Storage [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm],Glacier Liquid Storage [mm],Glacier Ice [mm],Depression [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
0,1981-10-01,00:00:00.00,---,---,3.5274,0,0.684463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21186,0,0,0
1,1981-10-02,00:00:00.00,0.0343998,0.00421254,3.30456,0,0.342232,0,0.000818423,0,0.0342582,8.90548e-06,0,4.67757e-05,1.24854e-06,0.00347655,0,0,1.90803e-06,0,0,3.68541,0.0386124,0.565069,2.22045e-16
2,1981-10-03,00:00:00.00,0.00114662,8.93779e-07,2.95206,0,0.342237,0,0.00164802,4.24588e-21,0.0368817,0.000842301,0,4.62152e-05,4.07893e-06,0.000306542,0,0,6.16572e-05,-4.15063e-05,0,3.33404,0.0397599,0.917578,8.88178e-16
3,1981-10-04,00:00:00.00,0.154279,0.00128971,2.75827,0,0.34241,0,0.00671525,-6.32392e-20,0.175616,0.0070005,0.00433122,0.000655154,1.39697e-05,0.000354983,0,0,0.000479426,-0.000246675,4.02415e-05,3.29564,0.195328,1.11155,-1.77636e-15
4,1981-10-05,00:00:00.00,0.347002,0.00605515,2.66646,0,0.342267,0,0.0204961,-1.0259e-20,0.513256,0.00439905,0.00433122,0.000616583,1.08044e-06,0.00467222,0,0,0.000409529,-0.000246675,1.05247e-05,3.55667,0.548386,1.20358,-7.77156e-16
5,1981-10-06,00:00:00.00,0.377081,0.0333581,2.6287,0,0.342951,0,0.0382953,-2.43303e-19,0.895411,-0.0130909,0.0090515,0.000606751,3.00541e-05,0.0265231,0,0,0.00034982,-0.000246675,1.67486e-05,3.9286,0.958825,1.24209,0
6,1981-10-07,00:00:00.00,0.0594426,0.0148149,2.61488,0,0.342257,0,0.0539088,1.58162e-21,0.946769,-0.0134656,0.0090515,0.000603576,1.49323e-06,0.0342183,0,0,0.000298817,-0.000246675,1.37187e-05,3.98828,1.03308,1.25666,1.77636e-15
7,1981-10-08,00:00:00.00,0.00705543,9.86677e-05,2.61059,0,0.343318,0,0.0738559,-1.13376e-19,0.964495,-0.012792,0.00698308,0.00061186,5.37809e-05,0.00291817,0,0,0.000608829,-0.000610253,9.3035e-06,3.99004,1.04024,1.26206,8.88178e-16
8,1981-10-09,00:00:00.00,0.494367,3.77526e-05,2.60943,0,0.342385,0,0.111257,1.17759e-19,1.41747,-0.00827725,0.00876444,0.000902039,1.8927e-06,4.46608e-05,0,0,0.00112799,-0.00106497,4.90131e-06,4.48205,1.53464,1.26446,8.88178e-16
9,1981-10-10,00:00:00.00,0.96297,0.0199323,2.60907,0,0.34322,0,0.161313,-1.99739e-20,2.32866,-0.00853742,0.0105631,0.00154761,0.000102659,0.0174248,0,0,0.000963536,-0.00106497,0.000185416,5.46345,2.51754,1.26596,4.44089e-15
10,1981-10-11,00:00:00.00,0.157679,0.0207895,2.60894,0,0.342306,0,0.207377,5.52076e-20,2.45327,-0.010116,0.0106155,0.0016698,5.36075e-05,0.0266986,0,0,0.000823054,-0.00106497,0.000152931,5.64072,2.69601,1.26716,2.88658e-15
11,1981-10-12,00:00:00.00,0.445348,0.432433,2.60908,0,0.34351,0,0.25558,5.27582e-20,2.96148,-0.0102892,0.00845154,0.0022901,0.000390103,0.346993,0,0,0.000703055,-0.00106497,0.000165811,6.51729,3.57379,1.26837,-3.55271e-15
12,1981-10-13,00:00:00.00,4.24786,1.10631,2.60928,0,0.342471,0,0.368614,5.28814e-19,7.39508,-0.010252,0.0136357,0.00654893,0.0156422,1.1126,0,0,0.000600551,-0.00106497,0.0169932,11.8702,8.92797,1.26968,5.32907e-15
13,1981-10-14,00:00:00.00,8.01874,8.2721,2.6093,0,0.343373,0,0.466179,2.95804e-35,15.7894,-0.00950962,0.0116108,0.00723088,0.0544724,8.80842,0,0,0.000512992,-0.00106497,0.07973,28.1596,25.2188,1.27104,-3.19744e-14
14,1981-10-15,00:00:00.00,0.0248832,0.357566,2.60948,0,0.342674,0,0.628936,-5.74238e-53,15.6598,-0.0096341,0.0109501,0.00825923,0.00135609,9.21559,0,0,0.000438199,-0.00106497,0.0738787,28.5407,25.6013,1.27245,-6.03961e-14
15,1981-10-16,00:00:00.00,0.0336477,0.0369145,2.60996,0,0.343869,0,0.820602,-2.46277e-18,16.7135,-0.0096183,0.0335655,0.00853583,0.0560518,7.93863,0,0,0.000374311,-0.00106497,0.0952853,28.6096,25.6718,1.27405,7.10543e-15
16,1981-10-17,00:00:00.00,0.0102847,0.0143892,2.61063,0,0.343217,0,1.06468,2.43346e-20,17.665,-0.00967608,0.0355015,0.00828191,0.069651,6.75065,0,0,0.000319737,-0.00106497,0.0951268,28.6324,25.6965,1.27601,-3.19744e-14
17,1981-10-18,00:00:00.00,0.121486,0.0127787,2.61178,0,0.345166,0,1.35672,-6.95849e-19,19.4228,-0.00970602,0.0314083,0.00806129,0.0976844,4.77772,0,0,0.00027312,-0.00106497,0.122989,28.7639,25.8308,1.27877,-7.10543e-15
18,1981-10-19,00:00:00.00,0.017649,0.0112046,2.61231,0,0.343305,0,1.62437,1.03041e-18,20.3535,-0.00926086,0.038589,0.00833734,0.0976729,3.56131,0,0,0.000234398,-0.00106497,0.159949,28.7892,25.8596,1.28225,0
19,1981-10-20,00:00:00.00,0.000156699,0.000439643,2.61243,0,0.345092,0,1.92305,1.46778e-20,20.1526,-0.00942739,0.0330979,0.00810267,0.00515218,3.56772,0,0,0.000200224,-0.00106497,0.149081,28.786,25.8602,1.28607,-7.10543e-15
20,1981-10-21,00:00:00.00,0.614772,0.0417022,2.61277,0,0.343981,0,2.30846,1.92699e-19,22.5356,-0.00778353,0.0549824,0.00974752,0.0482078,1.31061,0,0,0.000171031,-0.00106497,0.22254,29.4382,26.5167,1.29034,-4.9738e-14
21,1981-10-22,00:00:00.00,0.0536588,0.645638,2.613,0,0.345498,0,2.525,7.04941e-35,22.4054,-0.00818914,0.0489284,0.01552,0.00028187,1.97339,0,0,0.000146095,-0.00106497,0.214805,30.1327,27.216,1.29512,7.10543e-15
22,1981-10-23,00:00:00.00,2.60272e-05,0.0552936,2.61326,0,0.344346,0,2.71554,-1.24123e-51,22.2238,-0.00853064,0.0451033,0.015389,0,2.02895,0,0,0.000124795,-0.00106497,0.206013,30.1829,27.2713,1.30024,-2.13163e-14
23,1981-10-24,00:00:00.00,0,0.0837655,2.61314,0,0.345089,0,2.86138,4.52091e-68,22.0848,-0.00881488,0.0397297,0.0152467,0,2.11267,0,0,0.0001066,-0.00106497,0.199295,30.2616,27.3551,1.30534,-2.13163e-14
24,1981-10-25,00:00:00.00,0.0114359,0.420122,2.61314,0,0.344436,0,3.0274,-2.11595e-20,21.9589,-0.00905216,0.0356108,0.0151043,0.00111424,2.51078,0,0,9.10582e-05,-0.00106497,0.191599,30.6881,27.7866,1.31039,-1.77636e-14
25,1981-10-26,00:00:00.00,0.0486784,0.270808,2.61272,0,0.344349,0,3.21432,-1.50056e-20,21.8382,-0.00924848,0.0316249,0.0154147,0.0140134,2.75916,0,0,7.77821e-05,-0.00106497,0.183267,31.0028,28.1061,1.31514,-2.4869e-14
26,1981-10-27,00:00:00.00,0.0610895,0.031112,2.61261,0,0.344517,0,3.4409,-9.69556e-19,22.2023,-0.00933859,0.0463283,0.0153309,0.0126722,2.23951,0,0,6.64417e-05,-0.00106497,0.186716,31.0905,28.1983,1.31965,-1.77636e-14
27,1981-10-28,00:00:00.00,0.0871405,0.00572093,2.61365,0,0.34629,0,3.77027,-2.29349e-18,23.5773,-0.00838127,0.117424,0.0157397,0.0202027,0.501453,0,0,7.2187e-05,-0.00106497,0.22515,31.1781,28.2912,1.32496,-2.13163e-14
28,1981-10-29,00:00:00.00,0.178034,0.00896721,2.61441,0,0.345476,0,4.08674,5.23653e-19,23.5392,-0.00777419,0.126586,0.0158697,0.0104488,0.415809,0,0,0.000156443,-0.00106497,0.212665,31.3585,28.4782,1.3315,-5.32907e-14
29,1981-10-30,00:00:00.00,0.0410188,0.00230871,2.61756,0,0.351437,0,4.43838,6.88649e-20,23.2927,-0.00733083,0.1315,0.015898,0.00830497,0.345049,0,0,0.000181574,-0.00106497,0.199928,31.3926,28.5215,1.34081,-3.55271e-14
30,1981-10-31,00:00:00.00,1.33042,0.0314998,2.61867,0,0.345582,0,4.73542,-6.27791e-19,24.3278,-0.00738222,0.125402,0.0158533,0.00540705,0.35499,0,0,0.000155101,-0.00106497,0.222203,32.743,29.8834,1.35225,-3.90799e-14
31,1981-11-01,00:00:00.00,0.00124655,0.015444,2.61982,0,0.352907,0,4.96284,1.61929e-19,24.1197,-0.0083719,0.104921,0.0160605,0.00131031,0.368724,0,0,0.000132488,-0.00106497,0.209913,32.7469,29.9001,1.36513,-2.4869e-14
32,1981-11-02,00:00:00.00,0.00139055,0.0019351,2.62022,0,0.345599,0,5.26006,1.35244e-18,23.9085,-0.00847767,0.119169,0.0159703,0.00580313,0.273717,0,0,0.000113171,-0.00106497,0.196962,32.7365,29.9034,1.37877,-2.4869e-14
33,1981-11-03,00:00:00.00,0.000282113,8.00781e-07,2.62004,0,0.352243,0,5.60665,-7.50056e-19,23.6884,-0.00225453,0.134256,0.0158081,0.00470754,0.121306,0,0,0.000103853,-0.00106497,0.183026,32.7233,29.9037,1.39233,-3.55271e-15
34,1981-11-04,00:00:00.00,7.701e-05,1.06039e-06,2.62,0,0.345545,0,5.95647,-3.48205e-20,23.3649,-0.00154597,0.134783,0.015634,0.00214973,0.101694,0,0,9.58959e-05,-0.00106497,0.171334,32.71,29.9038,1.40569,-4.26326e-14
35,1981-11-05,00:00:00.00,0.000651341,8.36997e-05,2.62026,0,0.352772,0,6.2871,8.86057e-21,23.0562,-0.0108053,0.124843,0.0154871,0.00232796,0.0885483,0,0,8.30675e-05,-0.00106497,0.161327,32.6971,29.9045,1.41929,-3.19744e-14
36,1981-11-06,00:00:00.00,0.00641025,0.00818247,2.62089,0,0.346474,0,6.55093,7.62892e-21,22.8069,-0.0108318,0.116484,0.0156165,1.75018e-06,0.097564,0,0,7.09565e-05,-0.00106497,0.154495,32.6976,29.9191,1.43345,-3.55271e-15
37,1981-11-07,00:00:00.00,2.75006e-06,0.000132615,2.62007,0,0.350908,0,6.76569,7.14198e-37,22.598,-0.0110236,0.0992933,0.0154857,0,0.0976978,0,0,6.06112e-05,-0.00106497,0.148849,32.6839,29.9193,1.44718,-2.13163e-14
38,1981-11-08,00:00:00.00,1.64023e-05,7.21957e-05,2.61964,0,0.346234,0,6.99468,3.78075e-23,22.3749,-0.0110801,0.0913786,0.015355,0,0.097739,0,0,5.17742e-05,-0.00106497,0.143081,32.6709,29.9194,1.46029,-4.26326e-14
39,1981-11-09,00:00:00.00,0.0121396,0.00781558,2.61833,0,0.348889,0,7.20358,-4.13189e-20,22.1854,-0.0111274,0.0781424,0.0152433,2.01804e-05,0.103455,0,0,4.42256e-05,-0.00106497,0.137979,32.6789,29.9393,1.47226,-3.55271e-15
40,1981-11-10,00:00:00.00,0.0111089,0.0126931,2.6174,0,0.345395,0,7.37918,-1.37119e-20,22.0294,-0.011167,0.0718842,0.0151793,2.87331e-05,0.112101,0,0,3.77776e-05,-0.00106497,0.133617,32.692,29.9631,1.48301,-3.55271e-15
41,1981-11-11,00:00:00.00,0.000542111,0.000497407,2.6162,0,0.347325,0,7.60139,2.62625e-20,21.8211,-0.0111995,0.0617566,0.0150567,4.45209e-05,0.104835,0,0,3.22698e-05,-0.00106497,0.128057,32.6836,29.9642,1.49246,-1.42109e-14
42,1981-11-12,00:00:00.00,2.66602e-05,0.000102718,2.61544,0,0.344747,0,7.8147,-1.11439e-21,21.6143,-0.0112279,0.0567782,0.0149338,1.2648e-06,0.103706,0,0,2.76424e-05,-0.00106497,0.122967,32.6753,29.9643,1.50084,-2.4869e-14
43,1981-11-13,00:00:00.00,0.000863818,5.62281e-05,2.61461,0,0.346301,0,8.04185,-5.19103e-21,21.4002,-0.00515682,0.0539166,0.0148395,0.00276747,0.0827864,0,0,3.60742e-05,-0.00106497,0.117766,32.6688,29.9652,1.50826,-4.61853e-14
44,1981-11-14,00:00:00.00,0.088989,0.00221593,2.61417,0,0.344471,0,8.28897,-3.28658e-19,21.2491,-0.000292639,0.0569489,0.0150393,0.00260141,0.0709176,0,0,6.53967e-05,-0.00106497,0.112299,32.7533,30.0564,1.515,-3.55271e-14
45,1981-11-15,00:00:00.00,0.836917,0.0272548,2.61381,0,0.345922,0,8.52055,-5.43187e-19,21.8671,-0.00503572,0.0513568,0.0150544,1.58568e-05,0.0895498,0,0,5.58621e-05,-0.00106497,0.113832,33.6112,30.9206,1.52129,-1.42109e-14
46,1981-11-16,00:00:00.00,0.689265,0.333489,2.61339,0,0.343974,0,8.74265,3.86607e-20,22.4186,-0.00982107,0.0513986,0.0181827,0.00126659,0.334048,0,0,4.77175e-05,-0.00106497,0.11542,34.6281,31.9433,1.52714,-1.42109e-14
47,1981-11-17,00:00:00.00,0.00833762,0.0206179,2.61322,0,0.345897,0,8.91382,3.99669e-20,22.3847,-0.00985184,0.0441336,0.0184811,0.000714276,0.229014,0,0,4.07604e-05,-0.00106497,0.112349,34.6514,31.9723,1.53272,-4.9738e-14
48,1981-11-18,00:00:00.00,0.194779,0.0362061,2.61304,0,0.343764,0,9.11209,-2.10286e-18,22.3991,-0.00984149,0.0427639,0.0193494,0.00153391,0.242683,0,0,3.48176e-05,-0.00106497,0.113622,34.877,32.2033,1.5381,-3.90799e-14
49,1981-11-19,00:00:00.00,4.53373,2.64891,2.61304,0,0.345966,0,9.33856,-3.70523e-19,26.854,-0.00931981,0.0502969,0.0382568,0.00975925,2.61408,0,0,2.97413e-05,-0.00106497,0.200828,42.0544,39.3859,1.54337,-7.10543e-15
50,1981-11-20,00:00:00.00,0.159866,2.32036,2.61296,0,0.343535,0,9.46928,2.34957e-36,26.904,-0.00962411,0.0479254,0.0386303,0.00148715,4.92984,0,0,2.54051e-05,-0.00106497,0.19249,44.5295,41.8661,1.54849,-1.42109e-14
51,1981-11-21,00:00:00.00,0,0.183493,2.61292,0,0.345988,0,9.58267,6.4087e-52,26.8028,-0.00971276,0.0406015,0.0384997,0,5.11474,0,0,2.17011e-05,-0.00106497,0.18049,44.7079,42.0496,1.55359,-7.10543e-15
52,1981-11-22,00:00:00.00,0.00121539,0.0328709,2.61296,0,0.343564,0,9.74136,-1.14967e-20,26.7249,-0.00978295,0.0381078,0.0386803,0.0076961,5.07225,0,0,1.85371e-05,-0.00106497,0.168289,44.7369,42.0837,1.55864,-3.55271e-14
53,1981-11-23,00:00:00.00,0.00351755,0.0426287,2.61254,0,0.345155,0,9.87784,1.60504e-39,26.6054,-0.00982666,0.0330882,0.039111,0.00494523,5.11185,0,0,1.58344e-05,-0.00106497,0.159327,44.7784,42.1299,1.56331,0
54,1981-11-24,00:00:00.00,0.0250001,0.0815746,2.61228,0,0.343356,0,10.0428,7.49719e-19,26.8658,-0.00984078,0.0311997,0.0395503,0.0359586,4.75892,0,0,1.35258e-05,-0.00106497,0.161666,44.8807,42.2364,1.56762,-4.26326e-14
55,1981-11-25,00:00:00.00,0.0118592,0.389423,2.61185,0,0.344563,0,10.1797,-8.62037e-22,26.7511,-0.00989132,0.0266866,0.0395815,0.00214565,5.17933,0,0,1.15538e-05,-0.00106497,0.154161,45.2781,42.6377,1.57151,-4.26326e-14
56,1981-11-26,00:00:00.00,0.00183866,0.516573,2.61158,0,0.343176,0,10.2986,-6.60279e-39,26.6392,-0.00993255,0.0249353,0.0394885,0.000338253,5.6979,0,0,9.86927e-06,-0.00106497,0.148695,45.7929,43.1561,1.57506,-6.39488e-14
57,1981-11-27,00:00:00.00,0,0.368073,2.61117,0,0.344044,0,10.3987,1.88331e-55,26.5437,-0.00996616,0.0214384,0.0394171,0,6.06609,0,0,8.43035e-06,-0.00106497,0.144307,46.1579,43.5242,1.57822,-7.10543e-15
58,1981-11-28,00:00:00.00,0,0.0447397,2.61093,0,0.343025,0,10.477,1.01304e-71,26.4685,-0.00999381,0.0199716,0.0393898,0,6.11069,0,0,7.20123e-06,-0.00106497,0.141293,46.1997,43.5689,1.58107,-3.55271e-14
59,1981-11-29,00:00:00.00,0,0.0926371,2.6106,0,0.343649,0,10.5435,5.57851e-88,26.4048,-0.0100167,0.0172524,0.0393926,0,6.20313,0,0,6.1513e-06,-0.00106497,0.138538,46.2898,43.6616,1.58361,1.42109e-14
60,1981-11-30,00:00:00.00,0,0.0193676,2.6104,0,0.342903,0,10.6267,3.09045e-104,26.3249,-0.0100359,0.0160205,0.0392997,0,6.22244,0,0,5.25446e-06,-0.00106497,0.135392,46.3069,43.681,1.5859,-4.26326e-14
61,1981-12-01,00:00:00.00,5.81316e-07,0.00307945,2.61015,0,0.343346,0,10.7182,1.71468e-120,26.2367,-0.0100519,0.0138973,0.0391998,5.81316e-07,6.22545,0,0,4.48837e-06,-0.00106497,0.132121,46.308,43.684,1.58794,-5.68434e-14
62,1981-12-02,00:00:00.00,0.000112158,0.108118,2.60999,0,0.342801,0,10.8278,9.51718e-137,26.1307,-0.0100653,0.0128602,0.0391461,0.000112158,6.33337,0,0,3.83398e-06,-0.00106497,0.128772,46.4143,43.7923,1.58978,-6.39488e-14
63,1981-12-03,00:00:00.00,0.000471681,0.659376,2.60978,0,0.343115,0,10.9217,5.28293e-153,26.0406,-0.0100767,0.0111946,0.040057,0.00026232,6.99098,0,0,3.27499e-06,-0.00106497,0.126015,47.0725,44.4521,1.59144,-4.9738e-14
64,1981-12-04,00:00:00.00,0.0302664,0.529563,2.60965,0,0.342721,0,11.0469,-9.25475e-22,25.986,-0.0100859,0.0103199,0.0427785,0.0125276,7.46845,0,0,2.7975e-06,-0.00106497,0.122628,47.6309,45.0119,1.59294,-4.26326e-14
65,1981-12-05,00:00:00.00,0,0.0297364,2.6095,0,0.342939,0,11.1497,2.0775e-38,25.8865,-0.0100941,0.0090061,0.0428668,0,7.51031,0,0,2.38964e-06,-0.00106497,0.119565,47.6592,45.0417,1.5943,-7.81597e-14
66,1981-12-06,00:00:00.00,7.78777e-06,0.00303261,2.60939,0,0.34265,0,11.2531,8.1735e-55,25.7863,-0.010101,0.00826742,0.0427784,8.29471e-06,7.51272,0,0,2.04123e-06,-0.00106497,0.116981,47.661,45.0447,1.59553,-4.9738e-14
67,1981-12-07,00:00:00.00,0.0193647,0.114336,2.60945,0,0.34308,0,11.3777,2.28129e-19,25.9161,-0.0100526,0.0157227,0.0453617,0.0226465,7.35892,0,0,1.74362e-06,-0.00106497,0.115639,47.7935,45.1784,1.59674,-6.39488e-14
68,1981-12-08,00:00:00.00,2.56222,1.07694,2.60997,0,0.343499,0,11.5897,8.83783e-19,30.5883,-0.00798846,0.0346044,0.0496555,0.144571,5.81853,0,0,1.48941e-06,-0.00106497,0.261349,51.4311,48.8176,1.59834,-1.42109e-14
69,1981-12-09,00:00:00.00,0.00124742,0.277878,2.61053,0,0.343691,0,11.7531,6.11128e-23,30.4582,-0.00833418,0.0321274,0.0507927,0,6.23841,0,0,1.27226e-06,-0.00106497,0.23063,51.7081,49.0967,1.60051,-4.26326e-14
70,1981-12-10,00:00:00.00,1.21813e-08,0.0246886,2.61048,0,0.342938,0,11.8838,2.4676e-39,30.3429,-0.00861758,0.0310983,0.051199,0,6.26226,0,0,1.08676e-06,-0.00106497,0.215562,51.7305,49.1214,1.60272,-3.55271e-14
71,1981-12-11,00:00:00.00,0.000291815,0.0524734,2.6114,0,0.345242,0,12.0031,1.42231e-55,30.2324,-0.00884354,0.025412,0.0511501,0.000267565,6.31447,0,0,9.28316e-07,-0.00106497,0.206939,51.7805,49.1742,1.60551,-1.42109e-14
72,1981-12-12,00:00:00.00,0.0325659,0.176088,2.61189,0,0.343149,0,12.1934,7.78261e-19,30.6259,-0.00865127,0.0331905,0.0560468,0.102757,5.79287,0,0,7.9297e-07,-0.00106497,0.236157,51.9857,49.3828,1.60896,-7.10543e-14
73,1981-12-13,00:00:00.00,0.00114718,0.0646683,2.61179,0,0.344729,0,12.3279,-9.53839e-36,30.5017,-0.00887168,0.0285383,0.0563199,2.85526e-07,5.95904,0,0,6.77357e-07,-0.00106497,0.227982,52.048,49.4486,1.61247,-1.42109e-14
74,1981-12-14,00:00:00.00,0,0.142526,2.61164,0,0.342887,0,12.4112,3.96172e-52,30.4226,-0.00905545,0.0275319,0.0562889,0,6.10138,0,0,5.786e-07,-0.00106497,0.22381,52.1872,49.5912,1.61577,-5.68434e-14
75,1981-12-15,00:00:00.00,0,0.0263852,2.61164,0,0.344751,0,12.4452,-1.69636e-68,30.3904,-0.00920907,0.0227667,0.0561863,0,6.1277,0,0,4.94241e-07,-0.00106497,0.22202,52.2105,49.6175,1.61895,-7.81597e-14
76,1981-12-16,00:00:00.00,0,3.41469,2.61157,0,0.342788,0,12.4754,1.46618e-85,30.3629,-0.00933776,0.021902,0.0564812,0,9.54104,0,0,4.22182e-07,-0.00106497,0.220344,55.622,53.0322,1.62209,-2.84217e-14
77,1981-12-17,00:00:00.00,0,0.170752,2.6112,0,0.344193,0,12.4989,7.92149e-102,30.3409,-0.00944572,0.0182068,0.0567687,0,9.7111,0,0,3.60629e-07,-0.00106497,0.219035,55.7899,53.203,1.62498,-2.13163e-14
78,1981-12-18,00:00:00.00,0,0.151415,2.61098,0,0.342694,0,12.5327,4.2775e-118,30.3094,-0.00953639,0.0174904,0.0569625,0,9.86199,0,0,3.0805e-07,-0.00106497,0.216981,55.9386,53.3544,1.62763,0
79,1981-12-19,00:00:00.00,0,0.0621565,2.61063,0,0.343759,0,12.5815,2.01283e-134,30.2631,-0.00961261,0.0146295,0.0568713,0,9.92407,0,0,2.63137e-07,-0.00106497,0.214549,55.9984,53.4166,1.62997,-4.26326e-14
80,1981-12-20,00:00:00.00,0,0.0367181,2.61042,0,0.342612,0,12.6152,1.169e-150,30.2318,-0.00967672,0.0140476,0.0567567,0,9.96071,0,0,2.24772e-07,-0.00106497,0.212223,56.0331,53.4533,1.63208,-2.13163e-14
81,1981-12-21,00:00:00.00,0.00901279,0.126752,2.61014,0,0.343442,0,12.7064,-6.43237e-24,30.1541,-0.00967811,0.0121051,0.0579135,0.0101682,10.075,0,0,1.92001e-07,-0.00106497,0.208519,56.1669,53.589,1.63395,-5.68434e-14
82,1981-12-22,00:00:00.00,0.0414503,0.0827997,2.60999,0,0.342558,0,12.8488,1.27226e-22,30.1808,-0.00972754,0.0116276,0.0587449,0.0404921,9.9996,0,0,1.64008e-07,-0.00106497,0.207643,56.2895,53.7133,1.63565,-5.68434e-14
83,1981-12-23,00:00:00.00,0,0.0304594,2.60978,0,0.343212,0,12.9257,5.78217e-39,30.1078,-0.00977448,0.00983017,0.0586906,0,10.0704,0,0,1.40096e-07,-0.00106497,0.203858,56.3184,53.7437,1.63717,-6.39488e-14
84,1981-12-24,00:00:00.00,0,0.103157,2.60965,0,0.342507,0,12.9976,1.51894e-55,30.0393,-0.00981361,0.00943464,0.0589928,0,10.1728,0,0,1.1967e-07,-0.00106497,0.200786,56.4202,53.8469,1.63855,-2.84217e-14
85,1981-12-25,00:00:00.00,0,0.0919676,2.60947,0,0.343007,0,13.0664,1.04044e-71,29.9732,-0.00984636,0.00803104,0.0589594,0,10.2646,0,0,1.02222e-07,-0.00106497,0.19829,56.511,53.9389,1.63978,-2.84217e-14
86,1981-12-26,00:00:00.00,0,0.788101,2.60936,0,0.342468,0,13.1357,-1.9252e-88,29.907,-0.00987384,0.0077006,0.0592663,0,11.0517,0,0,8.73187e-08,-0.00106497,0.195676,57.2979,54.727,1.6409,-2.84217e-14
87,1981-12-27,00:00:00.00,0,1.06953,2.60921,0,0.34285,0,13.2097,1.88298e-264,29.8361,-0.00989695,0.00660067,0.0592418,0,12.1208,0,0,7.45878e-08,-0.00106497,0.192961,58.3665,55.7965,1.6419,-1.42109e-14
88,1981-12-28,00:00:00.00,0,0.32676,2.60913,0,0.342437,0,13.2827,1.04564e-280,29.7659,-0.00991641,0.00632247,0.0591656,0,12.4473,0,0,6.37131e-08,-0.00106497,0.190364,58.6923,56.1233,1.64281,-4.26326e-14
89,1981-12-29,00:00:00.00,0,2.56031,2.60902,0,0.342734,0,13.318,5.80212e-297,29.7333,-0.00993281,0.00545725,0.061471,0,15.0036,0,0,5.44239e-08,-0.00106497,0.189223,61.2518,58.6836,1.64363,-7.81597e-14
90,1981-12-30,00:00:00.00,0,0.523501,2.60895,0,0.342417,0,13.3182,3.22206e-313,29.7333,-0.00994667,0.00522141,0.0614626,0,15.5268,0,0,4.6489e-08,-0.00106497,0.189223,61.7746,59.2071,1.64438,-9.23706e-14
91,1981-12-31,00:00:00.00,0,0.0156505,2.60886,0,0.34264,0,13.3183,0,29.7333,-0.00995838,0.00453806,0.0613851,0,15.5423,0,0,3.9711e-08,-0.00106497,0.189219,61.7895,59.2227,1.64507,-2.84217e-14
92,1982-01-01,00:00:00.00,0,0.091128,2.60881,0,0.342397,0,13.3184,0,29.7333,-0.00996829,0.00433691,0.0613867,0,15.6332,0,0,3.39212e-08,-0.00106497,0.189215,61.88,59.3139,1.6457,-9.23706e-14
93,1982-01-02,00:00:00.00,0,0.164142,2.60874,0,0.342567,0,13.3188,0,29.7333,-0.00997669,0.00379484,0.0617768,0,15.7965,0,0,2.89756e-08,-0.00106497,0.189206,62.0436,59.478,1.64627,-1.42109e-14
94,1982-01-03,00:00:00.00,0,1.85845,2.60869,0,0.342382,0,13.3194,0,29.7332,-0.00998382,0.00362236,0.0620388,0,17.654,0,0,2.4751e-08,-0.00106497,0.189197,63.9015,61.3364,1.6468,-7.10543e-14
95,1982-01-04,00:00:00.00,0,0.0939374,2.60863,0,0.342511,0,13.3195,0,29.7332,-0.00998987,0.00319039,0.0620361,0,17.7477,0,0,2.11424e-08,-0.00106497,0.189191,63.995,61.4304,1.64729,-8.52651e-14
96,1982-01-05,00:00:00.00,0,0.247054,2.6086,0,0.34237,0,13.3205,0,29.7332,-0.00999503,0.00304179,0.063118,0,17.9927,0,0,1.80599e-08,-0.00106497,0.189152,64.2416,61.6774,1.64775,-9.23706e-14
97,1982-01-06,00:00:00.00,0,2.7736,2.60855,0,0.342473,0,13.3223,0,29.7332,-0.00999942,0.00269589,0.0663639,0,20.7611,0,0,1.54268e-08,-0.00106497,0.189152,67.0147,64.451,1.64817,-6.39488e-14
98,1982-01-07,00:00:00.00,0,0.388421,2.60853,0,0.342365,0,13.323,0,29.7332,-0.0100032,0.00256736,0.0672594,0,21.1478,0,0,1.31776e-08,-0.00106497,0.189152,67.4027,64.8395,1.64857,-5.68434e-14
99,1982-01-08,00:00:00.00,0,0.00960424,2.60849,0,0.342439,0,13.323,0,29.7332,-0.0100064,0.00228896,0.0671379,0,21.1574,0,0,1.12563e-08,-0.00106497,0.189152,67.412,64.8491,1.64895,-1.13687e-13
100,1982-01-09,00:00:00.00,0,0.350019,2.60847,0,0.342355,0,13.3382,0,29.7186,-0.0100091,0.0021774,0.0672169,0,21.507,0,0,9.61518e-09,-0.00106497,0.188732,67.7616,65.1991,1.6493,-7.10543e-14
101,1982-01-10,00:00:00.00,0,1.76672,2.60843,0,0.342411,0,13.3444,0,29.7136,-0.0100115,0.00195216,0.0674285,0,23.2727,0,0,8.21331e-09,-0.00106497,0.18821,69.528,66.9658,1.64964,-9.9476e-14
