time,date,hour,precip [mm/day],sub113496 [m3/s],sub113496 (observed) [m3/s],sub113500 [m3/s],sub113500 (observed) [m3/s],sub113518 [m3/s],sub113518 (observed) [m3/s],sub113637 [m3/s],sub113675 [m3/s],sub113741 [m3/s],sub113827 [m3/s],sub113850 [m3/s],sub113862 [m3/s],sub113884 [m3/s],sub113981 [m3/s],sub113991 [m3/s],sub114036 [m3/s],sub114115 [m3/s],sub114119 [m3/s],sub114215 [m3/s],sub114261 [m3/s],sub114285 [m3/s],sub114383 [m3/s],sub114428 [m3/s]
932,1984-04-20,00:00:00.00,2.23171,0.914638,10.5282,14.3095,12.6656,23.0527,15.1292,7.54743,0.0108334,0.0160396,0.854038,7.8464,0.00239303,0.0130094,2.5498,4.97551,13.502,3.96863,1.37681,0.000657372,0.285749,4.39305,4.08538,0.807213
933,1984-04-21,00:00:00.00,2.692,2.47171,10.6423,16.1083,14.1511,27.9183,17.9173,8.08746,0.0101728,0.0155014,0.858104,8.38183,0.00231167,0.0125672,2.95602,5.60842,17.3603,6.77725,2.24787,0.00063448,0.34314,4.79257,4.56367,0.772743
934,1984-04-22,00:00:00.00,0.262987,2.60025,9.69206,20.5463,14.3389,32.8363,18.2183,8.37577,0.00965364,0.0149953,0.862882,8.77135,0.00223393,0.0121529,3.01723,6.02365,21.3088,8.99231,2.80867,0.000612385,0.361588,4.80384,4.48416,0.741243
935,1984-04-23,00:00:00.00,0.0170489,3.16699,9.34999,21.9378,14.6242,34.0199,18.6735,8.53138,0.00922092,0.0144879,0.86124,8.6719,0.00215709,0.0117452,2.88916,6.20188,24.1823,9.97859,2.61252,0.00059106,0.358821,4.63852,4.38388,0.711687
936,1984-04-24,00:00:00.00,0.0616861,3.1298,8.77987,21.7145,14.3897,33.1046,18.5805,8.49774,0.008843,0.0140118,0.848244,8.23276,0.00208256,0.0113541,2.86688,6.14453,25.5149,10.3416,2.53364,0.000570478,0.353216,4.4236,4.42331,0.683492
937,1984-04-25,00:00:00.00,0.41897,3.40658,7.0695,21.7105,12.7741,32.2328,16.9933,8.43053,0.00850245,0.0136329,0.825843,7.66872,0.00203607,0.0109963,2.82047,6.06453,25.6748,10.4231,1.8451,0.000550619,0.345789,4.19285,4.31913,0.656763
938,1984-04-26,00:00:00.00,0.282894,3.30912,5.92926,20.3379,11.6339,30.1618,15.4283,8.31321,0.00818853,0.0132917,0.799571,7.1664,0.00200181,0.0106541,2.78708,5.98402,25.4324,10.3467,2.52264,0.000531519,0.334764,3.96813,4.25004,0.631929
939,1984-04-27,00:00:00.00,1.35217,2.53464,4.97906,19.3392,10.6399,28.7524,14.2361,8.16571,0.00790653,0.0129002,0.773041,6.7328,0.00194543,0.010307,2.74386,5.91121,25.0527,10.108,2.52031,0.000513177,0.322655,3.75266,4.18191,0.609199
940,1984-04-28,00:00:00.00,1.27271,2.47195,4.14288,16.2248,9.563,25.3158,13.1876,7.99806,0.00775626,0.0124835,0.749435,6.38497,0.00188224,0.00995829,2.71188,5.83365,24.5564,9.83609,2.43479,0.00049541,0.31033,3.55133,4.11998,0.587835
941,1984-04-29,00:00:00.00,0.452505,2.09316,3.53475,15.2521,8.63389,23.422,12.4283,7.8471,0.00766137,0.0120616,0.727703,6.14473,0.00181911,0.00961446,2.66634,5.76641,23.9174,9.53437,2.43479,0.000478161,0.298664,3.35973,4.03316,0.566753
942,1984-04-30,00:00:00.00,0.0517443,2.04362,3.11666,12.6784,7.82918,20.5819,11.3688,7.69184,0.00744319,0.0116429,0.705918,5.96701,0.00175592,0.00927991,2.63339,5.69536,23.2384,9.25519,2.35001,0.000461509,0.28723,3.18101,3.95977,0.545585
943,1984-05-01,00:00:00.00,0.150054,1.75658,2.85061,11.8482,7.21296,18.9949,10.7242,7.54787,0.00715065,0.0112374,0.682895,5.79015,0.00169477,0.00895659,2.56492,5.63218,22.5391,8.96899,2.35001,0.000445438,0.276461,3.01079,3.87516,0.524658
944,1984-05-02,00:00:00.00,0.0161443,1.7135,2.44463,9.88043,6.52249,16.8245,10.1187,7.39824,0.00699136,0.010846,0.660812,5.6244,0.00164211,0.00864669,2.51758,5.52058,21.8735,8.70865,2.26817,0.000429926,0.265914,2.85216,3.80424,0.504398
945,1984-05-03,00:00:00.00,0.0074183,1.4266,2.82338,9.15016,13.7537,15.5133,17.0667,7.2615,0.0069319,0.0104682,0.640631,5.43668,0.00159287,0.00834935,2.41792,5.43094,21.3599,8.44247,2.29062,0.000414954,0.255972,2.70046,3.7211,0.485026
946,1984-05-04,00:00:00.00,1.12506,1.38911,2.68565,8.00855,13.2761,14.8331,16.2494,7.32118,0.00689208,0.0103138,0.628589,5.47139,0.00156192,0.00807272,2.47311,5.42904,21.1857,8.51279,2.35613,0.000400529,0.25332,2.64901,3.8425,0.476176
947,1984-05-05,00:00:00.00,0.275495,1.12086,2.58236,7.52572,12.4649,13.8155,15.3816,7.39561,0.00683534,0.010227,0.633814,5.66774,0.00153348,0.00781467,2.4574,5.45764,21.0435,8.43929,2.33905,0.00038661,0.255152,2.68148,3.95758,0.48968
948,1984-05-06,00:00:00.00,0.802482,1.08186,2.5135,7.06962,11.7448,12.929,14.4915,7.47659,0.00662131,0.00993987,0.649392,5.69185,0.00148316,0.00755933,2.2996,5.44504,20.6838,8.11551,2.28014,0.00037316,0.251231,2.65694,3.83391,0.521478
949,1984-05-07,00:00:00.00,1.43963,0.891666,2.5135,6.88804,11.6032,12.6428,14.265,7.51485,0.00633266,0.00962447,0.662341,5.66297,0.00143306,0.00730588,2.17497,5.45826,20.5209,8.38441,2.41358,0.000360186,0.243658,2.59305,3.72264,0.557153
950,1984-05-08,00:00:00.00,1.31437,0.891491,2.58236,6.67176,11.3039,12.2602,14.0223,7.45604,0.00606448,0.00933383,0.66723,5.61498,0.00138502,0.00705849,2.13009,5.24128,20.6761,8.59118,2.3704,0.000347727,0.234929,2.5089,3.66832,0.582504
951,1984-05-09,00:00:00.00,0.536414,0.757327,2.61679,6.48637,10.9986,11.6216,13.4338,7.38581,0.00581746,0.00903523,0.662107,5.47412,0.00133719,0.006818,2.12257,5.06277,20.9173,8.49726,2.23703,0.000335699,0.226342,2.3982,3.60472,0.590378
952,1984-05-10,00:00:00.00,0.0603681,0.760524,3.92519,7.7788,12.0804,11.925,14.9687,7.2646,0.00558429,0.00872721,0.648733,5.32966,0.00129064,0.00658306,2.11534,4.89704,20.9803,8.42469,2.26244,0.000324023,0.220628,2.3108,3.56125,0.585851
953,1984-05-11,00:00:00.00,0.875462,0.925092,4.40723,8.75731,12.0811,12.8127,14.6013,7.2147,0.00537894,0.0084551,0.633356,5.25754,0.00124633,0.00635556,2.1105,4.8565,20.942,8.55554,2.37542,0.000312747,0.216792,2.25883,3.57447,0.579335
954,1984-05-12,00:00:00.00,0.156053,0.90747,4.40723,9.85468,11.9395,13.661,14.2615,7.10586,0.00519665,0.00821204,0.621281,5.18204,0.00120369,0.00613622,2.10227,4.70161,20.8729,8.6992,2.29238,0.000301858,0.210692,2.19829,3.57538,0.573466
955,1984-05-13,00:00:00.00,0.457385,1.21633,5.92221,9.60941,13.9359,13.2423,16.2862,6.91248,0.00502945,0.00796018,0.611854,5.04965,0.001162,0.0059242,2.09277,4.5019,20.6666,8.68854,2.17397,0.000291355,0.203461,2.11369,3.65096,0.564352
956,1984-05-14,00:00:00.00,0.347177,1.4875,6.88629,13.5667,15.3813,16.5681,17.9298,6.64923,0.00487215,0.00770509,0.602587,4.9307,0.00112172,0.00572024,2.06325,4.40924,20.3592,8.61082,2.21255,0.000281216,0.195941,2.01956,3.69073,0.549985
957,1984-05-15,00:00:00.00,0.0496328,1.50968,8.36684,15.0764,17.6831,18.1676,20.3165,6.42386,0.00470613,0.00744778,0.590169,4.79038,0.00108274,0.00552346,1.93715,4.35974,19.989,8.52745,2.21501,0.000271423,0.188726,1.92112,3.61064,0.531996
958,1984-05-16,00:00:00.00,2.93173,1.80154,14.7022,20.3947,25.6042,24.8172,28.5491,6.24628,0.00453735,0.00719155,0.574562,4.66526,0.00104505,0.00533243,1.87946,4.30637,19.7908,8.75181,2.17472,0.000262659,0.197701,1.90854,3.57509,0.519116
959,1984-05-17,00:00:00.00,6.43399,3.05519,18.9373,23.9406,31.963,32.0549,38.1361,6.19758,0.00438514,0.00694387,0.557853,4.61861,0.0010088,0.00515544,1.89509,4.3632,20.6712,10.0102,2.30699,0.000266692,0.2476,2.14818,3.59688,0.529288
960,1984-05-18,00:00:00.00,3.47825,2.84992,15.2531,25.5923,35.5846,37.3698,41.3046,6.18349,0.00427008,0.00674646,0.543056,4.59125,0.000976901,0.00500512,1.9056,4.3172,22.5408,11.3124,2.39931,0.000272337,0.318258,2.51349,3.59107,0.568122
961,1984-05-19,00:00:00.00,0.0035074,3.54174,12.8429,24.7065,44.8975,37.2137,50.2777,6.10968,0.00416302,0.00656419,0.529824,4.51046,0.000946445,0.00486264,1.92507,4.17358,24.3652,12.7163,2.29596,0.000265495,0.3635,2.79436,3.63464,0.613937
962,1984-05-20,00:00:00.00,0.00274857,3.72562,12.8085,26.8885,47.1285,41.4887,53.3015,6.00569,0.00403021,0.00634712,0.516242,4.40082,0.000913948,0.00470738,1.91082,4.11847,25.4799,13.3375,2.34316,0.000256456,0.379555,2.87899,3.64941,0.640863
963,1984-05-21,00:00:00.00,0.109992,4.1713,26.2712,28.3671,58.1276,45.0078,65.405,5.91691,0.003888,0.00612704,0.501106,4.28157,0.000882121,0.00454715,1.80814,4.09025,25.8648,13.185,2.32263,0.00024753,0.37797,2.81435,3.55016,0.64214
964,1984-05-22,00:00:00.00,0.279811,4.30356,23.4478,30.0998,55.2476,48.8193,61.3074,5.77462,0.00375,0.00591419,0.48538,4.16692,0.000851413,0.00438946,1.74788,3.9535,25.7485,13.0908,2.21583,0.00023891,0.367337,2.69742,3.47047,0.626228
965,1984-05-23,00:00:00.00,0.0594866,5.14881,15.1154,31.0946,49.6619,48.9025,54.6457,5.63223,0.00361798,0.00570884,0.469309,4.04068,0.000821777,0.0042367,1.70756,3.84538,25.4671,13.2903,2.20497,0.00023059,0.354344,2.56812,3.26796,0.603248
966,1984-05-24,00:00:00.00,0.00789676,4.96485,13.1872,33.2049,52.3211,49.4479,57.1632,5.46962,0.00349107,0.00551016,0.453409,3.9182,0.000793161,0.00408918,1.67915,3.7037,25.1299,13.1215,2.13866,0.00022256,0.34096,2.44495,3.09178,0.578936
967,1984-05-25,00:00:00.00,0.28453,4.31316,13.8759,32.7238,53.6043,48.8989,58.6164,5.33052,0.00336914,0.00531861,0.437622,3.79554,0.000765548,0.00394699,1.61597,3.60242,24.6079,12.7258,2.13866,0.000214811,0.328249,2.32573,2.94413,0.555377
968,1984-05-26,00:00:00.00,1.02551,4.313,11.7756,27.8942,48.644,44.4381,53.203,5.18065,0.00325181,0.00513384,0.422388,3.68099,0.000738899,0.0038099,1.57326,3.47058,24.5231,12.8334,2.14175,0.000207332,0.315799,2.21809,2.84769,0.533129
969,1984-05-27,00:00:00.00,0.427609,4.78562,9.98512,27.3197,41.8698,42.9845,45.9758,5.06647,0.0031385,0.00495519,0.407571,3.568,0.00071317,0.00367741,1.51245,3.39155,25.0172,13.4646,2.23026,0.000200116,0.304044,2.118,2.74798,0.512318
970,1984-05-28,00:00:00.00,1.17096,4.91563,9.12433,26.5627,39.1118,41.8794,43.4726,4.96597,0.00302909,0.00478265,0.393487,3.46381,0.000688334,0.00354941,1.47545,3.28532,25.3862,13.5926,2.20112,0.000193163,0.292541,2.02543,2.68101,0.493021
971,1984-05-29,00:00:00.00,3.46233,3.73302,9.53751,24.763,39.0436,39.5783,43.2628,5.02587,0.00292354,0.0046161,0.380013,3.38872,0.000664364,0.00342581,1.4735,3.29995,25.1962,12.9723,2.11333,0.000189022,0.282635,1.95416,2.69168,0.479305
972,1984-05-30,00:00:00.00,0.372815,3.71009,13.1184,23.5552,42.0298,38.0484,46.6738,5.05713,0.00282172,0.00445557,0.36739,3.32115,0.000641285,0.00330836,1.47248,3.28508,24.63,12.5167,2.08082,0.000185461,0.273423,1.91251,2.69743,0.47588
973,1984-05-31,00:00:00.00,0.00903136,3.3661,27.0287,23.7414,59.7063,38.612,66.6439,4.93114,0.00272348,0.00430071,0.355107,3.21939,0.000619021,0.00319623,1.46383,3.15052,24.0655,12.5511,2.0801,0.000179485,0.263893,1.86472,2.65172,0.478248
974,1984-06-01,00:00:00.00,0.58265,3.67864,37.5303,25.2028,84.1681,41.5414,94.0506,4.83737,0.00262864,0.00415103,0.343156,3.12515,0.000597475,0.00308658,1.45185,3.15121,23.7659,12.8741,2.00766,0.000173271,0.254123,1.79889,2.61122,0.477068
975,1984-06-02,00:00:00.00,0.695484,3.64935,26.5315,24.6466,85.7703,39.87,93.3592,4.79047,0.00253713,0.00400651,0.331404,3.0434,0.000576672,0.00297959,1.38583,3.16695,23.8229,13.7167,2.00766,0.000167273,0.24478,1.72005,2.50921,0.468343
976,1984-06-03,00:00:00.00,0.0171662,3.58439,14.9312,26.3969,71.1117,46.9148,76.1804,4.69035,0.00244881,0.003867,0.320152,2.94962,0.000556594,0.00287593,1.3429,3.06914,23.9212,13.8101,1.88293,0.000161487,0.235609,1.6433,2.43098,0.454119
