,HRUGroup:,HBVEC,HYPR,StMary,Milk,Glaciers,Babb,Havre,Malta,RockyBoy,FlatTop,ManyGlacier,band600,band800,band1000,band1200,band1400,band1600,band1800,band2000,band2200,band2400,band2600,
time,month,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
1157,1984-11,0,1.16397,15.7039,0.125033,0,38.3908,0.00217063,0.0065781,0,0,0,0.0260779,0.469387,3.57114,4.58018,0,0,0,0,0,0,0,
1188,1984-12,0,1.20556,15.2105,0.196825,0,34.0709,0.0092077,0,0,0,0,0.043835,0.530382,3.81969,4.11276,0,0,0,0,0,0,0,
1219,1985-01,0,1.15622,14.7262,0.179943,0,30.819,0,0,0,0,0,0.0169932,0.503343,3.79045,3.81798,0,0,0,0,0,0,0,
1247,1985-02,0,1.09241,14.0516,0.161194,0,26.5862,0,0,0,0,0,0.00686002,0.478861,3.67473,3.42925,0,0,0,0,0,0,0,
1278,1985-03,0,1.58921,12.5356,0.739276,0,15.1092,0,2.38335,0,0,0,1.20783,0.834376,4.22632,2.3483,0,0,0,0,0,0,0,
1308,1985-04,0,13.4026,39.6304,10.454,0,74.4875,9.24643,33.6782,0,0,0,14.0091,9.56248,23.1873,12.333,0,0,0,0,0,0,0,
1339,1985-05,0,15.27,52.2084,11.46,0,137.335,3.86783,22.6896,0,0,0,10.3442,10.2,35.1654,20.04,0,0,0,0,0,0,0,
1369,1985-06,0,7.36318,37.4702,4.74105,0,140.43,0,2.84946,0,0,0,1.93436,2.94167,25.9423,17.1801,0,0,0,0,0,0,0,
1400,1985-07,0,1.22833,9.27604,0.597764,0,84.6098,0,0,0,0,0,0.00628021,0.0528058,5.0241,5.91443,0,0,0,0,0,0,0,
1431,1985-08,0,1.54516,10.0967,0.852311,0,88.1926,0,0.603716,0,0,0,2.65387,0.303214,1.97585,5.75585,0,0,0,0,0,0,0,
1461,1985-09,0,9.65164,52.9935,5.96699,0,142.477,4.04288,13.7433,0,0,0,4.82737,6.8973,18.9593,20.8245,0,0,0,0,0,0,0,
1492,1985-10,0,22.3158,86.6296,16.0883,0,198.772,18.2186,27.0586,0,0,0,10.1616,18.3238,43.3347,33.7343,0,0,0,0,0,0,0,
1522,1985-11,0,25.0662,89.2882,18.5831,0,201.575,22.651,28.8182,0,0,0,11.5463,20.9376,48.6097,34.8395,0,0,0,0,0,0,0,
1553,1985-12,0,24.9551,88.7274,18.5113,0,198.748,22.7671,28.386,0,0,0,11.3355,20.8498,48.7078,34.5372,0,0,0,0,0,0,0,
1584,1986-01,0,24.9962,87.9541,18.6004,0,198.784,23.5902,27.4461,0,0,0,10.9247,20.8319,49.9358,34.1171,0,0,0,0,0,0,0,
1612,1986-02,0,25.372,87.7572,18.9771,0,199.634,25.7363,26.3678,0,0,0,10.6496,21.1221,51.7681,34.085,0,0,0,0,0,0,0,
1643,1986-03,0,36.9126,98.292,29.4848,0,211.359,44.1817,47.9665,0,0,0,22.3384,31.5849,67.3928,36.9215,0,0,0,0,0,0,0,
1673,1986-04,0,47.0164,113.745,38.2865,0,219.678,48.5289,61.1653,0,0,0,34.2264,39.7998,80.3485,43.0084,0,0,0,0,0,0,0,
1704,1986-05,0,64.8417,117.752,55.2994,0,214.656,60.4946,91.8466,0,0,0,59.4084,56.0672,93.948,44.7249,0,0,0,0,0,0,0,
1734,1986-06,0,68.3029,105.21,59.4533,0,172.856,67.9112,84.2098,0,0,0,61.2895,60.9655,97.1674,39.7755,0,0,0,0,0,0,0,
1765,1986-07,0,45.2782,76.0984,39.0061,0,121.733,41.3638,42.9616,0,0,0,34.4285,38.9075,78.4007,30.3505,0,0,0,0,0,0,0,
1796,1986-08,0,16.277,39.2551,13.2626,0,60.6695,4.35569,0.609191,0,0,0,4.32632,11.6841,46.7438,18.0101,0,0,0,0,0,0,0,
1826,1986-09,0,17.0958,31.5495,14.5478,0,89.8567,6.92627,23.9378,0,0,0,10.2661,13.9052,33.811,17.9475,0,0,0,0,0,0,0,
1857,1986-10,0,61.9414,62.8548,55.9945,0,150.539,36.4105,118.467,0,0,0,59.3265,58.6832,71.412,30.2957,0,0,0,0,0,0,0,
1887,1986-11,0,66.333,66.603,60.0098,0,154.329,41.8943,118.96,0,0,0,63.618,62.8717,77.0599,30.8291,0,0,0,0,0,0,0,
1918,1986-12,0,67.8536,67.7568,61.4091,0,160.443,46.1039,118.902,0,0,0,66.1694,64.0501,78.4004,30.9971,0,0,0,0,0,0,0,
1949,1987-01,0,69.4646,72.4978,62.6671,0,163.307,49.6668,119.533,0,0,0,67.8018,65.3791,81.1732,31.2692,0,0,0,0,0,0,0,
1977,1987-02,0,70.9173,74.7521,63.9306,0,166.626,50.7144,120.383,0,0,0,69.8377,66.3305,83.7868,31.4609,0,0,0,0,0,0,0,
2008,1987-03,0,77.1743,80.9027,69.5995,0,178.25,53.3165,119.11,0,0,0,72.6585,73.1337,92.9878,33.75,0,0,0,0,0,0,0,
2038,1987-04,0,83.641,93.5602,75.0562,0,185.069,54.5054,116.256,0,0,0,77.5062,78.513,104.784,38.5243,0,0,0,0,0,0,0,
2069,1987-05,0,71.9793,82.4659,64.467,0,165.927,29.9743,97.2269,0,0,0,69.3409,64.8165,95.4834,36.0469,0,0,0,0,0,0,0,
2099,1987-06,0,49.8855,62.9407,44.3096,0,145.947,1.82467,79.9435,0,0,0,57.1674,39.4411,70.8708,30.1482,0,0,0,0,0,0,0,
2130,1987-07,0,29.3725,56.8673,24.8248,0,149.641,0,50.9794,0,0,0,33.7954,20.5435,46.6343,28.6938,0,0,0,0,0,0,0,
2161,1987-08,0,23.9118,63.9617,19.0817,0,169.349,0.0166384,45,0,0,0,28.4632,14.8352,39.5723,31.9902,0,0,0,0,0,0,0,
2191,1987-09,0,18.2926,63.7341,13.6524,0,158.287,0,22.2766,0,0,0,16.7425,10.7429,37.0397,31.7821,0,0,0,0,0,0,0,
2222,1987-10,0,13.3608,55.664,9.38987,0,138.557,0,3.76787,0,0,0,8.09881,7.74236,31.2875,28.7068,0,0,0,0,0,0,0,
2252,1987-11,0,10.9084,50.1476,7.36622,0,126.859,0,0,0,0,0,4.43612,6.20264,27.8226,26.7371,0,0,0,0,0,0,0,
2283,1987-12,0,10.0551,49.2824,6.59478,0,130.617,0,0,0,0,0,3.25359,5.58003,26.4302,26.8031,0,0,0,0,0,0,0,
