time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Net Lake Storage [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm],Glacier Liquid Storage [mm],Glacier Ice [mm],Depression [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
6862,2000-07-15,00:00:00.00,1.0107,0,0.485927,0,0.0928773,0,6412.22,1.59003e-19,69.2418,0.0793858,0.0129787,6.84435,0,0,0,0,0.0136535,-4.56638,19.5762,6504,7323.83,820.684,-1.72804e-11
6863,2000-07-16,00:00:00.00,1.5466,0,0.474854,0,0.102004,0,6415.53,-8.90957e-20,67.4098,0.084765,0.0120071,6.84378,0,0,0,0,0.0151773,-4.57142,19.582,6505.48,7325.38,820.753,-2.00089e-11
6864,2000-07-17,00:00:00.00,0.100575,0,0.468274,0,0.0841687,0,6418.21,1.05758e-19,64.8575,0.0662994,0.0106986,6.84404,0,0,0,0,0.015235,-4.57491,19.5411,6505.52,7325.48,820.809,-2.18279e-11
6865,2000-07-18,00:00:00.00,0.00432933,0,0.462168,0,0.077728,0,6420.48,2.65368e-21,62.6246,0.0532678,0.00982389,6.84351,0,0,0,0,0.0152358,-4.57844,19.5057,6505.5,7325.48,820.84,-1.18234e-11
6866,2000-07-19,00:00:00.00,0.0908855,0,0.457381,0,0.0755012,0,6422.66,2.59422e-20,60.5648,0.0450792,0.00866724,6.84299,0,0,0,0,0.0153312,-4.58209,19.4734,6505.57,7325.57,820.861,-1.54614e-11
6867,2000-07-20,00:00:00.00,3.04488,0,0.476176,0,0.184141,0,6425.12,1.20688e-18,60.7906,0.153413,0.00787872,6.84274,0,0,0,0,0.0154382,-4.58563,19.506,6508.51,7328.62,820.965,-1.45519e-11
6868,2000-07-21,00:00:00.00,0.748691,0,0.485309,0,0.107647,0,6427.3,-1.1512e-18,59.3753,0.0943786,0.0068544,6.84225,0,0,0,0,0.0160051,-4.58991,19.4719,6509.11,7329.37,821.111,-1.90994e-11
6869,2000-07-22,00:00:00.00,3.35025,0,0.470678,0,0.100514,0,6429.7,4.10967e-18,60.287,0.0872945,0.00636765,6.84203,0,0,0,0,0.0168288,-4.59463,19.4529,6512.37,7332.72,821.197,-2.72848e-11
6870,2000-07-23,00:00:00.00,1.29287,0,0.465959,0,0.088614,0,6432.1,-7.68223e-19,59.1879,0.0708957,0.00544628,6.84134,0,0,0,0,0.017578,-4.59944,19.4294,6513.61,7334.01,821.254,-1.09139e-11
6871,2000-07-24,00:00:00.00,0.0666569,0,0.462407,0,0.080818,0,6434.5,6.63643e-20,56.9032,0.0546199,0.00479434,6.84092,0,0,0,0,0.0183328,-4.60443,19.3779,6513.64,7334.08,821.29,-2.09184e-11
6872,2000-07-25,00:00:00.00,0.0377284,0,0.458855,0,0.0781267,0,6436.95,-2.26952e-20,54.5319,0.0459514,0.00396281,6.84059,0,0,0,0,0.0183188,-4.60865,19.3367,6513.65,7334.11,821.316,-9.09495e-12
6873,2000-07-26,00:00:00.00,0.157627,0,0.455485,0,0.0759439,0,6438.94,4.68948e-19,52.7222,0.0392594,0.00337364,6.84024,0,0,0,0,0.0182354,-4.61276,19.3034,6513.79,7334.27,821.336,-1.81899e-11
6874,2000-07-27,00:00:00.00,0.203488,0,0.452733,0,0.0744733,0,6440.92,1.60006e-20,50.9884,0.0333391,0.00263472,6.83978,0,0,0,0,0.0183767,-4.61715,19.2644,6513.98,7334.47,821.353,-1.00044e-11
6875,2000-07-28,00:00:00.00,0.115314,0,0.45091,0,0.0737745,0,6443.23,1.35454e-19,48.8385,0.0297642,0.00210168,6.83952,0,0,0,0,0.0186989,-4.6218,19.2206,6514.08,7334.59,821.366,-2.91038e-11
6876,2000-07-29,00:00:00.00,1.07703,0,0.455476,0,0.0896951,0,6445.51,-1.41997e-19,47.6081,0.0499551,0.00144387,6.83944,0,0,0,0,0.0188204,-4.62628,19.1851,6515.13,7335.67,821.388,-3.81988e-11
6877,2000-07-30,00:00:00.00,0.00086172,0,0.458401,0,0.078202,0,6447.72,5.42519e-21,45.4532,0.0354593,0.000961098,6.83936,0,0,0,0,0.0192985,-4.63122,19.1336,6515.11,7335.67,821.416,-2.09184e-11
6878,2000-07-31,00:00:00.00,0.0341988,0,0.454077,0,0.0754144,0,6449.86,-2.12393e-20,43.3959,0.026756,0.000374469,6.83928,0,0,0,0,0.0198914,-4.63642,19.0838,6515.12,7335.7,821.437,-1.45519e-11
6879,2000-08-01,00:00:00.00,0.00888178,0,0.451014,0,0.0738275,0,6452.09,-2.2172e-20,41.2297,0.0214784,-6.32234e-05,6.83925,0,0,0,0,0.0203179,-4.64154,19.03,6515.11,7335.71,821.452,-1.81899e-11
6880,2000-08-02,00:00:00.00,0.261463,0,0.449526,0,0.0742469,0,6453.86,5.77915e-20,39.7614,0.0204031,-0.000587266,6.83927,0,0,0,0,0.0211095,-4.64722,18.987,6515.36,7335.97,821.465,-8.18545e-12
6881,2000-08-03,00:00:00.00,0.698536,0,0.450344,0,0.0766674,0,6455.83,-6.97198e-20,38.519,0.0233266,-0.000984465,6.83923,0,0,0,0,0.021959,-4.65315,18.9417,6516.05,7336.67,821.478,-2.09184e-11
6882,2000-08-04,00:00:00.00,0.0827417,0,0.450942,0,0.0746482,0,6457.48,-7.74721e-20,36.9944,0.0174706,-0.00145337,6.8392,0,0,0,0,0.0218579,-4.65811,18.8973,6516.12,7336.75,821.492,-1.81899e-11
6883,2000-08-05,00:00:00.00,0.105157,0,0.449659,0,0.0737108,0,6458.99,3.42624e-19,35.6314,0.0141278,-0.00181415,6.83925,0,0,0,0,0.0217484,-4.66303,18.8555,6516.21,7336.86,821.505,-1.00044e-11
6884,2000-08-06,00:00:00.00,3.41108,0,0.455158,0,0.102864,0,6460.55,6.12017e-18,37.3465,0.069926,-0.00223439,6.8419,0,0,0,0,0.021823,-4.66803,18.8661,6519.59,7340.27,821.539,-2.00089e-11
6885,2000-08-07,00:00:00.00,0.900596,0,0.46138,0,0.0897982,0,6461.97,5.66415e-19,36.8485,0.0516014,-0.00256236,6.84195,0,0,0,0,0.021507,-4.67263,18.8268,6520.44,7341.17,821.588,-1.09139e-11
6886,2000-08-08,00:00:00.00,0.253251,0,0.45972,0,0.0824829,0,6463.46,-2.61939e-19,35.6414,0.0394063,-0.00293957,6.84175,0,0,0,0,0.0214463,-4.67754,18.784,6520.65,7341.42,821.626,-2.27374e-11
6887,2000-08-09,00:00:00.00,0.613222,0,0.457761,0,0.0813147,0,6464.89,5.45135e-19,34.8288,0.0448599,-0.00323796,6.8436,0,0,0,0,0.0212439,-4.68205,18.7537,6521.24,7342.04,821.654,-1.36424e-11
6888,2000-08-10,00:00:00.00,0.0896694,0,0.455672,0,0.0773019,0,6466.19,1.0869e-19,33.6572,0.0315059,-0.00357705,6.84341,0,0,0,0,0.0206074,-4.68619,18.7145,6521.3,7342.13,821.678,-2.00089e-11
6889,2000-08-11,00:00:00.00,0.037437,0,0.452305,0,0.0751006,0,6467.76,-7.32225e-20,32.1766,0.0219861,-0.00376284,6.84334,0,0,0,0,0.0202674,-4.69054,18.6678,6521.32,7342.16,821.697,-1.27329e-11
6890,2000-08-12,00:00:00.00,0.119279,0,0.449936,0,0.0743594,0,6469.3,-6.78227e-19,30.7855,0.027012,-0.00406808,6.84472,0,0,0,0,0.0201469,-4.69482,18.6283,6521.43,7342.28,821.712,-2.36469e-11
6891,2000-08-13,00:00:00.00,1.35648,0,0.450967,0,0.0801454,0,6470.76,-3.91382e-20,30.6711,0.0415976,-0.00440012,6.84546,0,0,0,0,0.0193641,-4.69834,18.603,6522.77,7343.64,821.729,-1.54614e-11
6892,2000-08-14,00:00:00.00,0.0773387,0,0.451858,0,0.0760188,0,6471.92,5.01732e-19,29.6212,0.0297304,-0.00467527,6.84561,0,0,0,0,0.0177716,-4.70084,18.5681,6522.83,7343.72,821.747,-2.27374e-11
6893,2000-08-15,00:00:00.00,0.0568443,0,0.449662,0,0.0737872,0,6473.07,2.09202e-19,28.5653,0.0193894,-0.00490143,6.84588,0,0,0,0,0.0168074,-4.70373,18.5381,6522.87,7343.77,821.762,-2.27374e-11
6894,2000-08-16,00:00:00.00,0.0441044,0,0.447485,0,0.07263,0,6474.01,1.33408e-19,27.6916,0.0158339,-0.00514977,6.84598,0,0,0,0,0.016053,-4.7067,18.5139,6522.9,7343.82,821.774,-1.81899e-11
6895,2000-08-17,00:00:00.00,0.269512,0,0.445969,0,0.0729623,0,6475,-3.65493e-20,26.9883,0.0156906,-0.0053557,6.84596,0,0,0,0,0.0154394,-4.70966,18.4897,6523.16,7344.09,821.784,-2.36469e-11
6896,2000-08-18,00:00:00.00,0.0242259,0,0.444854,0,0.0722315,0,6475.95,-1.19925e-20,26.0814,0.0132862,-0.00558014,6.84599,0,0,0,0,0.0148197,-4.71247,18.464,6523.17,7344.11,821.793,-1.81899e-11
6897,2000-08-19,00:00:00.00,0.010022,0,0.443881,0,0.071776,0,6476.86,-3.90666e-20,25.211,0.011547,-0.00576811,6.84598,0,0,0,0,0.0142633,-4.71521,18.4359,6523.18,7344.12,821.802,-1.36424e-11
6898,2000-08-20,00:00:00.00,0.0449998,0,0.443048,0,0.0712725,0,6477.83,-1.47601e-19,24.3222,0.00946587,-0.00597116,6.84594,0,0,0,0,0.0139456,-4.71812,18.406,6523.21,7344.17,821.809,-1.81899e-11
6899,2000-08-21,00:00:00.00,0.870134,0,0.444171,0,0.0779917,0,6478.74,-3.77691e-20,24.2605,0.0239817,-0.00614285,6.84593,0,0,0,0,0.0134162,-4.72069,18.3903,6524.07,7345.04,821.82,-2.09184e-11
6900,2000-08-22,00:00:00.00,0.367402,0,0.445025,0,0.0754012,0,6479.59,-1.42462e-19,23.7962,0.0184072,-0.00632678,6.84603,0,0,0,0,0.0125007,-4.72266,18.3644,6524.42,7345.4,821.835,-1.54614e-11
6901,2000-08-23,00:00:00.00,0.00929577,0,0.443566,0,0.0732433,0,6480.32,-5.54174e-21,23.0962,0.0128866,-0.00648367,6.84599,0,0,0,0,0.0116764,-4.72454,18.3426,6524.42,7345.41,821.849,-1.18234e-11
6902,2000-08-24,00:00:00.00,0.0105484,0,0.442221,0,0.0721124,0,6481.13,-5.53602e-20,22.3249,0.00992969,-0.00665044,6.84603,0,0,0,0,0.0112661,-4.72672,18.3159,6524.42,7345.42,821.858,-2.18279e-11
6903,2000-08-25,00:00:00.00,0.00721393,0,0.441441,0,0.0716747,0,6482.04,8.54559e-21,21.4496,0.00801725,-0.0067939,6.84599,0,0,0,0,0.0118016,-4.72999,18.286,6524.42,7345.43,821.866,-2.63753e-11
6904,2000-08-26,00:00:00.00,0.392978,0,0.441283,0,0.0719692,0,6482.88,-2.76864e-19,21.0237,0.00880452,-0.00694526,6.84612,0,0,0,0,0.0130299,-4.73422,18.2594,6524.81,7345.82,821.873,-1.27329e-11
6905,2000-08-27,00:00:00.00,0.134041,0,0.441544,0,0.0720058,0,6483.72,-3.3078e-20,20.3403,0.00812979,-0.00707649,6.84614,0,0,0,0,0.0140044,-4.73843,18.2325,6524.93,7345.96,821.88,-2.09184e-11
6906,2000-08-28,00:00:00.00,0.0292212,0,0.441756,0,0.0717495,0,6484.54,-6.91179e-21,19.5765,0.00736979,-0.007214,6.84615,0,0,0,0,0.0140624,-4.74173,18.2075,6524.96,7345.99,821.886,-1.81899e-11
6907,2000-08-29,00:00:00.00,0.211224,0,0.441929,0,0.0721939,0,6485.21,-1.78692e-20,19.1365,0.00859981,-0.00733409,6.84627,0,0,0,0,0.0129669,-4.74363,18.187,6525.16,7346.2,821.893,-3.00133e-11
6908,2000-08-30,00:00:00.00,2.14386,0,0.451451,0,0.11105,0,6485.83,2.4091e-19,20.5153,0.0559886,-0.00745913,6.84624,0,0,0,0,0.0115738,-4.74492,18.2027,6527.27,7348.34,821.93,-1.27329e-11
6909,2000-08-31,00:00:00.00,0.10401,0,0.455666,0,0.0837738,0,6486.48,-1.34866e-19,19.9955,0.0357588,-0.00756907,6.84658,0,0,0,0,0.0107446,-4.74651,18.1608,6527.32,7348.45,821.984,-2.09184e-11
6910,2000-09-01,00:00:00.00,1.40009,0,0.464011,0,0.110741,0,6486.94,3.74929e-19,20.7189,0.0973996,-0.00768286,6.85376,0,0,0,0,0.0104647,-4.74819,18.2257,6528.67,7349.85,822.033,-2.36469e-11
6911,2000-09-02,00:00:00.00,0.0902169,0,0.470403,0,0.0858051,0,6487.48,-1.31092e-19,20.3069,0.0515024,-0.00776779,6.85349,0,0,0,0,0.00983172,-4.74981,18.2003,6528.71,7349.94,822.086,-3.09228e-11
6912,2000-09-03,00:00:00.00,1.37234,0,0.464547,0,0.0912386,0,6488.17,7.03228e-18,20.8868,0.0962881,-0.00466201,6.86706,0,0,0,0,0.0106024,-4.752,18.204,6530.03,7351.31,822.132,-2.63753e-11
6913,2000-09-04,00:00:00.00,5.5989,0,0.553712,0,0.295096,0,6488.94,1.89213e-18,24.8029,0.267524,0.0371661,6.87771,0,0,0,0,0.010556,-4.75357,18.4396,6535.47,7356.91,822.293,-2.91038e-11
6914,2000-09-05,00:00:00.00,0.338043,0,0.608654,0,0.143766,0,6489.57,-6.82781e-21,24.5226,0.111043,0.062212,6.87738,0,0,0,0,0.00895064,-4.75398,18.4081,6535.56,7357.25,822.54,-2.09184e-11
6915,2000-09-06,00:00:00.00,3.5417,0,0.584759,0,0.166521,0,6490.26,2.48106e-18,27.2431,0.00433113,0.0843983,6.87683,0,0,0,0,0.00798843,-4.75487,18.4364,6538.91,7360.79,822.737,-1.90994e-11
6916,2000-09-07,00:00:00.00,2.22179,0,0.587639,0,0.136666,0,6490.99,7.70019e-19,28.6331,-0.00671921,0.0522849,6.8771,0,0,0,0,0.00728604,-4.75583,18.4452,6540.96,7363.01,822.9,-1.27329e-11
6917,2000-09-08,00:00:00.00,1.7649,0,0.617902,0,0.217577,0,6491.68,3.38755e-18,29.2861,0.052278,0.00028288,6.88095,0,0,0,0,0.00671108,-4.7565,18.5546,6542.54,7364.77,823.088,3.63798e-12
6918,2000-09-09,00:00:00.00,0.00737908,0,0.606892,0,0.106243,0,6492.4,-4.05059e-20,28.6229,-0.0155037,-0.00575734,6.8804,0,0,0,0,0.00639153,-4.75766,18.5109,6542.35,7364.78,823.285,-2.91038e-11
6919,2000-09-10,00:00:00.00,0.333076,0,0.541147,0,0.103251,0,6493.17,-6.8627e-20,28.0499,-0.000206269,0.0585129,6.88564,0,0,0,0,0.00704791,-4.75878,18.4932,6542.55,7365.11,823.424,-1.45519e-11
6920,2000-09-11,00:00:00.00,0.125,0.00473466,0.507436,0,0.0854451,0,6493.74,1.15281e-20,27.5663,-0.0143903,0.0824052,6.88628,0,0.00473466,0,0,0.00578942,-4.75878,18.4814,6542.59,7365.24,823.509,-1.90994e-11
6921,2000-09-12,00:00:00.00,0.34146,0.000457052,0.514315,0,0.116651,0,6494.37,-7.11477e-19,27.2346,-0.017444,0.0438648,6.888,0.000110472,0.00379625,0,0,0.00506881,-4.7588,18.4721,6542.87,7365.59,823.568,-1.63709e-11
6922,2000-09-13,00:00:00.00,0.0455778,2.81783e-06,0.518987,0,0.0762599,0,6494.99,-5.78941e-21,26.6722,-0.0215082,0.0390942,6.8876,2.73286e-05,0.0006781,0,0,0.00487939,-4.75927,18.458,6542.87,7365.63,823.619,-3.00133e-11
6923,2000-09-14,00:00:00.00,0.0578269,0,0.505412,0,0.096598,0,6495.68,-3.52221e-21,26.0514,-0.0248769,-0.00796773,6.88715,0,0,0,0,0.00512606,-4.76055,18.4449,6542.88,7365.69,823.669,-2.00089e-11
6924,2000-09-15,00:00:00.00,0.132761,0,0.493201,0,0.0721569,0,6496.38,1.93209e-19,25.4943,-0.026684,-0.0062849,6.8871,0,0,0,0,0.00597664,-4.76272,18.4315,6542.97,7365.82,823.713,-2.45564e-11
6925,2000-09-16,00:00:00.00,0.0154608,0,0.466199,0,0.0712644,0,6497.06,-2.99422e-20,24.845,-0.0289664,-0.00737458,6.88671,0,0,0,0,0.00704933,-4.76541,18.4167,6542.95,7365.84,823.746,-1.54614e-11
6926,2000-09-17,00:00:00.00,0.0190382,0,0.45062,0,0.071192,0,6497.92,-3.86692e-21,24.0233,-0.030221,-0.00910508,6.88619,0,0,0,0,0.00828617,-4.76856,18.3984,6542.95,7365.86,823.767,-1.63709e-11
6927,2000-09-18,00:00:00.00,0.0610912,0,0.443624,0,0.0703728,0,6498.63,-4.58087e-20,23.3848,-0.031022,-0.00922723,6.88564,0,0,0,0,0.00952821,-4.77201,18.3809,6542.99,7365.92,823.779,-1.54614e-11
6928,2000-09-19,00:00:00.00,0.0260853,0,0.440728,0,0.070506,0,6499.41,2.06288e-20,22.6519,-0.0311516,-0.00928281,6.88512,0,0,0,0,0.0103375,-4.77521,18.3637,6543.01,7365.94,823.786,-2.36469e-11
6929,2000-09-20,00:00:00.00,7.06184,0,0.485575,0,0.216461,0,6500.21,-3.21439e-20,28.3025,0.141705,-0.00900599,6.88771,0,0,0,0,0.0105573,-4.7776,18.4981,6549.97,7373.01,823.891,-2.36469e-11
6930,2000-09-21,00:00:00.00,2.94918,0,0.530657,0,0.157191,0,6500.79,-1.74315e-18,30.4882,0.109061,-0.00639159,6.89069,0,0,0,0,0.00968048,-4.77882,18.5388,6552.73,7375.96,824.083,-2.63753e-11
6931,2000-09-22,00:00:00.00,2.04545,0.025503,0.526566,0,0.124274,0,6501.36,-1.25255e-18,31.8486,0.0802013,0.0265741,6.89827,0,0.0248533,0,0,0.00822527,-4.77891,18.5278,6554.65,7378.03,824.231,-2.91038e-11
6932,2000-09-23,00:00:00.00,8.83342,0.796659,0.578477,0,0.256018,0,6501.9,2.44699e-18,39.5914,0.177117,0.0314022,6.90947,0,0.76522,0,0,0.0066787,-4.77891,18.6562,6564.09,7387.66,824.423,-1.54614e-11
6933,2000-09-24,00:00:00.00,0,0.189729,0.607481,0,0.135496,0,6502.22,1.3598e-34,39.3065,0.0676828,0.00788899,6.90993,0,0.950889,0,0,0.00542293,-4.77891,18.6246,6564.05,7387.85,824.649,-3.27418e-11
6934,2000-09-25,00:00:00.00,0.000113391,0.000943706,0.549263,0,0.0944567,0,6502.61,7.98517e-51,38.9457,0.0255596,-0.000714826,6.90952,1.89687e-05,0.951638,0,0,0.00440328,-4.77891,18.5908,6563.9,7387.85,824.8,-3.45608e-11
6935,2000-09-26,00:00:00.00,0.000382169,8.58363e-06,0.504329,0,0.0895373,0,6503.2,4.4181e-19,38.5541,0.0108259,-0.00538033,6.90899,0.00665816,0.747892,0,0,0.00357535,-4.77891,18.5647,6563.81,7387.85,824.892,-3.18323e-11
6936,2000-09-27,00:00:00.00,0.00388404,0,0.493056,0,0.0943669,0,6503.88,-2.45923e-18,38.2754,0.00312908,0.0237484,6.90845,0.00662894,0.305603,0,0,0.00293049,-4.77891,18.5372,6563.76,7387.85,824.95,-2.27374e-11
6937,2000-09-28,00:00:00.00,0.00100633,6.18589e-06,0.4961,0,0.0909097,0,6504.64,1.22465e-19,37.6322,-0.00771084,0.0708135,6.90787,0.00238068,0.146897,0,0,0.00254379,-4.77906,18.513,6563.71,7387.85,824.995,-1.63709e-11
6938,2000-09-29,00:00:00.00,0.00389718,6.8525e-07,0.499503,0,0.0918078,0,6505.4,-1.16679e-19,36.9074,0.00102549,0.0836525,6.90729,0.00204065,0.0561718,0,0,0.00287393,-4.77977,18.4984,6563.67,7387.86,825.038,-2.36469e-11
6939,2000-09-30,00:00:00.00,0.00996818,0,0.498023,0,0.0856289,0,6506.15,-8.2166e-20,36.1849,0.0287129,0.0713836,6.90686,0.000236731,0.00584957,0,0,0.00320859,-4.78078,18.4875,6563.64,7387.87,825.08,-2.45564e-11
6940,2000-10-01,00:00:00.00,0.0898458,0,0.508161,0,0.104156,0,6506.85,1.90037e-20,35.5683,0.0130237,0.0392894,6.90728,0,0,0,0,0.00392896,-4.78213,18.4787,6563.69,7387.96,825.123,-2.91038e-11
6941,2000-10-02,00:00:00.00,0.727832,0,0.526258,0,0.0977703,0,6507.6,-1.43212e-18,35.4279,0.0115884,0.106214,6.91089,0,0,0,0,0.00520449,-4.78318,18.4709,6564.37,7388.68,825.17,-2.63753e-11
6942,2000-10-03,00:00:00.00,0.755789,0,0.526017,0,0.0937256,0,6508.22,4.66076e-19,35.5476,0.00900009,0.0702114,6.91062,0,0,0,0,0.00481165,-4.78385,18.4755,6565.07,7389.44,825.224,-1.63709e-11
6943,2000-10-04,00:00:00.00,0.218606,6.35175e-05,0.523314,0,0.099193,0,6508.74,1.47842e-19,35.2468,-0.0493807,0.0722288,6.91038,0,6.35175e-05,0,0,0.00412677,-4.78408,18.4633,6565.23,7389.66,825.283,-1.81899e-11
6944,2000-10-05,00:00:00.00,0.504796,0.101299,0.528317,0,0.0998325,0,6509.07,-5.65322e-20,35.42,-0.0500399,0.0148254,6.91012,0,0.101167,0,0,0.00335353,-4.78408,18.4632,6565.78,7390.26,825.34,-1.63709e-11
6945,2000-10-06,00:00:00.00,0.0134347,0.842658,0.51128,0,0.0727375,0,6509.36,5.03988e-36,35.1684,-0.0524757,0.00945099,6.91188,0,0.933357,0,0,0.00272298,-4.78408,18.4502,6566.58,7391.12,825.393,-2.00089e-11
6946,2000-10-07,00:00:00.00,0,0.0438237,0.488063,0,0.0844718,0,6509.53,-5.47425e-54,35.008,-0.0538464,-0.0205799,6.91162,0,0.977028,0,0,0.00221099,-4.78408,18.4447,6566.58,7391.16,825.437,-2.45564e-11
6947,2000-10-08,00:00:00.00,0,0.00470655,0.472584,0,0.0691819,0,6509.71,1.0554e-68,34.8322,-0.0546492,-0.0206982,6.91133,0,0.981723,0,0,0.00179527,-4.78408,18.4395,6566.56,7391.17,825.469,-1.90994e-11
6948,2000-10-09,00:00:00.00,0,2.99649e-05,0.453505,0,0.0722474,0,6509.97,-1.46109e-85,34.5824,-0.0477366,-0.0207488,6.91102,9.66878e-05,0.949739,0,0,0.00145771,-4.78408,18.4432,6566.53,7391.17,825.492,-2.27374e-11
6949,2000-10-10,00:00:00.00,0.000135248,3.72865e-05,0.44504,0,0.0739426,0,6510.46,6.83269e-20,34.8772,-0.0430963,-0.0186574,6.91062,0.00075446,0.140444,0,0,0.00121474,-4.78409,18.454,6566.51,7391.17,825.51,-2.18279e-11
6950,2000-10-11,00:00:00.00,0.00328762,4.11472e-07,0.442536,0,0.0730621,0,6511.04,-6.55963e-20,34.4343,-0.0426899,-0.0138214,6.91021,0.000137266,0.00584699,0,0,0.00158881,-4.7847,18.4355,6566.51,7391.17,825.523,-1.45519e-11
6951,2000-10-12,00:00:00.00,0.0133412,1.64695e-07,0.440728,0,0.0706206,0,6511.6,2.94818e-21,33.9075,-0.0434108,-0.0137248,6.90986,1.92552e-05,0.000957516,0,0,0.00237381,-4.786,18.4215,6566.51,7391.19,825.531,-1.72804e-11
6952,2000-10-13,00:00:00.00,0.864284,0.00755643,0.439805,0,0.0727793,0,6511.99,6.01557e-19,34.3581,-0.0382225,-0.0138032,6.91057,4.09043e-06,0.00820936,0,0,0.00198054,-4.78606,18.4296,6567.37,7392.06,825.539,-3.00133e-11
6953,2000-10-14,00:00:00.00,2.6537,0.0229296,0.44816,0,0.085209,0,6512.44,3.49478e-18,36.4479,-0.0196856,0.00221312,6.91415,5.60566e-05,0.0243833,0,0,0.00162389,-4.78606,18.4768,6570.04,7394.73,825.552,-2.91038e-11
6954,2000-10-15,00:00:00.00,0.685664,0.017083,0.461384,0,0.09034,0,6512.85,1.06743e-18,36.646,-0.00554904,0.00968247,6.91518,4.17116e-05,0.0407403,0,0,0.00132916,-4.78606,18.4896,6570.72,7395.44,825.577,-2.54659e-11
6955,2000-10-16,00:00:00.00,0.191993,0.00631976,0.46816,0,0.0873804,0,6513.28,-3.16904e-21,36.4037,-0.0167912,0.00724693,6.91536,0.000267041,0.0455795,0,0,0.00135821,-4.78609,18.4734,6570.88,7395.64,825.611,-2.63753e-11
6956,2000-10-17,00:00:00.00,0.0438477,0.00140325,0.46422,0,0.0772861,0,6513.74,3.14706e-19,36.014,-0.0270558,0.00542518,6.9151,0.000438909,0.0343129,0,0,0.00114721,-4.78609,18.4578,6570.89,7395.68,825.643,-2.36469e-11
6957,2000-10-18,00:00:00.00,0.01879,0.000272845,0.459263,0,0.079751,0,6514.14,8.75172e-20,35.6381,-0.0306364,-0.00413959,6.91499,0.000936615,0.0250104,0,0,0.001015,-4.78612,18.4449,6570.89,7395.7,825.668,-2.18279e-11
6958,2000-10-19,00:00:00.00,0.00947201,0,0.454601,0,0.071367,0,6514.64,2.99637e-20,35.1737,-0.0162591,-0.00396662,6.91477,5.26692e-06,0.000130144,0,0,0.001575,-4.78684,18.4328,6570.88,7395.71,825.687,-1.00044e-11
6959,2000-10-20,00:00:00.00,0.050028,0,0.44861,0,0.0739649,0,6515.13,1.75149e-20,34.7123,-0.0119155,0.00822301,6.9153,0,0,0,0,0.00226835,-4.7877,18.4244,6570.91,7395.76,825.701,-3.54703e-11
6960,2000-10-21,00:00:00.00,0.0130397,3.20285e-07,0.445297,0,0.0704344,0,6515.56,4.91723e-21,34.3011,-0.0209188,0.0106241,6.91504,0,3.20285e-07,0,0,0.00191529,-4.78779,18.4152,6570.92,7395.77,825.712,-1.63709e-11
6961,2000-10-22,00:00:00.00,0.0239707,0,0.447876,0,0.0776932,0,6515.99,-1.60094e-20,33.9034,-0.0259082,0.00301568,6.91498,0,0,0,0,0.00192601,-4.78811,18.4068,6570.93,7395.8,825.721,-1.90994e-11
6962,2000-10-23,00:00:00.00,0.389386,0.00335508,0.452554,0,0.0758124,0,6516.37,4.84136e-20,33.8664,-0.0154659,0.00754189,6.9152,0,0.00335508,0,0,0.00164759,-4.78812,18.4212,6571.31,7396.19,825.733,-1.72804e-11
6963,2000-10-24,00:00:00.00,0.0068054,0.00228808,0.450097,0,0.0738847,0,6516.66,-1.05128e-20,33.5899,-0.0197703,0.00340057,6.91493,0,0.00555421,0,0,0.0013378,-4.78812,18.4153,6571.31,7396.2,825.748,-9.09495e-12
6964,2000-10-25,00:00:00.00,0.00418437,4.28626e-05,0.447061,0,0.0732464,0,6517,2.03832e-20,33.2661,-0.0224568,-0.00183312,6.91464,6.93414e-08,0.00462416,0,0,0.00108626,-4.78812,18.407,6571.3,7396.2,825.761,-1.54614e-11
6965,2000-10-26,00:00:00.00,0.00718857,6.34804e-06,0.443547,0,0.0702463,0,6517.35,4.10911e-21,32.9293,-0.0238739,-0.00233936,6.91436,6.425e-06,0.00354687,0,0,0.00089352,-4.78812,18.3996,6571.29,7396.21,825.771,-1.90994e-11
6966,2000-10-27,00:00:00.00,2.14861,7.41729e-05,0.457382,0,0.123464,0,6517.65,2.64992e-19,34.5454,0.033825,-0.00235223,6.91412,2.82087e-05,0.00308775,0,0,0.000816381,-4.78817,18.4649,6573.4,7398.36,825.814,-2.63753e-11
6967,2000-10-28,00:00:00.00,0.150711,0.0021329,0.463956,0,0.0847554,0,6517.94,-6.37783e-20,34.4186,0.00416417,-0.00237256,6.91389,1.85803e-05,0.00523534,0,0,0.000675573,-4.78819,18.4449,6573.49,7398.51,825.879,-1.54614e-11
6968,2000-10-29,00:00:00.00,0.245392,0.00102296,0.449329,0,0.0775136,0,6518.26,1.6307e-19,34.3497,-0.00591882,-0.00138059,6.91388,6.59059e-05,0.0037183,0,0,0.000717269,-4.78828,18.4346,6573.69,7398.76,825.919,-2.27374e-11
