time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Net Lake Storage [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm],Glacier Liquid Storage [mm],Glacier Ice [mm],Depression [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
0,1981-10-01,00:00:00.00,---,---,0.718461,0,0.136893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855353,0,0,0
1,1981-10-02,00:00:00.00,0.0298603,0.00310728,0.665191,0,0.0684499,0,0.00120214,0,0.0286242,8.33085e-05,0,5.54158e-05,0,0.00297189,0,0,3.13732e-05,-8.11588e-06,0,0.766601,0.0329675,0.121719,-1.66533e-16
2,1981-10-03,00:00:00.00,0.00120115,0,0.574383,0,0.0684786,0,0.00187191,1.75681e-22,0.0308696,0.0012919,0,5.40305e-05,1.23947e-08,1.27281e-05,0,0,0.000278782,-0.000282116,0,0.676959,0.0341687,0.212563,1.66533e-16
3,1981-10-04,00:00:00.00,0.178194,0,0.513073,0,0.0685583,0,0.0136377,5.43686e-19,0.189392,0.00811131,0,0.00077381,0,0,0,0,0.000932802,-0.000780965,2.22975e-09,0.793698,0.212363,0.274018,4.996e-16
4,1981-10-05,00:00:00.00,0.374896,0.00364786,0.475433,0,0.0686113,0,0.0348988,-2.9123e-19,0.539628,0.00603228,0,0.000722418,0,0.00357639,0,0,0.000757507,-0.000780965,0.00544597,1.13433,0.590907,0.311935,1.11022e-15
5,1981-10-06,00:00:00.00,0.424654,0.0141658,0.454202,0,0.0688052,0,0.0597337,5.28468e-19,0.94859,-0.012479,9.14362e-05,0.000711626,0,0.0176486,0,0,0.000615076,-0.000780965,0.0142515,1.55139,1.02973,0.33369,5.55112e-16
6,1981-10-07,00:00:00.00,0.0759154,0.00604465,0.443146,0,0.0686588,0,0.0778807,1.67506e-21,1.01372,-0.0145088,9.14362e-05,0.000708649,0,0.0236278,0,0,0.000499426,-0.000780965,0.00867525,1.62172,1.11169,0.345318,-1.11022e-16
7,1981-10-08,00:00:00.00,0.00747939,0,0.43785,0,0.0686831,0,0.0966022,-2.10121e-20,1.02772,-0.0139002,1.47952e-06,0.00071909,7.39885e-06,0.000337742,0,0,0.000946308,-0.00141957,0.00591272,1.62346,1.11917,0.351063,1.22125e-15
8,1981-10-09,00:00:00.00,0.522986,0,0.435711,0,0.0687712,0,0.133055,1.43625e-19,1.50979,-0.00877626,1.47952e-06,0.00105926,0,0,0,0,0.00159142,-0.00214239,0.00467594,2.14374,1.64215,0.353764,0
9,1981-10-10,00:00:00.00,0.742589,0.0155209,0.43552,0,0.071049,0,0.182887,-1.24113e-19,2.16522,-0.00386495,2.394e-08,0.00181825,0,0.0155209,0,0,0.00129219,-0.00214239,0.0314358,2.89873,2.40026,0.356882,1.77636e-15
10,1981-10-11,00:00:00.00,0.189937,0.00746881,0.435907,0,0.0709049,0,0.228034,3.36472e-20,2.30757,-0.00595904,2.394e-08,0.00196597,0,0.0225515,0,0,0.00104922,-0.00214239,0.0315805,3.09146,2.59767,0.361557,-2.66454e-15
11,1981-10-12,00:00:00.00,0.713548,0.235729,0.436153,0,0.070721,0,0.281685,-5.48548e-19,2.96471,-0.00655176,3.8737e-10,0.00270066,0,0.254525,0,0,0.000851943,-0.00214239,0.0336001,4.03625,3.54695,0.366044,-4.88498e-15
12,1981-10-13,00:00:00.00,5.20751,0.521114,0.453043,0,0.1065,0,0.396351,3.51672e-18,7.93822,0.040901,3.8737e-10,0.00768401,0.00166756,0.628196,0,0,0.000691756,-0.00214239,0.170323,9.74144,9.27557,0.389482,8.88178e-15
13,1981-10-14,00:00:00.00,13.3605,2.2519,0.599056,0,0.443261,0,0.498734,2.26912e-34,19.9803,0.287669,6.268e-12,0.00848751,0,2.85656,0,0,0.000561688,-0.00214239,0.41451,25.087,24.888,0.656337,-1.77636e-14
14,1981-10-15,00:00:00.00,0.00501496,0.304569,0.665828,0,0.168359,0,0.652572,-5.31826e-51,19.8574,0.0881019,6.268e-12,0.00969847,0,3.15405,0,0,0.000456076,-0.00214239,0.394277,24.9886,25.1976,1.06429,-2.84217e-14
15,1981-10-16,00:00:00.00,0.0529835,0.0210369,0.555713,0,0.0993386,0,0.825094,3.83709e-18,20.5128,0.0432625,1.01422e-13,0.0100285,0.0314034,2.33096,0,0,0.000370322,-0.00214239,0.414867,24.8217,25.2716,1.30521,-2.84217e-14
16,1981-10-17,00:00:00.00,0.0198646,0.00626019,0.488251,0,0.083404,0,1.03088,-3.07371e-19,20.9326,0.0221327,1.01422e-13,0.00974151,0.0154887,1.75522,0,0,0.000301486,-0.00214239,0.398662,24.7345,25.2977,1.41853,-1.77636e-14
17,1981-10-18,00:00:00.00,0.101029,0.00510685,0.460504,0,0.07826,0,1.24995,6.45305e-19,21.2601,0.0104759,1.6411e-15,0.0094927,0.015841,1.31934,0,0,0.000247536,-0.00214239,0.386124,24.7882,25.4038,1.47104,-2.84217e-14
18,1981-10-19,00:00:00.00,0.0218473,0.00718353,0.448612,0,0.0738752,0,1.4509,-4.65135e-19,21.3505,0.000801803,1.6411e-15,0.00982396,0.016393,1.07227,0,0,0.000225366,-0.00214239,0.368809,24.79,25.4329,1.49818,0
19,1981-10-20,00:00:00.00,0.000217837,0.000441516,0.442251,0,0.0713098,0,1.68293,-1.75964e-19,21.1566,-0.0048596,2.65544e-17,0.00955871,0.00181075,1.07009,0,0,0.000190119,-0.00214239,0.348298,24.7761,25.4335,1.51283,-3.19744e-14
20,1981-10-21,00:00:00.00,0.693821,0.010903,0.442026,0,0.0755863,0,1.95664,5.9831e-19,21.8976,0.00268452,2.65544e-17,0.0114908,0.0226434,0.670746,0,0,0.000157071,-0.00214239,0.393066,25.4705,26.1383,1.52306,-2.84217e-14
21,1981-10-22,00:00:00.00,0.107883,0.665678,0.442883,0,0.0717635,0,2.13359,3.3132e-35,21.8622,-0.0029797,4.29674e-19,0.0182451,0,1.32452,0,0,0.000127538,-0.00214239,0.386319,26.2345,26.9118,1.53266,-4.9738e-14
22,1981-10-23,00:00:00.00,0,0.0411612,0.4401,0,0.0702109,0,2.26948,1.43034e-51,21.7381,-0.00751564,4.29674e-19,0.0180968,0,1.3656,0,0,0.000103557,-0.00214239,0.375765,26.2678,26.953,1.54053,-4.26326e-14
23,1981-10-24,00:00:00.00,0,0.0892823,0.437485,0,0.0693948,0,2.37509,-1.9182e-68,21.6412,-0.00934653,6.95252e-21,0.0179363,0,1.45463,0,0,8.40859e-05,-0.00214239,0.367423,26.3518,27.0423,1.54585,-2.13163e-14
24,1981-10-25,00:00:00.00,0.0238049,0.366748,0.435881,0,0.0691286,0,2.49685,-1.20347e-19,21.5642,-0.00994067,6.95252e-21,0.0177745,0.000761978,1.78761,0,0,6.82755e-05,-0.00214239,0.378938,26.7391,27.4328,1.54909,-7.4607e-14
25,1981-10-26,00:00:00.00,0.126932,0.20818,0.435075,0,0.0690087,0,2.6308,9.18291e-20,21.6232,-0.0102074,1.12498e-22,0.0181422,0.00917959,1.91818,0,0,5.5438e-05,-0.00214239,0.380823,27.0721,27.7679,1.55114,-4.9738e-14
26,1981-10-27,00:00:00.00,0.0734849,0.0164183,0.4356,0,0.0702557,0,2.7961,4.88389e-19,21.9847,-0.00734807,2.22146e-05,0.0180328,0.0139423,1.45687,0,0,4.98198e-05,-0.00214239,0.394107,27.1602,27.8578,1.55299,-6.03961e-14
27,1981-10-28,00:00:00.00,0.104052,0.000150032,0.440175,0,0.0746487,0,3.02601,1.41434e-18,22.892,0.00546742,0.000373953,0.0185141,0.0156331,0.387056,0,0,0.000285818,-0.00214239,0.402979,27.261,27.962,1.55642,-4.61853e-14
28,1981-10-29,00:00:00.00,0.197527,0.00145764,0.443138,0,0.0710636,0,3.2567,-1.32904e-18,22.9591,0.00772981,0.000487245,0.0186641,0.00984718,0.294543,0,0,0.000566391,-0.00215357,0.394428,27.4541,28.161,1.56228,-4.61853e-14
29,1981-10-30,00:00:00.00,0.0490925,5.09366e-05,0.441188,0,0.0703788,0,3.51192,9.68252e-20,22.8484,0.00672291,0.00194902,0.0187024,0.00619221,0.212311,0,0,0.000726742,-0.00216544,0.380365,27.4967,28.2102,1.56878,-7.4607e-14
30,1981-10-31,00:00:00.00,1.37686,0.00485944,0.443732,0,0.0791064,0,3.72122,8.46045e-19,23.927,0.0232539,0.00296911,0.0186541,0.0030405,0.208951,0,0,0.000590096,-0.00216544,0.442104,28.8684,29.5919,1.57883,-1.42109e-14
31,1981-11-01,00:00:00.00,0.00114237,0.0183102,0.447161,0,0.0752226,0,3.88931,-1.27439e-19,23.795,-0.00315648,0.00278272,0.0188989,0.000885722,0.223325,0,0,0.000479142,-0.00216544,0.42614,28.8738,29.6113,1.59284,-2.4869e-14
32,1981-11-02,00:00:00.00,0.00198641,0.00175946,0.44504,0,0.0719093,0,4.11028,-4.26339e-19,23.6698,-0.00863831,0.00229306,0.0187971,0.0019904,0.147736,0,0,0.000389051,-0.00216544,0.407805,28.8652,29.6151,1.6052,-2.4869e-14
33,1981-11-03,00:00:00.00,0.000284649,0,0.442674,0,0.0716763,0,4.37241,-6.65488e-19,23.494,0.00569954,0.00292627,0.0186118,0.00235243,0.0591372,0,0,0.000466575,-0.0021774,0.388689,28.8565,29.6154,1.61426,-3.19744e-14
34,1981-11-04,00:00:00.00,8.77124e-05,1.03678e-07,0.440991,0,0.0698809,0,4.63779,1.11409e-20,23.2486,0.0116804,0.00376704,0.0184139,0.00106107,0.0478841,0,0,0.000445889,-0.0021848,0.37187,28.8502,29.6154,1.6206,-1.77636e-14
35,1981-11-05,00:00:00.00,0.000841504,1.28407e-05,0.441053,0,0.071993,0,4.88655,-1.7426e-21,23.0381,-0.00888187,0.00819743,0.0182465,0.00109132,0.0336993,0,0,0.000380604,-0.00219384,0.357883,28.8461,29.6163,1.62552,2.4869e-14
36,1981-11-06,00:00:00.00,0.00988217,0.00699483,0.440686,0,0.0689648,0,5.08256,-3.7045e-20,22.8637,-0.0127678,0.00875176,0.0184024,0,0.0414131,0,0,0.000309041,-0.00219384,0.348758,28.8586,29.6332,1.62995,-7.10543e-15
37,1981-11-07,00:00:00.00,1.194e-06,0.00013991,0.442223,0,0.0740392,0,5.24087,-1.44535e-37,22.7124,-0.0135626,-0.00202044,0.0182541,0,0.041553,0,0,0.000250933,-0.00219384,0.342314,28.8541,29.6333,1.63453,-1.42109e-14
38,1981-11-08,00:00:00.00,2.91695e-05,7.44112e-05,0.442839,0,0.068547,0,5.40879,-6.73405e-23,22.5498,-0.0136858,-0.00202152,0.0181062,0,0.041593,0,0,0.000203751,-0.00219384,0.337245,28.8492,29.6334,1.63961,-3.19744e-14
39,1981-11-09,00:00:00.00,0.016721,0.00562129,0.438378,0,0.0685326,0,5.56051,-8.19716e-21,22.4185,-0.0137504,-0.00206012,0.0179792,1.35687e-05,0.0467539,0,0,0.000165441,-0.00219384,0.334071,28.8669,29.6558,1.64425,3.55271e-14
40,1981-11-10,00:00:00.00,0.0173594,0.0093278,0.435512,0,0.0684942,0,5.69019,-1.43321e-19,22.3118,-0.0137851,-0.00206012,0.0179078,1.17212e-05,0.0542863,0,0,0.000134334,-0.00219384,0.330273,28.8906,29.6825,1.64725,-1.42109e-14
41,1981-11-11,00:00:00.00,0.00092383,0.000247036,0.434244,0,0.0684963,0,5.85562,2.92853e-20,22.1585,-0.0137946,-0.00200405,0.0177685,0.000103483,0.0476787,0,0,0.000109686,-0.00219384,0.325774,28.8904,29.6836,1.64862,-3.90799e-14
42,1981-11-12,00:00:00.00,4.70831e-05,9.45251e-05,0.433842,0,0.0684763,0,6.01289,1.02343e-21,22.0068,-0.0138047,-0.00200405,0.0176288,6.60726e-06,0.0467582,0,0,0.000100023,-0.00219903,0.321506,28.89,29.6838,1.6491,0
43,1981-11-13,00:00:00.00,0.00106178,1.31239e-05,0.434242,0,0.0690639,0,6.18121,1.96338e-21,21.8474,-0.00289798,0.000246675,0.0175206,0.000860592,0.0278791,0,0,0.000175454,-0.00221353,0.317337,28.8908,29.6848,1.64935,-2.13163e-14
44,1981-11-14,00:00:00.00,0.103489,6.18985e-05,0.434987,0,0.0689806,0,6.36642,1.58002e-19,21.7676,0.00697101,0.00218413,0.0177573,0.000677561,0.0171353,0,0,0.000376656,-0.0022324,0.313086,28.994,29.7884,1.64976,3.55271e-15
45,1981-11-15,00:00:00.00,0.845445,0.00732095,0.438703,0,0.0739726,0,6.53997,1.81064e-19,22.3974,-0.000866158,0.00469611,0.017778,0,0.0238962,0,0,0.000305835,-0.0022324,0.350808,29.8444,30.6412,1.6521,-2.13163e-14
46,1981-11-16,00:00:00.00,0.844659,0.21606,0.44315,0,0.0734819,0,6.71666,-6.48377e-20,23.0464,-0.00225245,0.00505567,0.0214371,0,0.223603,0,0,0.00024833,-0.0022324,0.373494,30.899,31.7019,1.65822,1.06581e-14
47,1981-11-17,00:00:00.00,0.0100956,0.0234007,0.445895,0,0.0748237,0,6.84893,1.18308e-19,23.0037,-0.00715673,-0.0024999,0.0217873,9.52022e-05,0.17742,0,0,0.000201637,-0.0022324,0.362857,30.9238,31.7354,1.66689,-1.42109e-14
48,1981-11-18,00:00:00.00,0.232149,0.0234324,0.445527,0,0.0707834,0,7.00322,-1.58592e-18,23.0819,-0.00832549,-0.0030179,0.0228053,0.000900814,0.195125,0,0,0.000163724,-0.0022324,0.36351,31.1703,31.991,1.67597,-6.39488e-14
49,1981-11-19,00:00:00.00,5.53525,1.97998,0.474621,0,0.132616,0,7.23764,3.23121e-18,28.0533,0.0588076,-0.000464663,0.0449112,0,2.07992,0,0,0.00013294,-0.0022324,0.56896,38.6482,39.5062,1.71338,-2.84217e-14
50,1981-11-20,00:00:00.00,0.274423,2.20381,0.496584,0,0.0923965,0,7.3394,3.57643e-21,28.2266,0.0250409,-0.00120916,0.0453496,0,4.27724,0,0,0.000107944,-0.0022324,0.560947,41.0602,41.9844,1.77954,-5.68434e-14
51,1981-11-21,00:00:00.00,0,0.173567,0.475674,0,0.0784357,0,7.42658,6.71334e-52,28.1501,0.00724864,-0.00325887,0.0451995,0,4.45045,0,0,8.76475e-05,-0.0022324,0.550622,41.1789,42.158,1.83439,-2.84217e-14
52,1981-11-22,00:00:00.00,0.00117676,0.0346532,0.45713,0,0.0735653,0,7.54993,-1.13084e-19,28.1078,-0.00146364,-0.00332297,0.0454121,0.00644842,4.39064,0,0,7.11675e-05,-0.0022324,0.557186,41.1811,42.1938,1.86804,-1.42109e-14
53,1981-11-23,00:00:00.00,0.00538157,0.0452541,0.446562,0,0.0712942,0,7.65629,9.64753e-21,28.0157,-0.00655862,-0.00333366,0.0459177,0.00392784,4.43678,0,0,5.77862e-05,-0.0022324,0.548814,41.2132,42.2444,1.88658,-2.13163e-14
54,1981-11-24,00:00:00.00,0.031561,0.0501024,0.442956,0,0.0746249,0,7.78512,3.27491e-19,28.2411,-0.000797899,-0.00278045,0.0464327,0.0314742,4.08311,0,0,4.69209e-05,-0.0022324,0.583211,41.2823,42.3261,1.89921,-3.55271e-14
55,1981-11-25,00:00:00.00,0.0167448,0.390832,0.441726,0,0.0715192,0,7.89144,3.74685e-21,28.1611,-0.00611428,-0.00286256,0.0464708,0.000295185,4.50371,0,0,3.80985e-05,-0.0022324,0.574265,41.6794,42.7337,1.90969,2.84217e-14
56,1981-11-26,00:00:00.00,0.00060654,0.530903,0.439196,0,0.0701486,0,7.98275,1.56177e-37,28.0791,-0.00925065,-0.00301051,0.0463639,0,5.03417,0,0,3.0935e-05,-0.0022324,0.566315,42.2036,43.2652,1.91699,-4.26326e-14
57,1981-11-27,00:00:00.00,0,0.310999,0.437081,0,0.0693386,0,8.0617,4.26992e-54,28.0075,-0.0109149,-0.0030135,0.0462822,0,5.34384,0,0,2.51184e-05,-0.0022324,0.560253,42.5098,43.5762,1.9217,-4.26326e-14
58,1981-11-28,00:00:00.00,0,0.0320501,0.435661,0,0.0689467,0,8.1209,-2.74463e-70,27.9535,-0.0117994,-0.00301491,0.0462512,0,5.37543,0,0,2.03955e-05,-0.0022324,0.555442,42.5391,43.6082,1.92452,-5.68434e-14
59,1981-11-29,00:00:00.00,0,0.0807097,0.434826,0,0.0687388,0,8.17207,-1.49372e-88,27.9069,-0.0122707,-0.00301567,0.0462554,0,5.4555,0,0,1.65606e-05,-0.0022324,0.551398,42.6182,43.689,1.92615,-2.84217e-14
60,1981-11-30,00:00:00.00,0,0.0174799,0.434361,0,0.0686281,0,8.23528,4.15738e-119,27.8488,-0.0125231,-0.00301606,0.0461471,0,5.47273,0,0,1.34468e-05,-0.0022324,0.546535,42.6347,43.7064,1.92708,-7.10543e-15
61,1981-12-01,00:00:00.00,1.39185e-06,0.00345036,0.43411,0,0.0685689,0,8.30778,2.6032e-135,27.7818,-0.0126596,-0.00301627,0.0460309,2.67108e-06,5.47584,0,0,1.09185e-05,-0.0022324,0.541417,42.6376,43.7099,1.92764,7.10543e-15
62,1981-12-02,00:00:00.00,0,0.106944,0.433978,0,0.0685372,0,8.39284,8.30043e-152,27.7038,-0.0127345,-0.00301638,0.0459689,0,5.58177,0,0,8.86551e-06,-0.0022324,0.535325,42.7442,43.8168,1.92799,1.42109e-14
63,1981-12-03,00:00:00.00,2.86617e-05,0.623601,0.433908,0,0.0685213,0,8.47219,4.41936e-168,27.6364,-0.0127766,-0.00301644,0.0470346,1.50531e-05,6.19723,0,0,7.19856e-06,-0.0022324,0.530306,43.3676,44.4405,1.92822,-9.23706e-14
64,1981-12-04,00:00:00.00,0.0605141,0.427006,0.433883,0,0.0685753,0,8.5819,-2.53705e-20,27.6685,-0.0126628,-0.00301647,0.0502179,0.00508304,6.53083,0,0,5.84505e-06,-0.0022324,0.533812,43.8549,44.928,1.92845,-3.55271e-14
65,1981-12-05,00:00:00.00,0,0.0298341,0.433874,0,0.068542,0,8.66191,2.86623e-37,27.5952,-0.0127416,-0.00301649,0.0503221,0,6.56408,0,0,4.74603e-06,-0.0022324,0.528508,43.8845,44.9578,1.92868,3.55271e-14
66,1981-12-06,00:00:00.00,1.16634e-05,0.00349638,0.433858,0,0.0685237,0,8.7441,-1.16493e-53,27.519,-0.0127856,-0.0030165,0.0502199,1.39222e-06,6.56695,0,0,3.85365e-06,-0.0022324,0.523194,43.8878,44.9613,1.92887,2.84217e-14
67,1981-12-07,00:00:00.00,0.0286712,0.1268,0.434487,0,0.0714803,0,8.8546,6.37892e-19,27.5186,-0.00807419,-0.00292084,0.053241,0.0196494,6.54059,0,0,3.12906e-06,-0.0022324,0.56134,44.0408,45.1168,1.93136,1.42109e-14
68,1981-12-08,00:00:00.00,2.98284,0.523034,0.456001,0,0.159101,0,9.01968,6.36162e-18,32.1773,0.0759369,0.00881657,0.0582624,0.0874954,4.67717,0,0,2.54072e-06,-0.0022324,0.756945,47.4745,48.6227,2.00353,-4.26326e-14
69,1981-12-09,00:00:00.00,0.00282954,0.284419,0.466932,0,0.0934823,0,9.14203,-2.31942e-22,32.0815,0.0263947,0.00842046,0.0595931,0,5.04047,0,0,2.063e-06,-0.0022324,0.740434,47.657,48.9099,2.10829,-3.55271e-14
70,1981-12-10,00:00:00.00,1.36489e-08,0.0272826,0.456311,0,0.0838251,0,9.24233,-2.6304e-39,31.9943,0.00799789,-0.00380808,0.060069,0,5.06489,0,0,1.6751e-06,-0.0022324,0.729505,47.6332,48.9372,2.15933,0
71,1981-12-11,00:00:00.00,3.28247e-05,0.0536187,0.451366,0,0.0736817,0,9.33576,-8.30306e-62,31.9105,-0.001749,-0.00440144,0.0600139,1.39097e-06,5.1172,0,0,1.36014e-06,-0.0022324,0.721189,47.6613,48.9909,2.18489,-2.13163e-14
72,1981-12-12,00:00:00.00,0.0630072,0.179732,0.450926,0,0.088752,0,9.50283,3.42574e-19,32.266,0.0160387,0.00539193,0.0657398,0.104834,4.61636,0,0,1.1044e-06,-0.0022324,0.763442,47.8781,49.2336,2.21087,-2.84217e-14
73,1981-12-13,00:00:00.00,0.0025357,0.0709819,0.45053,0,0.0752987,0,9.60912,5.33645e-35,32.1747,0.00251294,0.00538233,0.0660594,0,4.78843,0,0,8.96742e-07,-0.0022324,0.754266,47.924,49.3071,2.23842,-4.9738e-14
74,1981-12-14,00:00:00.00,0,0.154209,0.44731,0,0.0767546,0,9.6743,-9.9138e-52,32.1155,-0.00466157,-0.00391605,0.0660233,0,4.94195,0,0,7.28131e-07,-0.0022324,0.748833,48.0599,49.4613,2.2568,-2.13163e-14
75,1981-12-15,00:00:00.00,0,0.0294172,0.445206,0,0.0704192,0,9.69916,-1.02007e-68,32.0933,-0.00846488,-0.00391621,0.0659032,0,4.97111,0,0,5.91224e-07,-0.0022324,0.746451,48.0769,49.4907,2.26919,-7.10543e-14
76,1981-12-16,00:00:00.00,0,3.38298,0.439888,0,0.0695264,0,9.72936,8.83243e-85,32.0728,-0.0104828,-0.00391621,0.0662481,0,8.34599,0,0,4.80058e-07,-0.0022324,0.744314,51.4515,52.8737,2.27756,7.10543e-15
77,1981-12-17,00:00:00.00,0,0.169209,0.436531,0,0.0690534,0,9.75047,4.90334e-101,32.0555,-0.0115551,-0.00391621,0.0665845,0,8.51253,0,0,3.89795e-07,-0.0022324,0.742687,51.6157,53.0429,2.2826,-7.10543e-15
78,1981-12-18,00:00:00.00,0,0.134687,0.434918,0,0.0688026,0,9.77799,2.53624e-117,32.0321,-0.0121266,-0.00391621,0.0668119,0,8.64539,0,0,3.16503e-07,-0.0022324,0.740059,51.7478,53.1776,2.28518,3.55271e-14
79,1981-12-19,00:00:00.00,0,0.051957,0.434292,0,0.0686691,0,9.81584,1.47144e-133,31.9971,-0.0124326,-0.00391621,0.0667056,0,8.69706,0,0,2.56993e-07,-0.0022324,0.737411,51.7985,53.2296,2.28638,1.42109e-14
80,1981-12-20,00:00:00.00,0,0.0317131,0.434065,0,0.0685979,0,9.84007,8.11316e-150,31.9763,-0.012598,-0.00391621,0.0665729,0,8.7285,0,0,2.08671e-07,-0.0022324,0.73432,51.8297,53.2613,2.28698,4.9738e-14
81,1981-12-21,00:00:00.00,0.0130261,0.121116,0.434337,0,0.0689823,0,9.91913,1.54346e-20,31.925,-0.0125971,-0.00236422,0.0679269,0.00870144,8.82765,0,0,1.69436e-07,-0.0022324,0.728799,51.9634,53.3954,2.2874,2.13163e-14
82,1981-12-22,00:00:00.00,0.0570184,0.049912,0.434842,0,0.0694362,0,10.0318,-1.89472e-20,32.0825,-0.0107186,-0.00236422,0.0688996,0.0345664,8.63186,0,0,1.37577e-07,-0.0022324,0.730756,52.0693,53.5024,2.28842,0
83,1981-12-23,00:00:00.00,0,0.031365,0.434831,0,0.0690041,0,10.092,3.12744e-38,32.0273,-0.0116952,-0.00236422,0.0688363,0,8.69719,0,0,1.11709e-07,-0.0022324,0.726176,52.0991,53.5337,2.28998,4.9738e-14
84,1981-12-24,00:00:00.00,0,0.101302,0.434475,0,0.0687755,0,10.1495,1.36406e-54,31.9765,-0.0122152,-0.00236422,0.06919,0,8.79541,0,0,9.0705e-08,-0.0022324,0.722169,52.1992,53.635,2.29122,-1.42109e-14
85,1981-12-25,00:00:00.00,0,0.0881567,0.434197,0,0.0686539,0,10.2038,1.06697e-70,31.9263,-0.0124934,-0.00236422,0.0691502,0,8.88267,0,0,7.36501e-08,-0.0022324,0.718839,52.2865,53.7232,2.29204,-7.10543e-15
86,1981-12-26,00:00:00.00,0,0.790841,0.434043,0,0.0685897,0,10.2617,3.4391e-87,31.8764,-0.0126434,-0.00236422,0.0695088,0,9.66873,0,0,5.9802e-08,-0.0022324,0.715073,53.0768,54.514,2.29254,-7.10543e-15
87,1981-12-27,00:00:00.00,0,1.01417,0.433964,0,0.0685552,0,10.3236,-2.86363e-103,31.8211,-0.0127254,-0.00236422,0.0694804,0,10.6799,0,0,4.85577e-08,-0.0022324,0.711445,54.0907,55.5282,2.29287,-2.13163e-14
88,1981-12-28,00:00:00.00,0,0.214619,0.433921,0,0.0685364,0,10.3817,7.29332e-280,31.7683,-0.0127714,-0.00236422,0.0693917,0,10.8929,0,0,3.94276e-08,-0.0022324,0.707699,54.305,55.7428,2.29312,-5.68434e-14
89,1981-12-29,00:00:00.00,0,2.59762,0.433902,0,0.068533,0,10.4195,4.04611e-296,31.7449,-0.0127982,-0.00236422,0.0720867,0,13.4747,0,0,3.20142e-08,-0.0022324,0.706242,56.9025,58.3404,2.29331,-3.55271e-14
90,1981-12-30,00:00:00.00,0,0.476916,0.433898,0,0.0685273,0,10.4214,2.24509e-312,31.7449,-0.0128147,-0.00236422,0.0720748,0,13.9497,0,0,2.59947e-08,-0.0022324,0.706242,57.3792,58.8173,2.29348,-2.84217e-14
91,1981-12-31,00:00:00.00,0,0.0158025,0.433895,0,0.0685239,0,10.4216,0,31.7449,-0.0128258,-0.00236422,0.0719831,0,13.9652,0,0,2.1107e-08,-0.0022324,0.706242,57.3949,58.8331,2.29365,-2.13163e-14
92,1982-01-01,00:00:00.00,0,0.0846287,0.433893,0,0.068522,0,10.4227,0,31.7449,-0.0128337,-0.00236422,0.0719831,0,14.0485,0,0,1.71383e-08,-0.0022324,0.706242,57.4793,58.9178,2.2938,0
93,1982-01-02,00:00:00.00,0,0.169597,0.433892,0,0.0685215,0,10.4254,0,31.7449,-0.01284,-0.00236422,0.0724391,0,14.2148,0,0,1.39159e-08,-0.0022324,0.706241,57.6488,59.0874,2.29395,7.10543e-15
94,1982-01-03,00:00:00.00,0,1.79793,0.433891,0,0.068521,0,10.4302,0,31.7449,-0.0128454,-0.00236422,0.0727449,0,16.0075,0,0,1.12993e-08,-0.0022324,0.706241,59.4465,60.8853,2.2941,-4.26326e-14
95,1982-01-04,00:00:00.00,0,0.0956246,0.433891,0,0.0685202,0,10.4312,0,31.7448,-0.0128501,-0.00236422,0.0727417,0,16.1021,0,0,9.17477e-09,-0.0022324,0.706241,59.542,60.9809,2.29425,-2.84217e-14
96,1982-01-05,00:00:00.00,0,0.255749,0.433891,0,0.0685218,0,10.4382,0,31.7448,-0.0128544,-0.00236422,0.0740063,0,16.3494,0,0,7.44968e-09,-0.0022324,0.70624,59.7976,61.2367,2.2944,-4.9738e-14
97,1982-01-06,00:00:00.00,0,2.62025,0.433898,0,0.068527,0,10.4538,0,31.7448,-0.0128585,-0.00236422,0.0777993,0,18.9501,0,0,6.04895e-09,-0.0022324,0.70624,62.4177,63.8569,2.29455,-2.84217e-14
98,1982-01-07,00:00:00.00,0,0.393561,0.433908,0,0.0685279,0,10.4592,0,31.7448,-0.0128623,-0.00236422,0.0788441,0,19.337,0,0,4.91159e-09,-0.0022324,0.70624,62.8111,64.2505,2.2947,-7.10543e-15
99,1982-01-08,00:00:00.00,0,0.0089179,0.433915,0,0.068527,0,10.4593,0,31.7448,-0.012866,-0.00236422,0.0787,0,19.3458,0,0,3.98808e-09,-0.0022324,0.70624,62.8199,64.2594,2.29486,-4.9738e-14
100,1982-01-09,00:00:00.00,0,0.300282,0.433917,0,0.0685265,0,10.4741,0,31.7326,-0.0128695,-0.00236422,0.0787923,0,19.6442,0,0,3.23822e-09,-0.0022324,0.705355,63.12,64.5597,2.29502,-6.39488e-14
101,1982-01-10,00:00:00.00,0,1.73707,0.433918,0,0.0685262,0,10.4836,0,31.7288,-0.0128728,-0.00236422,0.0790402,0,21.3753,0,0,2.62935e-09,-0.0022324,0.705146,64.8569,66.2968,2.29518,-9.9476e-14
