,HRUGroup:,HBVEC,HYPR,StMary,Milk,Glaciers,Babb,Havre,Malta,RockyBoy,FlatTop,ManyGlacier,band600,band800,band1000,band1200,band1400,band1600,band1800,band2000,band2200,band2400,band2600,DisableHRUs,
time,month,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
1400,1985-07,0,17.9817,175.286,4.09199,0,3.19433e-05,0,0,0,0,0,2.98951,11.0041,57.9987,9.49754,0,0,0,0,0,0,0,0,
1431,1985-08,0,18.0171,175.695,4.09527,0,0.329733,0,0.17802,0,0,0,3.14667,11.0075,58.0769,9.35617,0,0,0,0,0,0,0,0,
1461,1985-09,0,19.9532,189.524,4.9164,0,0.836374,0.26869,0.602613,0,0,0,3.50949,12.542,62.3763,11.6435,0,0,0,0,0,0,0,0,
1492,1985-10,0,21.492,195.9,5.9174,0,1.30419,0.496774,0.539749,0,0,0,3.77388,14.0869,64.4745,13.8578,0,0,0,0,0,0,0,0,
1522,1985-11,0,21.5678,195.711,6.00469,0,0.640267,0.280013,0.291772,0,0,0,3.64286,14.2741,64.3301,14.0336,0,0,0,0,0,0,0,0,
1553,1985-12,0,21.5203,195.418,5.98102,0,0.373439,0.224102,0.0401948,0,0,0,3.57437,14.2538,64.2481,13.9562,0,0,0,0,0,0,0,0,
1584,1986-01,0,21.5706,195.348,6.03472,0,0.674507,0.329428,0.032373,0,0,0,3.59777,14.3111,64.2868,14.0056,0,0,0,0,0,0,0,0,
1612,1986-02,0,21.6644,195.361,6.12406,0,0.756432,0.468386,0.232824,0,0,0,3.67282,14.422,64.3611,13.9955,0,0,0,0,0,0,0,0,
1643,1986-03,0,23.168,196.745,7.46778,0,1.04538,0.579232,0.836187,0,0,0,4.35526,16.1955,66.0038,14.2129,0,0,0,0,0,0,0,0,
1673,1986-04,0,23.6973,197.847,7.8943,0,0.640839,0.171916,0.363627,0,0,0,4.31814,16.8287,66.1736,15.6372,0,0,0,0,0,0,0,0,
1704,1986-05,0,25.4208,198.743,9.48663,0,0.696311,0.377229,0.361248,0,0,0,4.9236,19.072,67.33,16.2757,0,0,0,0,0,0,0,0,
1734,1986-06,0,25.8854,195.613,10.1703,0,0.0163856,0.0985575,0.0570203,0,0,0,4.755,20.0675,66.7864,16.2479,0,0,0,0,0,0,0,0,
1765,1986-07,0,24.319,191.189,8.99551,0,0,0,0.0473548,0,0,0,4.47311,18.1976,64.8169,15.6674,0,0,0,0,0,0,0,0,
1796,1986-08,0,21.5823,185.414,6.79561,0,0,0,0,0,0,0,3.92759,14.8854,61.4098,15.0096,0,0,0,0,0,0,0,0,
1826,1986-09,0,21.6937,188.267,6.68764,0,1.05942,0.328663,0.817841,0,0,0,4.22858,14.8596,61.512,15.5208,0,0,0,0,0,0,0,0,
1857,1986-10,0,25.0278,197.222,9.22292,0,0.799919,0.30368,0.652763,0,0,0,4.99273,18.9391,64.9441,17.1544,0,0,0,0,0,0,0,0,
1887,1986-11,0,25.8597,199.062,9.88535,0,0.697085,0.727227,1.12053,0,0,0,5.38973,19.8561,65.9985,17.3792,0,0,0,0,0,0,0,0,
1918,1986-12,0,25.8797,199.372,9.88117,0,1.03481,0.669081,0.464484,0,0,0,5.24808,19.9516,65.9734,17.3433,0,0,0,0,0,0,0,0,
1949,1987-01,0,26.1625,200.212,10.0901,0,1.16269,0.488586,1.1204,0,0,0,5.34267,20.286,66.3271,17.3723,0,0,0,0,0,0,0,0,
1977,1987-02,0,26.1657,199.873,10.1188,0,0.7647,0.258776,0.637315,0,0,0,5.11651,20.4111,66.2565,17.2379,0,0,0,0,0,0,0,0,
2008,1987-03,0,27.095,200.473,10.9685,0,0.786943,0.384158,0.621071,0,0,0,5.26808,21.7042,66.8133,17.5594,0,0,0,0,0,0,0,0,
2038,1987-04,0,27.6355,201.135,11.4392,0,0.559471,0.142301,0.302739,0,0,0,5.13783,22.4587,67.0933,18.316,0,0,0,0,0,0,0,0,
2069,1987-05,0,26.6908,197.387,10.8121,0,0.108091,0,0.259751,0,0,0,4.9139,21.4281,65.359,18.4786,0,0,0,0,0,0,0,0,
2099,1987-06,0,24.9771,195.75,9.28519,0,0.0424684,0,0.0431396,0,0,0,4.55348,19.1727,63.8674,18.0956,0,0,0,0,0,0,0,0,
2130,1987-07,0,23.6993,197.29,7.93831,0,0.257484,0,0.0560641,0,0,0,4.29024,17.3644,62.9315,18.2985,0,0,0,0,0,0,0,0,
2161,1987-08,0,23.4458,200.121,7.48055,0,0.330774,0.00561358,0.152293,0,0,0,4.24464,16.7839,63.1605,19.0024,0,0,0,0,0,0,0,0,
2191,1987-09,0,23.1774,200.122,7.22198,0,0.0212904,0,0.128751,0,0,0,4.07114,16.4245,62.943,19.2222,0,0,0,0,0,0,0,0,
2222,1987-10,0,22.7502,198.486,6.93403,0,0,0,0.00527827,0,0,0,3.94012,15.9989,62.1976,19.0254,0,0,0,0,0,0,0,0,
2252,1987-11,0,22.5127,197.583,6.77346,0,0,0,0.168987,0,0,0,3.91694,15.7333,61.7958,18.9685,0,0,0,0,0,0,0,0,
2283,1987-12,0,22.4688,198.054,6.6956,0,0.0461747,0,0.045077,0,0,0,3.88924,15.6351,61.8891,19.0196,0,0,0,0,0,0,0,0,
2314,1988-01,0,22.4405,197.885,6.68111,0,0.0705248,0.00222137,0.647788,0,0,0,3.9282,15.6012,61.8411,18.9323,0,0,0,0,0,0,0,0,
2343,1988-02,0,22.4932,198.564,6.68059,0,0.894336,0.00322979,0.790529,0,0,0,3.9509,15.6212,62.0088,19.0121,0,0,0,0,0,0,0,0,
2374,1988-03,0,22.6034,200.14,6.66779,0,0.855947,0,0.295361,0,0,0,3.94541,15.6319,62.6456,18.9692,0,0,0,0,0,0,0,0,
2404,1988-04,0,22.4275,200.745,6.45274,0,0.731979,0,0.111901,0,0,0,3.85914,15.2743,62.6266,19.6204,0,0,0,0,0,0,0,0,
2435,1988-05,0,21.7936,197.443,6.09144,0,0.269453,0.00425369,0.110189,0,0,0,3.82006,14.6047,61.3665,19.5117,0,0,0,0,0,0,0,0,
2465,1988-06,0,21.1351,193.575,5.74907,0,0.0117306,0,0.0383766,0,0,0,3.69908,14.0102,59.9997,19.0259,0,0,0,0,0,0,0,0,
2496,1988-07,0,20.7114,189.554,5.64446,0,0,0,0,0,0,0,3.68066,13.7601,58.7261,18.4474,0,0,0,0,0,0,0,0,
2527,1988-08,0,20.0342,185.705,5.28258,0,2.98811e-09,0,0.000483026,0,0,0,3.51513,13.1422,57.5114,17.7252,0,0,0,0,0,0,0,0,
2557,1988-09,0,19.7416,184.077,5.12371,0,0.031817,0,0.243299,0,0,0,3.46213,12.8466,57.1279,17.2944,0,0,0,0,0,0,0,0,
2588,1988-10,0,19.7467,184.626,5.08714,0,0.000313552,0,0.119902,0,0,0,3.41337,12.8066,57.4337,17.1501,0,0,0,0,0,0,0,0,
2618,1988-11,0,19.7523,185.037,5.06155,0,8.79276e-05,0,0.47661,0,0,0,3.44342,12.7507,57.6595,17.0866,0,0,0,0,0,0,0,0,
2649,1988-12,0,19.8864,186.563,5.07555,0,0.109398,0,0.905491,0,0,0,3.51305,12.7997,58.1082,17.2348,0,0,0,0,0,0,0,0,
2680,1989-01,0,19.9174,186.984,5.07367,0,0.108801,0.00098717,0.85485,0,0,0,3.51305,12.8146,58.2623,17.1887,0,0,0,0,0,0,0,0,
2708,1989-02,0,19.9809,187.233,5.11599,0,0.0628034,0.00139858,1.1743,0,0,0,3.60642,12.8542,58.369,17.2115,0,0,0,0,0,0,0,0,
2739,1989-03,0,19.9219,187.019,5.07526,0,0.00318099,0.00351193,0.449844,0,0,0,3.50555,12.8238,58.3169,17.0912,0,0,0,0,0,0,0,0,
2769,1989-04,0,21.3769,194.661,5.9,0,0.621468,0.314579,0.712314,0,0,0,4.21099,14.0923,61.0819,17.9335,0,0,0,0,0,0,0,0,
2800,1989-05,0,22.7853,200.774,6.79523,0,0.814505,0.19984,0.293634,0,0,0,4.31516,15.5247,63.1878,19.8071,0,0,0,0,0,0,0,0,
2830,1989-06,0,23.6758,203.158,7.47295,0,0.32895,0.0795065,0.099993,0,0,0,4.37811,16.5087,64.3446,20.8104,0,0,0,0,0,0,0,0,
2861,1989-07,0,23.1094,201.001,7.09018,0,0.0891861,0.0117802,0.0815882,0,0,0,4.1165,15.8607,63.5364,20.9633,0,0,0,0,0,0,0,0,
2892,1989-08,0,22.2198,198.158,6.44796,0,0.253707,0.03141,0.0744966,0,0,0,3.85821,14.9477,61.9877,20.6888,0,0,0,0,0,0,0,0,
2922,1989-09,0,22.7542,202.897,6.60503,0,0.685126,0.0262069,0.219936,0,0,0,3.92281,15.2665,63.6274,21.2386,0,0,0,0,0,0,0,0,
2953,1989-10,0,22.4932,202.017,6.42012,0,0.189459,0,0.390117,0,0,0,3.8873,14.9513,63.2582,21.2172,0,0,0,0,0,0,0,0,
2983,1989-11,0,22.7626,203.708,6.55191,0,0.987766,0.110742,1.31735,0,0,0,4.15054,15.0501,64.0684,21.4022,0,0,0,0,0,0,0,0,
3014,1989-12,0,22.9658,204.608,6.67968,0,1.39677,0.31976,1.05746,0,0,0,4.17256,15.2282,64.514,21.5774,0,0,0,0,0,0,0,0,
3045,1990-01,0,22.8845,204.439,6.61416,0,0.933496,0.305636,0.148879,0,0,0,4.01574,15.202,64.3906,21.4472,0,0,0,0,0,0,0,0,
3073,1990-02,0,22.8598,204.135,6.61329,0,0.860275,0.291345,0.64454,0,0,0,4.07012,15.1877,64.2616,21.3875,0,0,0,0,0,0,0,0,
3104,1990-03,0,23.0447,203.952,6.80527,0,0.208495,0.342931,0.436774,0,0,0,4.36215,15.4211,64.2057,21.3202,0,0,0,0,0,0,0,0,
3134,1990-04,0,23.9751,205.935,7.55164,0,1.00286,0.239,0.307857,0,0,0,4.26775,16.4354,65.8723,21.9666,0,0,0,0,0,0,0,0,
3165,1990-05,0,24.3556,206.524,7.87366,0,0.911744,0.0948434,0.203152,0,0,0,4.22877,16.6544,66.9624,22.7529,0,0,0,0,0,0,0,0,
3195,1990-06,0,24.5983,206.046,8.14348,0,0.274054,0.0192253,0.125363,0,0,0,4.2286,16.7179,68.2138,22.6524,0,0,0,0,0,0,0,0,
3226,1990-07,0,23.4487,201.655,7.36754,0,0.0956142,0,0.0298089,0,0,0,3.95705,15.4517,66.4869,22.2049,0,0,0,0,0,0,0,0,
3257,1990-08,0,22.699,198.945,6.85009,0,0.174231,0,0.0616863,0,0,0,3.84742,14.7496,64.9015,21.8091,0,0,0,0,0,0,0,0,
3287,1990-09,0,21.8915,194.941,6.37449,0,0.00602105,0,0.000285171,0,0,0,3.72633,14.0802,62.8993,21.3722,0,0,0,0,0,0,0,0,
3318,1990-10,0,21.527,193.431,6.13737,0,0.863762,0,0.196116,0,0,0,3.69413,13.7886,61.9158,21.2042,0,0,0,0,0,0,0,0,
3348,1990-11,0,21.4774,193.315,6.09839,0,1.10745,0,0.819353,0,0,0,3.80825,13.741,61.7043,21.1078,0,0,0,0,0,0,0,0,
3379,1990-12,0,21.4425,193.179,6.07499,0,1.48573,0,0.83211,0,0,0,3.78713,13.7357,61.5526,21.0915,0,0,0,0,0,0,0,0,
3410,1991-01,0,21.4367,193.328,6.05819,0,1.24603,0,0.789616,0,0,0,3.7695,13.7341,61.5434,21.0967,0,0,0,0,0,0,0,0,
3438,1991-02,0,21.6348,195.488,6.08598,0,1.0594,0.0124584,1.00309,0,0,0,3.82456,13.8881,62.0986,21.0922,0,0,0,0,0,0,0,0,
3469,1991-03,0,21.7347,195.724,6.16437,0,0.14613,0.015579,0.603469,0,0,0,3.9906,14.0404,62.0556,20.8881,0,0,0,0,0,0,0,0,
3499,1991-04,0,22.8417,203.176,6.66822,0,0.447357,0.039622,0.702658,0,0,0,4.26562,14.8955,64.9726,21.3244,0,0,0,0,0,0,0,0,
3530,1991-05,0,23.5162,205.674,7.12944,0,0.71913,0.189434,0.350336,0,0,0,4.33449,15.595,65.7056,22.6074,0,0,0,0,0,0,0,0,
3560,1991-06,0,24.3814,204.974,8.01539,0,0.337894,0.0780867,0.118142,0,0,0,4.34154,16.9627,65.9693,22.6158,0,0,0,0,0,0,0,0,
3591,1991-07,0,25.2755,204.669,8.89958,0,0.0367854,0.00718358,0.0391532,0,0,0,4.36229,18.2787,66.6347,22.497,0,0,0,0,0,0,0,0,
3622,1991-08,0,23.9377,199.906,7.97051,0,0.00373845,0,0.0122575,0,0,0,4.00005,16.8206,64.6386,21.9569,0,0,0,0,0,0,0,0,
3652,1991-09,0,22.5733,196.568,6.9084,0,0.0377213,0,0.155168,0,0,0,3.85313,15.1665,62.8145,21.5958,0,0,0,0,0,0,0,0,
