time,date,hour,precip [mm/day],sub113496 [m3/s],sub113500 [m3/s],sub113518 [m3/s],sub113637 [m3/s],sub113637 (observed) [m3/s],sub113827 [m3/s],sub113827 (observed) [m3/s],sub113850 [m3/s],sub113850 (observed) [m3/s],sub113884 [m3/s],sub113884 (observed) [m3/s],sub113981 [m3/s],sub113991 [m3/s],sub113991 (observed) [m3/s],sub114036 [m3/s],sub114036 (observed) [m3/s],sub114115 [m3/s],sub114115 (observed) [m3/s],sub114119 [m3/s],sub114119 (observed) [m3/s],sub114215 [m3/s],sub114261 [m3/s],sub114261 (observed) [m3/s],sub114285 [m3/s],sub114285 (observed) [m3/s],sub114383 [m3/s],sub114428 [m3/s],sub114428 (observed) [m3/s]
0,1981-10-01,00:00:00.00,---,0.127389,1.12613,1.92833,6.17478,,6.97578,,2.87837,,5.37605,,0.39817,0.556377,,10.3043,,1.67079,,0.233981,,2.33137,3.35882,,3.64055,,0.519036,9.11183,
1,1981-10-02,00:00:00.00,0.0329675,0.0660231,0.642987,1.21917,5.00914,,6.08834,,2.07309,0.0628633,4.33955,0,0.256312,0.406087,,9.03682,0.931623,1.19777,0.198218,0.11699,0.679603,1.39395,2.53609,0,2.87662,0,0.314872,8.23939,0
2,1981-10-03,00:00:00.00,0.00120115,0.00277368,0.102017,0.307245,2.76021,,4.18274,,0.824978,0.0628633,2.36272,0,0.101521,0.153491,,6.14016,1.34788,0.440958,0.240693,0,0.651286,0.262013,1.15322,0,1.52326,0,0.0553542,6.20382,0
3,1981-10-04,00:00:00.00,0.178194,0.00199693,0.0835891,0.105084,1.09261,,2.39819,,0.234593,0.0628633,0.937002,0,0.0442939,0.0255929,,3.32139,1.6537,0.0854553,0.246356,0,0.651286,0.0353463,0.362507,0,0.605717,0,5.38641e-06,4.069,0
4,1981-10-05,00:00:00.00,0.378544,0.00284027,0.118751,0.110254,0.31041,,1.17195,,0.0508731,0.0628633,0.279148,0,1.58608e-05,8.67039e-16,,1.49038,2.01332,0.00712783,0.243524,0,0.679603,0.00160145,0.075428,0,0.165115,0,1.60597e-05,2.42027,0
5,1981-10-06,00:00:00.00,0.438819,0.016159,0.112213,0.113062,0.0656999,,0.483635,,0.00992035,0.0628633,0.0626853,0,7.90492e-05,9.57829e-14,,0.566741,2.33614,0.000262063,0.243524,0,0.679603,2.91071e-13,0.0117917,0,0.0290959,0,3.07802e-05,1.30754,0
6,1981-10-07,00:00:00.00,0.0819601,0.0159505,0.0976655,0.101713,0.0106051,,0.164021,,0.00478413,0.0631465,0.0105781,0,0.000140146,4.30044e-13,,0.181662,2.56267,2.04144e-06,0.246356,0,0.679603,6.35999e-13,0.0055297,0,0.00289425,0,5.14107e-05,0.624656,0
7,1981-10-08,00:00:00.00,0.00747939,0.0302008,0.124832,0.117925,0.0012629,,0.0447379,,0.00347034,0.0631465,0.00136237,0,0.000262386,7.51705e-13,,0.0482615,2.57966,0,0.263346,0,0.679603,6.96579e-13,0.0076693,0,0.000118634,0,4.85369e-05,0.259164,0
8,1981-10-09,00:00:00.00,0.522986,0.0319343,0.201365,0.180116,0.000130985,,0.00987791,,0.00192512,0.0631465,0.000137976,0,0.000287943,8.3818e-13,,0.0226693,2.59665,0,0.283168,0,0.679603,6.77421e-13,0.0085282,0,3.40091e-13,0,2.83587e-05,0.0940485,0
9,1981-10-10,00:00:00.00,0.75811,0.0055384,0.218993,0.212229,9.7724e-05,,0.0251347,,0.00161343,0.0631465,0.000461222,0,0.000162904,9.66472e-13,,0.035886,2.60798,0,0.311485,0,0.651286,7.33219e-13,0.00655157,0,4.0045e-13,0,2.21578e-05,0.0320925,0
10,1981-10-11,00:00:00.00,0.197406,0.00472744,0.179779,0.18978,0.000179768,,0.0637316,,0.00231022,0.0631465,0.000928718,0,0.0001189,1.74216e-12,,0.0427702,2.68726,0,0.311485,0,0.679603,8.01942e-13,0.00391677,0,4.98411e-13,0,2.54524e-05,0.0129613,0
11,1981-10-12,00:00:00.00,0.949277,0.0037384,0.145131,0.155477,0.000232242,,0.0721727,,0.00414599,0.0631465,0.000817518,0,0.000128007,1.20984e-11,,0.070498,2.82318,0,0.368118,0,0.70792,8.46926e-13,0.00224793,0,6.84847e-13,0,8.03652e-05,0.00768399,0
12,1981-10-13,00:00:00.00,5.72862,0.00340924,0.119944,0.129428,0.00667988,,0.142126,,0.0483301,0.0843841,0.00138494,0,0.000301004,1.57476e-09,,0.673692,2.91946,0,0.396435,0,0.736237,1.34558e-11,0.00356907,0,1.27289e-11,0,0.00370907,0.0113079,0
13,1981-10-14,00:00:00.00,15.6124,0.0031889,0.100642,0.110681,0.0207888,,0.92941,,0.28347,0.0843841,0.0242574,0.00254851,0.0112145,3.76247e-08,,1.44161,2.92796,0,0.396435,0,0.70792,3.33831e-08,0.0253668,0,1.8347e-09,0,0.00965858,0.156367,0
14,1981-10-15,00:00:00.00,0.309584,0.00299408,0.0845096,0.0945002,0.0261953,,1.69509,,0.320162,0.0843841,0.0415092,0,0.0495288,7.12506e-08,,1.41346,3.08653,0,0.481386,0,0.764554,7.04219e-08,0.0327926,0,3.72575e-09,0,0.00772019,0.44279,0
15,1981-10-16,00:00:00.00,0.0740204,0.00287774,0.0713147,0.0807671,0.0179219,,1.21609,,0.104065,0.0843841,0.0276136,0,0.0490924,4.1478e-07,,0.918669,2.94495,0,0.538019,0,0.736237,7.26247e-08,0.0159485,0,3.98745e-09,0,0.00299663,0.550105,0
16,1981-10-17,00:00:00.00,0.0261248,0.00266725,0.0597585,0.0685404,0.0085177,,0.44478,,0.0325408,0.0843841,0.0137305,0,0.0162133,2.37817e-06,,0.477814,2.76655,0,0.62297,0,0.70792,7.28946e-08,0.0221949,0,5.32876e-09,0,0.00362565,0.402934,0
17,1981-10-18,00:00:00.00,0.106136,0.00246108,0.0498663,0.0577458,0.00419449,,0.149963,,0.0166639,0.0843841,0.00655303,0,0.0159516,4.35709e-06,,0.233757,2.60515,0,0.736237,0,0.679603,7.38919e-08,0.0560029,0,7.42652e-09,0,0.00514187,0.241036,0
18,1981-10-19,00:00:00.00,0.0290308,0.00232749,0.0434032,0.0499069,0.00324232,,0.0708347,,0.00910725,0.105622,0.00320041,0,0.0242386,4.66871e-06,,0.121389,2.41542,0,0.764554,0,0.679603,7.17576e-08,0.089863,0,8.64346e-09,0,0.00470748,0.174014,0
19,1981-10-20,00:00:00.00,0.000659353,0.0021617,0.0386767,0.044226,0.00294064,,0.0391994,,0.0048347,0.398701,0.00161059,0,0.0246312,4.52899e-06,,0.0656589,2.1719,0,0.679603,0,0.679603,6.89672e-08,0.0920123,0,8.87197e-09,0,0.00264212,0.153276,0
20,1981-10-21,00:00:00.00,0.704724,0.0021004,0.0341562,0.0400137,0.00349586,,0.0213682,,0.00534348,0.368968,0.000846478,0,0.0148761,7.03296e-06,,0.0396883,2.07562,0,0.651286,0,0.70792,6.63568e-08,0.0674014,0,9.3337e-09,0,0.00638158,0.133188,0
21,1981-10-22,00:00:00.00,0.773561,0.00263033,0.0342223,0.0418812,0.00581031,,0.0119148,,0.0079132,0.19482,0.000467004,0,0.021472,1.07212e-05,,0.0262212,1.94536,0,0.594653,0,0.70792,6.38685e-08,0.0396847,0,9.91078e-09,0,0.0146674,0.104174,0
22,1981-10-23,00:00:00.00,0.0411612,0.00305389,0.0351268,0.0452987,0.00705277,,0.00691231,,0.00669902,0.109869,0.000262577,0.000283168,0.0739028,1.15882e-05,,0.0152598,1.86891,0,0.538019,0,0.70792,6.13306e-08,0.0217838,0,9.95602e-09,0,0.0114902,0.0725309,0
23,1981-10-24,00:00:00.00,0.0892823,0.00292569,0.0324494,0.0438761,0.00554551,,0.00397645,,0.00375927,0.0928791,0.00014622,0.00594653,0.0718529,1.11351e-05,,0.00886379,1.95669,0,0.594653,0,0.70792,5.88756e-08,0.0120882,0,9.79933e-09,0,0.00332375,0.0457261,0
24,1981-10-25,00:00:00.00,0.390553,0.00280417,0.0293121,0.0406695,0.00328751,,0.00225522,,0.00200306,0.075889,8.21461e-05,0.0257683,0.0202711,1.06893e-05,,0.00678251,2.08695,0,0.679603,0,0.736237,5.65188e-08,0.0066588,0,9.47504e-09,0,0.00132031,0.0268443,0
25,1981-10-26,00:00:00.00,0.335112,0.00276522,0.0270709,0.0379548,0.00175865,,0.00131504,,0.004518,0.0801365,4.78152e-05,0.0257683,0.0077225,1.02682e-05,,0.0199488,2.09261,0,0.679603,0,0.736237,5.42564e-08,0.00357049,0,9.10119e-09,0,0.000724386,0.0151007,0
26,1981-10-27,00:00:00.00,0.0899032,0.00613433,0.0277053,0.0375109,0.00212555,,0.000812789,,0.00639344,0.067394,2.94156e-05,0.0286,0.00414565,9.95902e-06,,0.0581955,2.06429,0,0.70792,0,0.679603,5.20845e-08,0.00196846,0,8.73414e-09,0,0.000440423,0.00830782,0
27,1981-10-28,00:00:00.00,0.104202,0.0597108,0.0753063,0.0719999,0.0242821,,0.00263014,,0.00396018,0.0546514,0.000116407,0.0286,0.00243152,1.06478e-05,,0.0819943,2.07562,0,0.736237,0,0.679603,6.77974e-08,0.00121016,0,8.74465e-09,0,0.00393436,0.00633351,0
28,1981-10-29,00:00:00.00,0.198985,0.0856428,0.143777,0.133191,0.0694193,,0.00608913,,0.00381195,0.075889,0.000250088,0.0314316,0.013129,1.22126e-05,,0.0699471,2.0473,0,0.736237,0,0.679603,8.43975e-08,0.000850304,0,9.00025e-09,0,0.0103461,0.00881256,0
29,1981-10-30,00:00:00.00,0.0491435,0.304795,0.331659,0.287992,0.0851069,,0.00662623,,0.00416891,0.075889,0.000279691,0.0288831,0.0564673,1.32873e-05,,0.0480113,1.70184,0,0.736237,0,0.651286,8.39971e-08,0.00070258,0,9.10211e-09,0,0.00891429,0.0128408,0
30,1981-10-31,00:00:00.00,1.38172,0.427608,0.488325,0.449483,0.0569655,,0.0469427,,0.0363984,0.0801365,0.000524641,0.0288831,0.0597602,1.42895e-05,,0.0291721,1.33089,0,0.679603,0,0.651286,2.58092e-07,0.000590648,0,1.13672e-08,0,0.00360108,0.0164473,0
31,1981-11-01,00:00:00.00,0.0194526,1.07226,0.943787,0.825096,0.0265451,,0.10813,,0.048908,0.0588989,0.000701446,0.0288831,0.0217959,1.51222e-05,,0.0168559,1.30257,0,0.651286,0,0.651286,4.55707e-07,0.000414407,0,1.33705e-08,0,0.00253163,0.0178637,0
32,1981-11-02,00:00:00.00,0.00374587,1.22988,1.2522,1.16487,0.0122026,,0.100092,,0.0270582,0.0546514,0.000487525,0.0345465,0.013836,1.50044e-05,,0.00926039,,0,,0,,4.69445e-07,0.0002414,,1.28937e-08,,0.0018737,0.0156828,
33,1981-11-03,00:00:00.00,0.000284649,1.06208,1.4018,1.3603,0.00641527,,0.0546329,,0.0556466,0.0588989,0.000276143,0.0345465,0.0111153,1.44556e-05,,0.00501289,,0,,0,,4.50684e-07,0.000133691,,1.2392e-08,,0.000945329,0.011351,
34,1981-11-04,00:00:00.00,8.7816e-05,0.804412,1.3978,1.40134,0.00343066,,0.0285035,,0.124404,0.0546514,0.000157517,0.0345465,0.00554587,1.38769e-05,,0.00268935,,0,,0,,4.32644e-07,7.31473e-05,,1.18982e-08,,0.000508147,0.00733163,
35,1981-11-05,00:00:00.00,0.000854344,0.281011,1.93092,2.10869,0.00181879,,0.0153048,,0.190921,0.0464396,9.21218e-05,0.0345465,0.00296005,1.33214e-05,,0.00143305,,0,,0,,4.15325e-07,3.91681e-05,,1.14209e-08,,0.000273898,0.00454276,
36,1981-11-06,00:00:00.00,0.016877,0.250715,1.75974,2.18698,0.000978177,,0.00834004,,0.191156,0.040493,5.66743e-05,0.0345465,0.0015744,1.27882e-05,,0.000763115,,0,,0,,3.98716e-07,2.09465e-05,,1.09629e-08,,0.000149234,0.00275851,
37,1981-11-07,00:00:00.00,0.000141104,0.291594,2.46557,3.21029,0.000536288,,0.00463994,,0.128131,0.040493,3.75224e-05,0.0348297,0.000837501,1.22763e-05,,0.00040911,,0,,0,,3.82775e-07,1.15558e-05,,1.05237e-08,,8.30482e-05,0.00163026,
38,1981-11-08,00:00:00.00,0.000103581,0.281459,2.42997,3.47715,0.000301713,,0.00267067,,0.0686285,0.0464396,2.70741e-05,0.031998,0.000447113,1.17849e-05,,0.000221161,,0,,0,,3.67456e-07,6.69107e-06,,1.01025e-08,,4.78374e-05,0.000932781,
39,1981-11-09,00:00:00.00,0.0223422,0.026692,0.382402,1.14872,0.000175881,,0.00161905,,0.0289632,0.040493,2.12524e-05,0.0291663,0.000240232,1.13156e-05,,0.000126467,,0,,0,,3.52747e-07,3.91472e-06,,9.69811e-09,,3.31854e-05,0.000518777,
40,1981-11-10,00:00:00.00,0.0266872,0.0154244,0.0667831,0.22037,0.000107913,,0.00105394,,0.00776954,0.040493,1.78928e-05,0.031998,0.000139133,1.08679e-05,,8.84464e-05,,0,,0,,3.38627e-07,2.19522e-06,,9.30989e-09,,3.18963e-05,0.000283513,
41,1981-11-11,00:00:00.00,0.00117087,0.0118156,0.042144,0.0630223,7.23139e-05,,0.000746949,,0.001299,0.0464396,1.59028e-05,0.031998,0.000116371,1.04363e-05,,7.32649e-05,,0,,0,,3.25072e-07,1.18172e-06,,8.93719e-09,,2.7947e-05,0.000154452,
42,1981-11-12,00:00:00.00,0.000141608,0.0117886,0.0369973,0.0431652,5.51417e-05,,0.000582536,,0.000317094,0.0549346,1.46345e-05,0.0291663,0.000100635,1.00194e-05,,5.80998e-05,,0,,0,,3.1206e-07,6.28913e-07,,8.57942e-09,,1.91017e-05,8.54463e-05,
43,1981-11-13,00:00:00.00,0.0010749,0.0588067,0.331745,0.256292,4.57734e-05,,0.000494549,,0.000215232,0.0676772,1.36838e-05,0.031998,6.12704e-05,9.61836e-06,,4.0579e-05,,0,,0,,2.99571e-07,3.35346e-07,,8.23598e-09,,1.32629e-05,4.85107e-05,
44,1981-11-14,00:00:00.00,0.103551,0.142275,0.641963,0.55414,8.7274e-05,,0.000436407,,0.000202365,0.0676772,1.29128e-05,0.031998,3.53201e-05,9.35121e-06,,6.33126e-05,,0,,0,,2.87583e-07,1.90068e-07,,7.9104e-09,,4.69039e-05,2.83012e-05,
45,1981-11-15,00:00:00.00,0.852766,0.215164,1.7055,1.41443,0.000416097,,0.0132639,,0.0113561,0.0761722,3.91533e-05,0.0348297,0.000129823,9.72667e-06,,0.000503567,,0,,0,,2.78531e-07,0.00072997,,1.22699e-08,,0.000306124,2.95308e-05,
46,1981-11-16,00:00:00.00,1.06072,0.205527,1.78906,1.74113,0.00144185,,0.03578,,0.023422,0.0761722,0.000111601,0.0348297,0.00109809,1.091e-05,,0.00165733,,0,,0,,3.67547e-07,0.00225863,,4.77295e-08,,0.000885798,0.00116157,
47,1981-11-17,00:00:00.00,0.0334963,0.165394,2.46198,2.28075,0.00279755,,0.0385154,,0.0194993,0.0676772,0.000180072,0.0348297,0.00398423,1.16492e-05,,0.00525781,,0,,0,,4.69429e-07,0.00247519,,7.80485e-08,,0.00126114,0.00377427,
48,1981-11-18,00:00:00.00,0.255581,0.188037,2.57971,2.53299,0.00373414,,0.0247661,,0.0148619,0.0761722,0.000192775,0.0348297,0.00669731,1.1641e-05,,0.00736756,,0,,0,,4.69548e-07,0.00155745,,7.64151e-08,,0.00124713,0.0057205,
49,1981-11-19,00:00:00.00,7.51523,0.104853,0.599497,1.13614,0.0170449,,0.115102,,0.137052,0.0761722,0.00153346,0.0266178,0.00649968,4.95195e-05,,0.194795,,0,,0,,1.96597e-06,0.0138297,,4.80654e-07,,0.00729408,0.023951,
50,1981-11-20,00:00:00.00,2.47823,0.0122057,0.108655,0.308096,0.0448045,,0.299725,,0.303591,0.0676772,0.0028435,0.0237861,0.0242055,0.0001081,,0.438635,,0,,0,,3.69135e-06,0.0180705,,8.8613e-07,,0.0171178,0.0724604,
51,1981-11-21,00:00:00.00,0.173567,0.010722,0.0676633,0.110311,0.0539474,,0.330131,,0.411234,0.042192,0.00231085,0.0237861,0.0877869,0.000128258,,0.433694,,0,,0,,3.83288e-06,0.00719783,,8.72221e-07,,0.0132741,0.129999,
52,1981-11-22,00:00:00.00,0.03583,0.0104089,0.0593573,0.0799433,0.0353424,,0.194119,,0.589116,0.0591821,0.0014568,0.0266178,0.0841694,0.000147983,,0.297397,,0,,0,,3.67985e-06,0.00358949,,8.41979e-07,,0.00418668,0.176933,
53,1981-11-23,00:00:00.00,0.0506357,0.0140523,0.059164,0.0759995,0.0154468,,0.0850122,,0.616529,0.0889148,0.000861118,0.0294495,0.0242308,0.000177769,,0.177055,,0,,0,,3.53256e-06,0.00190201,,8.09457e-07,,0.00257221,0.203678,
54,1981-11-24,00:00:00.00,0.0816635,0.0145146,0.0590956,0.0753288,0.00632524,,0.0421757,,0.370974,0.0931623,0.000492418,0.0294495,0.0129148,0.000185437,,0.109496,,0,,0,,3.39115e-06,0.00100738,,7.77169e-07,,0.00271444,0.197553,
55,1981-11-25,00:00:00.00,0.407577,0.0173293,0.0596334,0.0753826,0.00339136,,0.0229097,,0.164009,0.0804197,0.000283882,0.0266178,0.0124295,0.000181427,,0.0747713,,0,,0,,3.25541e-06,0.000533611,,7.46063e-07,,0.00333011,0.160002,
56,1981-11-26,00:00:00.00,0.53151,0.0172907,0.0590732,0.0748167,0.00222601,,0.0128244,,0.10709,0.0761722,0.000170815,0.0237861,0.0172753,0.000176204,,0.0548289,,0,,0,,3.1251e-06,0.000282712,,7.16199e-07,,0.00261986,0.110305,
57,1981-11-27,00:00:00.00,0.310999,0.0113024,0.0541605,0.0708526,0.00147363,,0.00745772,,0.0891844,0.0549346,0.000109971,0.0209544,0.0156648,0.000169667,,0.0397821,,0,,0,,3e-06,0.000149838,,6.8753e-07,,0.00121045,0.0671156,
58,1981-11-28,00:00:00.00,0.0320501,0.0111312,0.0508249,0.0669867,0.000954306,,0.00459252,,0.0630637,0.0506871,7.69622e-05,0.0181228,0.00667746,0.000162875,,0.027634,,0,,0,,2.87991e-06,7.94677e-05,,6.60008e-07,,0.000689321,0.0375988,
59,1981-11-29,00:00:00.00,0.0807097,0.0109104,0.0493716,0.0647972,0.000642557,,0.00305087,,0.0312786,0.042192,5.87319e-05,0.0181228,0.00357635,0.000156356,,0.0190996,,0,,0,,2.76463e-06,4.2197e-05,,6.33588e-07,,0.000411415,0.0201748,
60,1981-11-30,00:00:00.00,0.0174799,0.0107946,0.048339,0.0634215,0.000469137,,0.00220941,,0.0097483,0.033697,4.83582e-05,0.0209544,0.0019325,0.000150097,,0.0138927,,0,,0,,2.65396e-06,2.2455e-05,,6.08226e-07,,0.000262388,0.010666,
61,1981-12-01,00:00:00.00,0.00345175,0.0106965,0.0474152,0.0622517,0.000372139,,0.00173941,,0.00254508,0.0676772,4.21739e-05,0.0237861,0.00106042,0.000144088,,0.0109381,,0,,0,,2.54773e-06,1.1996e-05,,5.83878e-07,,0.000181687,0.00563384,
62,1981-12-02,00:00:00.00,0.106944,0.010646,0.0466213,0.0611782,0.00031582,,0.00146735,,0.00125252,0.0549346,3.82358e-05,0.0237861,0.000597112,0.000138321,,0.00927128,,0,,0,,2.44574e-06,6.453e-06,,5.60506e-07,,0.000137239,0.00298507,
63,1981-12-03,00:00:00.00,0.62363,0.0109545,0.0464937,0.060623,0.000281241,,0.00130127,,0.00100283,0.0889148,3.55138e-05,0.0266178,0.000350337,0.000132784,,0.00829147,,0,,0,,2.34784e-06,3.5136e-06,,5.38069e-07,,0.000112059,0.00158731,
64,1981-12-04,00:00:00.00,0.48752,0.0119406,0.0483762,0.0617643,0.000258517,,0.00119295,,0.00106428,0.0591821,3.34612e-05,0.026901,0.000221912,0.000130996,,0.00771038,,0,,0,,2.25386e-06,1.95313e-06,,5.1653e-07,,9.7567e-05,0.000847817,
65,1981-12-05,00:00:00.00,0.0298341,0.0126195,0.0504269,0.0635546,0.000242243,,0.00111841,,0.00110675,0.0634296,3.17876e-05,0.0240693,0.000154152,0.000130707,,0.00737162,,0,,0,,2.16364e-06,1.12306e-06,,4.95854e-07,,8.856e-05,0.000456047,
66,1981-12-06,00:00:00.00,0.00350804,0.0125687,0.0505714,0.0639791,0.000229375,,0.00106526,,0.0009369,0.0761722,3.03382e-05,0.0240693,0.000114882,0.000126901,,0.00711767,,0,,0,,2.07703e-06,6.79925e-07,,4.76005e-07,,8.20912e-05,0.000248309,
67,1981-12-07,00:00:00.00,0.155471,0.0279012,0.0610489,0.0714748,0.000218477,,0.00102418,,0.000814429,0.101657,2.90301e-05,0.026901,9.27544e-05,0.000121834,,0.00686254,,0,,0,,1.99388e-06,4.41845e-07,,4.56951e-07,,7.72568e-05,0.000138026,
68,1981-12-08,00:00:00.00,3.50587,0.134225,1.46755,1.10299,0.00814376,,0.179857,,0.0192981,0.0846672,0.00912183,0.0240693,8.15248e-05,0.000120879,,0.0345314,,0,,0,,3.3334e-05,0.0377827,,2.42735e-06,,0.00219038,0.0687436,
69,1981-12-09,00:00:00.00,0.287249,0.153282,1.73637,1.64084,0.0255224,,0.386994,,0.0879102,0.0761722,0.0164435,0.0212376,0.00608584,0.000125242,,0.0552275,,0,,0,,6.88283e-05,0.0898638,,4.32412e-06,,0.00575301,0.212419,
70,1981-12-10,00:00:00.00,0.0272826,0.0596464,3.44269,2.98971,0.0321768,,0.297173,,0.18171,0.0761722,0.0114018,0.0212376,0.0282714,0.000127155,,0.0429731,,0,,0,,7.14873e-05,0.109136,,4.16119e-06,,0.00474137,0.269327,
71,1981-12-11,00:00:00.00,0.0536515,0.212391,3.78784,3.66338,0.0219384,,0.127061,,0.272065,0.0804197,0.00638591,0.0240693,0.0286074,0.000123701,,0.0323142,,0,,0,,6.86313e-05,0.105057,,4.00161e-06,,0.00176714,0.194228,
72,1981-12-12,00:00:00.00,0.242739,0.206392,2.0607,2.52693,0.0103563,,0.0578698,,0.274577,0.0676772,0.00446344,0.0212376,0.00977853,0.000118754,,0.0223065,,0,,0,,6.96743e-05,0.0768846,,3.84973e-06,,0.000982318,0.105566,
73,1981-12-13,00:00:00.00,0.0735176,0.0258949,1.67832,1.8388,0.00469441,,0.032375,,0.153523,0.0591821,0.00380228,0.0184059,0.00521398,0.000114019,,0.0149499,,0,,0,,7.13859e-05,0.0443442,,3.70214e-06,,0.000569707,0.0622979,
74,1981-12-14,00:00:00.00,0.154209,0.0228878,2.82887,2.54406,0.00251348,,0.0188684,,0.0443687,0.033697,0.00283224,0.0184059,0.00281162,0.000109474,,0.0104729,,0,,0,,6.924e-05,0.0236496,,3.55457e-06,,0.000347684,0.0431543,
75,1981-12-15,00:00:00.00,0.0294172,0.0197794,3.00892,2.94319,0.00150896,,0.0107508,,0.00686197,0.0167069,0.00202803,0.0184059,0.00153352,0.000105097,,0.00797762,,0,,0,,6.64693e-05,0.0125239,,3.41267e-06,,0.000225936,0.0290849,
76,1981-12-16,00:00:00.00,3.38298,0.0197137,0.486808,1.1706,0.000971125,,0.0062661,,0.00119098,0.00821187,0.00150386,0.0155742,0.000839431,0.00010089,,0.00666034,,0,,0,,6.38086e-05,0.00663243,,3.27596e-06,,0.000159789,0.0180431,
77,1981-12-17,00:00:00.00,0.169209,0.0197063,0.0757523,0.264319,0.000677128,,0.00386179,,0.000728647,0.0124594,0.00117473,0.0155742,0.00047077,9.68516e-05,,0.00602591,,0,,0,,6.12544e-05,0.0035125,,3.14445e-06,,0.000123153,0.0107077,
78,1981-12-18,00:00:00.00,0.134687,0.019604,0.0724066,0.0983782,0.000514696,,0.00256677,,0.000612115,0.0167069,0.000976942,0.0186891,0.000274489,9.29747e-05,,0.00578064,,0,,0,,5.88024e-05,0.00186028,,3.01824e-06,,0.000102209,0.00622701,
79,1981-12-19,00:00:00.00,0.051957,0.019439,0.0713446,0.0841371,0.000422426,,0.00186008,,0.00054159,0.025202,0.000856788,0.0158574,0.000169536,8.92529e-05,,0.00573059,,0,,0,,5.64486e-05,0.000985309,,2.89722e-06,,8.96367e-05,0.00356874,
80,1981-12-20,00:00:00.00,0.0317131,0.0192419,0.0703646,0.0825864,0.000367564,,0.00146579,,0.000495668,0.042192,0.000779468,0.0186891,0.000112989,8.56802e-05,,0.00573614,,0,,0,,5.4189e-05,0.000521945,,2.78114e-06,,8.15575e-05,0.00204309,
81,1981-12-21,00:00:00.00,0.134142,0.01947,0.291897,0.244173,0.000332752,,0.00123774,,0.000463056,0.0634296,0.000725478,0.0215208,8.21146e-05,8.22504e-05,,0.00764802,,0,,0,,5.20198e-05,0.000276556,,2.66976e-06,,7.59145e-05,0.001197,
82,1981-12-22,00:00:00.00,0.10693,0.0199294,0.33737,0.330861,0.000308789,,0.00841494,,0.00533334,0.0506871,0.000749332,0.0186891,6.5061e-05,7.98304e-05,,0.0115402,,0,,0,,4.99375e-05,0.0001466,,2.56286e-06,,7.16162e-05,0.00073739,
83,1981-12-23,00:00:00.00,0.031365,0.0199832,0.122183,0.189895,0.000290792,,0.014449,,0.00837671,0.0379445,0.000769475,0.0158574,5.5255e-05,7.78288e-05,,0.0133497,,0,,0,,4.79385e-05,7.7773e-05,,2.46025e-06,,6.80824e-05,0.000488777,
84,1981-12-24,00:00:00.00,0.101302,0.0199251,0.0803955,0.108382,0.000276167,,0.010633,,0.00509264,0.025202,0.000703737,0.0158574,4.91296e-05,7.50349e-05,,0.0118253,,0,,0,,4.60195e-05,4.13191e-05,,2.36176e-06,,6.50039e-05,0.000353081,
85,1981-12-25,00:00:00.00,0.0881567,0.019876,0.0755746,0.0891873,0.000263531,,0.00639342,,0.00288096,0.0379445,0.000638411,0.0158574,4.50904e-05,7.20313e-05,,0.0092687,,0,,0,,4.41774e-05,2.20089e-05,,2.26722e-06,,6.22148e-05,0.000277452,
86,1981-12-26,00:00:00.00,0.790841,0.0198146,0.0730938,0.0848585,0.000252145,,0.00384845,,0.00170182,0.042192,0.00059318,0.0158574,4.2188e-05,6.91479e-05,,0.00730971,,0,,0,,4.2409e-05,1.17777e-05,,2.17646e-06,,5.96253e-05,0.000233787,
87,1981-12-27,00:00:00.00,1.01417,0.0197809,0.0717392,0.0829896,0.000241608,,0.00247269,,0.00107024,0.033697,0.000559015,0.0130257,3.9918e-05,6.63799e-05,,0.00612024,,0,,0,,4.07114e-05,6.35475e-06,,2.08934e-06,,5.7186e-05,0.000207191,
88,1981-12-28,00:00:00.00,0.214619,0.0197284,0.0707017,0.0816807,0.000231702,,0.00172471,,0.000728992,0.025202,0.00053112,0.0130257,3.80123e-05,6.37228e-05,,0.00542201,,0,,0,,3.90817e-05,3.47819e-06,,2.0057e-06,,5.48691e-05,0.00018977,
89,1981-12-29,00:00:00.00,2.59762,0.0198701,0.07115,0.0829033,0.000222303,,0.00131057,,0.000541786,0.0167069,0.000506937,0.010194,3.63277e-05,6.1172e-05,,0.00508948,,0,,0,,3.75173e-05,1.95033e-06,,1.92541e-06,,5.2658e-05,0.000177342,
90,1981-12-30,00:00:00.00,0.476916,0.0199457,0.072082,0.0851924,0.000213338,,0.00107483,,0.000436413,0.0124594,0.000485097,0.010194,3.47872e-05,5.87233e-05,,0.00516064,,0,,0,,3.60155e-05,1.13689e-06,,1.84834e-06,,5.05424e-05,0.000167684,
91,1981-12-31,00:00:00.00,0.0158025,0.0197804,0.0717678,0.0854144,0.000204764,,0.000934609,,0.000374627,0.00821187,0.000464859,0.010194,3.33489e-05,5.63726e-05,,0.00551358,,0,,0,,3.45738e-05,7.0195e-07,,1.77435e-06,,4.85151e-05,0.000159618,
92,1982-01-01,00:00:00.00,0.0846287,0.019664,0.0711932,0.0848923,0.000196549,,0.000845701,,0.000336162,0.00396435,0.000445817,0.010194,3.19898e-05,5.4116e-05,,0.00586427,,0,,0,,3.31898e-05,4.67621e-07,,1.70333e-06,,4.65708e-05,0.000152511,
