time,date,hour,precip [mm/day],sub113496 [m3/s],sub113500 [m3/s],sub113518 [m3/s],sub113637 [m3/s],sub113637 (observed) [m3/s],sub113827 [m3/s],sub113827 (observed) [m3/s],sub113850 [m3/s],sub113850 (observed) [m3/s],sub113884 [m3/s],sub113884 (observed) [m3/s],sub113981 [m3/s],sub113991 [m3/s],sub113991 (observed) [m3/s],sub114036 [m3/s],sub114036 (observed) [m3/s],sub114115 [m3/s],sub114115 (observed) [m3/s],sub114119 [m3/s],sub114119 (observed) [m3/s],sub114215 [m3/s],sub114261 [m3/s],sub114261 (observed) [m3/s],sub114285 [m3/s],sub114285 (observed) [m3/s],sub114383 [m3/s],sub114428 [m3/s],sub114428 (observed) [m3/s]
7277,2001-09-03,00:00:00.00,0.0189272,0.0422702,2.22557,2.22575,0.000789176,0,0.0267221,0,0.0090871,0,0.00550204,0,0.000115929,0.000280382,,0.0506605,0.240693,0.0384777,0,0.00314473,0.158574,0.000205847,0.000535206,0,0.000991012,0.00082671,0.000116615,0.0116828,0
7278,2001-09-04,00:00:00.00,0.0090153,0.0411839,2.16465,2.18109,0.000756128,0,0.0256437,0,0.00872252,0,0.00528168,0,0.00011121,0.0002677,,0.047075,0.215208,0.0356872,0,0.00289297,0.167069,0.000197607,0.000511377,0,0.000950234,0.00082671,0.000111924,0.0112224,0
7279,2001-09-05,00:00:00.00,0.00776232,0.0401034,2.10875,2.12536,0.000724491,0,0.0246125,0,0.00837287,0,0.00507019,0,0.000106728,0.000254306,,0.0437499,0.175564,0.033105,0,0.00277716,0.158574,0.000189697,0.000488907,0,0.000911447,0.00082671,0.000107414,0.0107596,0
7280,2001-09-06,00:00:00.00,0.129224,0.0401065,2.1126,2.11308,0.000699594,0,0.0236309,0,0.00805348,0,0.0048672,0,0.000102417,0.000242842,,0.0407076,0.195386,0.0307109,0,0.00255483,0.195386,0.000182104,0.000533989,0,0.000874468,0.00082671,0.000114474,0.0103417,0
7281,2001-09-07,00:00:00.00,4.245,0.0400705,2.10514,2.10837,0.00472744,0,0.108698,0,0.046243,0,0.00500907,0,0.000131824,0.000230896,,0.0967614,0.203881,0.0284963,0,0.00245256,0.203881,0.000174829,0.000858149,0,0.000839195,0.00082671,0.0014697,0.0132745,0
7282,2001-09-08,00:00:00.00,1.4109,0.0383083,2.00363,2.03363,0.0152056,0,0.235965,0,0.083648,0,0.00525914,0,0.00418425,0.000221075,,0.194763,0.232198,0.0264412,0,0.00225621,0.232198,0.000167852,0.00149323,0,0.000805452,0.00082671,0.00512822,0.0231937,0
7283,2001-09-09,00:00:00.00,1.9608,0.282899,1.97428,1.98928,0.0286959,0,0.212693,0,0.0598824,0,0.00523342,0,0.0227873,0.000211413,,0.235079,0.237861,0.0245411,0,0.00216589,0.237861,0.000161155,0.00292335,0,0.000773182,0.00082671,0.00988472,0.035154,0
7284,2001-09-10,00:00:00.00,0.500749,0.291701,1.83126,1.87701,0.0390263,0,0.120106,0,0.0315839,0,0.00517851,0,0.0469115,0.000203266,,0.209209,0.215208,0.0227763,0,0.00199249,0.215208,0.000154731,0.00523844,0,0.000742429,0.00082671,0.0123552,0.0448733,0
7285,2001-09-11,00:00:00.00,0.151465,0.523162,1.76483,1.79266,0.0361151,0,0.0781358,0,0.0216532,0,0.00503812,0,0.0674706,0.000193822,,0.156231,0.203881,0.0211451,0,0.00191274,0.203881,0.000148551,0.00761465,0,0.000713016,0.00082671,0.00805998,0.0574589,0
7286,2001-09-12,00:00:00.00,0.449872,0.530125,1.72831,1.74537,0.0220731,0,0.0533445,0,0.0145315,0,0.00473406,0,0.0505742,0.000185256,,0.107837,0.203881,0.0196289,0,0.0017596,0.203881,0.000142609,0.0102169,0,0.00068486,0.00082671,0.00266351,0.0789874,0
7287,2001-09-13,00:00:00.00,0.277747,0.050432,1.36979,1.47169,0.0102237,0,0.0367787,0,0.0104128,0,0.00435113,0,0.0158398,0.000176218,,0.0727964,0.203881,0.0182281,0,0.00168917,0.203881,0.000136904,0.0136296,0,0.000658067,0.00082671,0.00123304,0.111307,0
7288,2001-09-14,00:00:00.00,0.00823194,0.0270965,1.13468,1.21111,0.00472557,0,0.0271921,0,0.00812288,0,0.00397752,0,0.0069143,0.000168384,,0.0503987,0.203881,0.0169248,0,0.00155393,0.203881,0.000131426,0.018616,0,0.000632534,0.00082671,0.00068827,0.149107,0
7289,2001-09-15,00:00:00.00,0.284316,0.021646,1.11975,1.13318,0.00256688,0,0.0227885,0,0.00689203,0,0.00389542,0,0.0036944,0.000160209,,0.0368741,0.201049,0.0157211,0,0.00149173,0.201049,0.000126165,0.0226466,0,0.000607865,0.00082671,0.000399022,0.182558,0
7290,2001-09-16,00:00:00.00,0.266123,0.0219112,1.17539,1.16298,0.00156196,0,0.0215357,0,0.00630923,0,0.00421162,0,0.00198988,0.00015311,,0.0286217,0.201049,0.0146004,0,0.0013723,0.201049,0.000121115,0.0207581,0,0.000583834,0.00082671,0.000245432,0.203093,0
7291,2001-09-17,00:00:00.00,0.0196549,0.0217369,1.22057,1.2079,0.00102958,0,0.0201642,0,0.00583409,0,0.00444493,0,0.00109264,0.000145715,,0.0233208,0.198218,0.0135657,0,0.00131737,0.198218,0.000116267,0.0142057,0,0.000560537,0.00082671,0.000162128,0.201533,0
7292,2001-09-18,00:00:00.00,0.0100065,0.021452,1.26422,1.25147,0.000738546,0,0.0178691,0,0.00532085,0,0.00424896,0,0.000614323,0.000139275,,0.0197456,0.198218,0.0126014,0,0.0012119,0.198218,0.000111613,0.00815997,0,0.000538104,0.00082671,0.000115824,0.174129,0
7293,2001-09-19,00:00:00.00,0.0198915,0.0217057,1.30151,1.29034,0.000575815,0,0.0158194,0,0.00494429,0,0.00378333,0,0.000353207,0.000132581,,0.0172737,0.192554,0.0117115,0,0.00116339,0.192554,0.000107145,0.00451869,0,0.000516559,0.00082671,9.00958e-05,0.131106,0
7294,2001-09-20,00:00:00.00,0.0247665,0.0225103,1.32029,1.31424,0.000482053,0,0.0144047,0,0.00465973,0,0.00331362,0,0.000213801,0.000126738,,0.01551,0.195386,0.0108815,0,0.00107025,0.195386,0.000102856,0.00254533,0,0.000495876,0.00082671,7.53307e-05,0.0883834,0
7295,2001-09-21,00:00:00.00,1.93963,0.0225834,1.28592,1.29463,0.000461129,0,0.0172472,0,0.00485466,0,0.00308055,0,0.000138918,0.000120679,,0.100399,0.198218,0.0101158,0,0.00102741,0.198218,9.88894e-05,0.0164231,0,0.000476846,0.00082671,7.51582e-05,0.0770424,0
7296,2001-09-22,00:00:00.00,0.0466408,0.0214197,1.18882,1.21578,0.000511722,0,0.0229336,0,0.00492181,0,0.00306805,0.00821187,0.000124026,0.000115378,,0.23179,0.209544,0.00940098,0,0.000945156,0.209544,9.51137e-05,0.0407417,0,0.000459254,0.00082671,8.64069e-05,0.106689,0
7297,2001-09-23,00:00:00.00,0.0223834,0.0199867,1.08976,1.11894,0.000539507,0,0.0226398,0,0.00445474,0,0.003006,0.00821187,0.000202854,0.000109888,,0.258158,0.209544,0.00874186,0,0.000907322,0.209544,9.13384e-05,0.0551964,0,0.000441975,0.00082671,8.2614e-05,0.138404,0
7298,2001-09-24,00:00:00.00,0.0141601,0.0189836,1.02846,1.0476,0.000490495,0,0.0178894,0,0.00409273,0,0.00280388,0.00821187,0.000217905,0.000105073,,0.194913,0.209544,0.00812592,0,0.000834683,0.209544,8.76823e-05,0.0557273,0,0.000424869,0.00082671,6.72243e-05,0.151948,0
7299,2001-09-25,00:00:00.00,0.00944423,0.0194091,1.04344,1.04111,0.000415798,0,0.014416,0,0.00383161,0,0.00255172,0.00821187,0.000137265,0.000100096,,0.118247,0.209544,0.00755824,0,0.000801271,0.209544,8.41724e-05,0.0415374,0,0.000408039,0.00082671,5.812e-05,0.154051,0
7300,2001-09-26,00:00:00.00,0.010374,0.0218172,1.16211,1.1299,0.000358824,0,0.012349,0,0.0036267,0,0.00233477,0.00849504,9.36768e-05,9.57215e-05,,0.067082,0.203881,0.00702727,0,0.000737122,0.203881,8.0803e-05,0.0242903,0,0.000391728,0.00082671,5.23885e-05,0.142629,0
7301,2001-09-27,00:00:00.00,0.00438549,0.0252203,1.33742,1.28722,0.000321899,0,0.0110656,0,0.00345423,0,0.00217008,0.00566336,6.97123e-05,9.12099e-05,,0.0390708,0.198218,0.0065381,0,0.000707615,0.198218,7.75685e-05,0.0130912,0,0.000376045,0.00082671,4.84807e-05,0.115695,0
7302,2001-09-28,00:00:00.00,0.0120449,0.0263221,1.40663,1.38335,0.000296925,0,0.0102048,0,0.0033015,0,0.0020436,0.00566336,5.61722e-05,8.7234e-05,,0.0242577,0.215208,0.00608015,0,0.000650964,0.215208,7.44635e-05,0.00702122,0,0.000360988,0.00082671,4.5581e-05,0.0821524,0
7303,2001-09-29,00:00:00.00,0.0882535,0.0252523,1.35993,1.37051,0.000278504,0,0.00957504,0,0.00316985,0,0.00194052,0.00566336,4.82319e-05,8.31417e-05,,0.0169455,0.237861,0.00565843,0,0.000624906,0.237861,7.14828e-05,0.00381824,0,0.000346537,0.00082671,4.32473e-05,0.0526538,0
7304,2001-09-30,00:00:00.00,0.306439,0.024662,1.32121,1.33278,0.000360989,0,0.00907457,0,0.00304726,0,0.00185153,0.00566336,4.32921e-05,7.95279e-05,,0.0136384,0.215208,0.00526326,0,0.000574877,0.215208,6.86213e-05,0.0021594,0,0.000332682,0.00082671,4.6901e-05,0.0320493,0
7305,2001-10-01,00:00:00.00,0.154071,0.023158,1.24346,1.2654,0.000595682,0,0.00947124,0,0.00312486,0,0.00177473,0.00566336,5.64637e-05,7.58169e-05,0,0.0114989,0.223703,0.00489951,0,0.000551865,0.223703,6.58745e-05,0.00130829,0,0.000319387,0.00082671,5.73341e-05,0.0200439,0
7306,2001-10-02,00:00:00.00,0.00679269,0.0365217,1.14346,1.17239,0.000753716,,0.0104667,0,0.00313064,0,0.00170458,0.00594653,0.000122801,7.25308e-05,,0.00958109,0.201049,0.00455836,0,0.000507683,0.201049,6.32375e-05,0.00085462,0,0.000306611,0.00082671,5.82422e-05,0.0142104,0
7307,2001-10-03,00:00:00.00,0.00355101,0.0357652,1.09936,1.11389,0.000679151,,0.0101845,0,0.00287867,0,0.00163474,0.00594653,0.000152994,6.91599e-05,,0.0079221,0.172732,0.00424445,0,0.000487361,0.172732,6.07062e-05,0.000580806,0,0.00029434,0.00082671,4.88242e-05,0.0118373,0
7308,2001-10-04,00:00:00.00,0.0118238,0.0506474,1.05322,1.06686,0.00050571,,0.00896057,0,0.00267667,0,0.00156679,0.00594653,0.000108305,6.61681e-05,,0.00669989,0.186891,0.00394977,0,0.000448343,0.186891,5.82761e-05,0.00039502,0,0.000282556,0.00082671,4.15281e-05,0.0107211,0
7309,2001-10-05,00:00:00.00,0.084836,0.0486083,0.954831,0.982498,0.000368403,,0.00801612,0,0.00252357,0,0.00150189,0.00594653,7.2036e-05,6.31063e-05,,0.00586666,0.212376,0.00367875,0,0.000430396,0.212376,5.59434e-05,0.000276975,0,0.000271244,0.00082671,3.73502e-05,0.00957026,0
7310,2001-10-06,00:00:00.00,0.762516,0.0149824,0.810497,0.85383,0.000286434,,0.0073787,0,0.00267221,0,0.00144027,0.0062297,5.35809e-05,6.03831e-05,,0.00645159,0.232198,0.00342409,0,0.000395939,0.232198,5.3704e-05,0.000212605,0,0.000260388,0.00082671,3.47631e-05,0.0081386,0
7311,2001-10-07,00:00:00.00,0.00144799,0.012073,0.657987,0.706995,0.000239121,,0.00691571,0,0.00273624,0,0.00138174,0.0062297,4.51347e-05,5.76012e-05,,0.00860713,0.240693,0.00318998,0,0.00038009,0.240693,5.15543e-05,0.000186316,0,0.000249979,0.00082671,3.25061e-05,0.00697928,0
7312,2001-10-08,00:00:00.00,0.0102187,0.00941643,0.533535,0.575276,0.000687685,,0.00655237,0,0.00245539,0,0.00132595,0.00906138,3.88139e-05,5.51408e-05,,0.0101121,0.237861,0.0029698,0,0.00034966,0.237861,4.94906e-05,0.000186543,0,0.000239996,0.00082671,0.000211543,0.00683471,0
7313,2001-10-09,00:00:00.00,0.00911309,0.00800461,0.444465,0.475413,0.00184119,,0.00624673,0,0.00223971,0,0.0012726,0.0118931,0.000562727,5.26461e-05,,0.00989661,0.229366,0.00276746,0,0.000335663,0.229366,4.75095e-05,0.000197418,0,0.000230425,0.00082671,0.000563742,0.00776453,0
7314,2001-10-10,00:00:00.00,0.0352936,0.00704797,0.37502,0.399168,0.00255597,,0.00597206,0,0.00208788,0,0.00122152,0.0118931,0.00265567,5.04035e-05,,0.00858425,0.229366,0.00257701,0,0.00030879,0.229366,4.56077e-05,0.000209165,0,0.000221241,0.00082671,0.000569394,0.00883935,0
7315,2001-10-11,00:00:00.00,0.210152,0.00607051,0.307961,0.330418,0.00221811,,0.0108253,0,0.00197137,0,0.00117438,0.0118931,0.00323841,4.81047e-05,,0.00690112,0.226534,0.00240205,0,0.00029643,0.226534,4.37862e-05,0.000212604,0,0.000212416,0.000771596,0.000329109,0.0090698,0
7316,2001-10-12,00:00:00.00,0.0609918,0.00726678,0.252832,0.271562,0.00158367,,0.019626,0,0.00187503,0,0.00112907,0.0147247,0.00177163,4.60441e-05,,0.00537525,0.232198,0.00223721,0,0.000272698,0.232198,4.20381e-05,0.000199225,0,0.000203927,0.000771596,0.000222156,0.00834081,0
7317,2001-10-13,00:00:00.00,0.986798,0.0351668,0.225284,0.23586,0.00225155,,0.0240524,0,0.00417523,0,0.00111491,0.0150079,0.00113044,4.39893e-05,,0.019316,0.232198,0.00208586,0,0.000261782,0.232198,4.03559e-05,0.000234124,0,0.000195768,0.000771596,0.000492967,0.00718293,0
7318,2001-10-14,00:00:00.00,0.166513,0.0377215,0.199741,0.208655,0.00633105,,0.0241738,0,0.00561264,0,0.00110182,0.0121762,0.0017229,4.21868e-05,,0.043821,0.226534,0.00194313,0,0.000240824,0.226534,3.87405e-05,0.000308225,0,0.000187935,0.000771596,0.00134133,0.00609116,0
7319,2001-10-15,00:00:00.00,0.531113,0.0407197,0.173728,0.182325,0.0149102,,0.0206096,0,0.00466321,0,0.00105054,0.0150079,0.00591606,4.07425e-05,,0.053368,0.232198,0.00181213,0,0.000231184,0.232198,3.71898e-05,0.000505949,0,0.000180418,0.000771596,0.00411622,0.00524364,0
7320,2001-10-16,00:00:00.00,0.120128,0.0367181,0.148686,0.156865,0.0227474,,0.0150057,0,0.00395022,0,0.000992666,0.0150079,0.016287,3.97239e-05,,0.0450893,0.237861,0.00168848,0,0.000212675,0.237861,3.57011e-05,0.00068428,0,0.000173203,0.000771596,0.00749469,0.0046166,0
7321,2001-10-17,00:00:00.00,0.00356647,0.07373,0.150795,0.151583,0.0214294,,0.0106104,0,0.00284044,0,0.000938825,0.0150079,0.038997,3.8275e-05,,0.0299234,0.243524,0.00157504,0,0.000204162,0.243524,3.4272e-05,0.000653097,0,0.000166272,0.000771596,0.0056102,0.00414214,0
7322,2001-10-18,00:00:00.00,0.0385843,0.133264,0.184242,0.175563,0.0132634,,0.00763325,0,0.00215566,0,0.000892245,0.0178396,0.0350602,3.66959e-05,,0.0180309,0.237861,0.00146788,0,0.000187817,0.237861,3.29001e-05,0.000555105,0,0.000159618,0.000771596,0.00192002,0.00375216,0
7323,2001-10-19,00:00:00.00,0.354117,0.21663,0.647591,0.522356,0.00661832,,0.00672813,0,0.00177,0,0.000852927,0.0178396,0.0113335,3.50576e-05,,0.0110576,0.226534,0.00136959,0,0.000180299,0.226534,3.15831e-05,0.000560206,0,0.000153236,0.000771596,0.00100977,0.00344829,0
7324,2001-10-20,00:00:00.00,0.0410152,0.318863,0.796821,0.744571,0.00358224,,0.00712607,0,0.00154077,0,0.000817321,0.0178396,0.00576196,3.35774e-05,,0.00720544,0.229366,0.00127666,0,0.000165864,0.229366,3.03189e-05,0.000819699,0,0.000147128,0.000771596,0.000630393,0.00345734,0
7325,2001-10-21,00:00:00.00,0.159857,0.363815,0.71799,0.734847,0.00230455,,0.00670188,0,0.00143214,0,0.000782664,0.0178396,0.00349983,3.20958e-05,,0.00480871,0.249188,0.00119147,0,0.000159225,0.249188,2.91052e-05,0.00131159,0,0.000141275,0.000771596,0.000426613,0.00414511,0
7326,2001-10-22,00:00:00.00,0.484892,0.579917,0.911973,0.861829,0.00156852,,0.0064532,0,0.00713363,0,0.000758045,0.0209544,0.00228463,3.07575e-05,,0.0034013,0.368118,0.00111085,0,0.000146477,0.368118,2.79407e-05,0.00173512,0,0.000135648,0.000771596,0.000319026,0.00706531,0
7327,2001-10-23,00:00:00.00,0.054017,0.45172,0.65172,0.716577,0.00105643,,0.00705974,0,0.010675,0,0.000739892,0.0209544,0.00163364,2.93985e-05,,0.00253312,0.283168,0.00103698,0,0.000140614,0.283168,2.68229e-05,0.00174581,0,0.000130233,0.000771596,0.000236905,0.0121911,0
7328,2001-10-24,00:00:00.00,0.310492,0.488676,1.34447,1.16513,0.000750882,,0.00654349,0,0.00679439,0,0.000714343,0.0209544,0.00123023,2.81602e-05,,0.00280102,0.271841,0.000966999,0,0.000129356,0.271841,2.57496e-05,0.00159683,0,0.000125035,0.000771596,0.000162716,0.0174655,0
7329,2001-10-25,00:00:00.00,5.61418,0.695363,2.36365,2.07205,0.013175,,0.0966776,0,0.0388423,0,0.00461654,0.0237861,0.000785761,3.01377e-05,,0.029576,0.266178,0.000902901,0,0.000124178,0.266178,2.50617e-05,0.0441513,0,0.000121772,0.000771596,0.00555661,0.0410863,0
7330,2001-10-26,00:00:00.00,0.992504,0.62461,3.81104,3.39509,0.0405379,,0.21282,0,0.0507465,0,0.00836845,0.0266178,0.0164161,3.42748e-05,,0.0781818,0.26901,0.000842135,0,0.000114237,0.26901,2.44719e-05,0.141904,0,0.000121975,0.000771596,0.014664,0.11197,0
7331,2001-10-27,00:00:00.00,0.0237841,0.724086,3.29739,3.39647,0.0505699,,0.176384,0,0.0214768,0,0.00696887,0.0266178,0.0745445,3.53172e-05,,0.0977675,0.271841,0.000786497,0,0.000109664,0.271841,2.35635e-05,0.244745,0,0.000123221,0.00231479,0.0116898,0.235078,0
7332,2001-10-28,00:00:00.00,0.0027565,0.66217,2.55665,2.76778,0.0335163,,0.0853568,0,0.0109641,0,0.00462034,0.0237861,0.0741292,3.41946e-05,,0.089675,0.283168,0.000733704,0,0.000100884,0.283168,2.26205e-05,0.26519,0,0.000122149,0.00231479,0.00339865,0.377896,0
7333,2001-10-29,00:00:00.00,0.173883,2.03333,6.8706,5.73217,0.0198171,,0.0444858,0,0.00767602,0,0.00279255,0.0237861,0.0208387,3.38432e-05,,0.12907,0.283168,0.000685386,0,9.6846e-05,0.283168,2.17179e-05,0.177065,0,0.000118526,0.00231479,0.00274892,0.498708,0
7334,2001-10-30,00:00:00.00,0.610814,1.95358,6.9222,6.79759,0.023897,,0.0268326,0,0.00616181,0,0.00170653,0.0266178,0.0118458,3.4752e-05,,0.205828,0.26901,0.0006395,0,8.90926e-05,0.26901,2.0852e-05,0.0860279,0,0.000113988,0.00231479,0.00530946,0.552573,0
7335,2001-10-31,00:00:00.00,0.0754142,7.0079,18.9641,15.7296,0.0286474,,0.0166854,0,0.00403135,0,0.00114446,0.0294495,0.0252614,3.49213e-05,,0.225634,0.260515,0.00059752,0,8.55262e-05,0.260515,2.00179e-05,0.042896,0,0.000109448,0.00231479,0.00571518,0.483515,0
7336,2001-11-01,00:00:00.00,0.28789,7.48798,23.8089,22.1961,0.0224802,,0.0104439,0,0.00278986,0,0.000855683,0.0294495,0.0324405,3.40487e-05,,0.18479,0.260515,0.000557619,0,7.86791e-05,0.260515,1.92196e-05,0.0232869,0,0.000105077,0.00231479,0.00327719,0.32454,0
7337,2001-11-02,00:00:00.00,0.754155,8.90047,34.3695,31.6643,0.0135399,,0.00710957,,0.00200462,0,0.000711264,0.0297326,0.0191665,3.27935e-05,,0.133108,,0.000521128,,7.55296e-05,,1.84906e-05,0.0132474,,0.000100886,,0.00181702,0.182459,
7338,2001-11-03,00:00:00.00,0.42886,8.63749,34.8524,34.8991,0.00832086,,0.0089914,,0.00142964,0,0.000858003,0.0297326,0.00976051,3.15244e-05,,0.0910927,,0.000486416,,6.94828e-05,,1.77992e-05,0.00796307,,9.68608e-05,,0.00132289,0.103248,
7339,2001-11-04,00:00:00.00,0.023905,7.87364,49.7288,46.1089,0.00558756,,0.0134883,,0.00109357,0,0.00113405,0.0297326,0.00721238,3.0219e-05,,0.0578348,,0.000454683,,6.67014e-05,,1.70984e-05,0.00488513,,9.29876e-05,,0.000849386,0.0691403,
7340,2001-11-05,00:00:00.00,0.00198841,8.02431,52.0318,51.5241,0.00366521,,0.0125702,,0.000901781,0,0.00116306,0.0297326,0.00452559,2.89827e-05,,0.0340175,,0.000424472,,6.13613e-05,,1.64145e-05,0.00286318,,8.92658e-05,,0.000523791,0.0508822,
7341,2001-11-06,00:00:00.00,0.00109784,1.28129,13.4557,24.1011,0.00223749,,0.00824119,,0.000787305,0,0.000992943,0.0297326,0.00274078,2.7767e-05,,0.0190661,,0.000396863,,5.89051e-05,,1.57574e-05,0.00158953,,8.56912e-05,,0.000300986,0.0335366,
7342,2001-11-07,00:00:00.00,0.167846,1.95037,10.6687,13.9652,0.00130772,,0.00526364,,0.000714259,0,0.000774788,0.0325643,0.00146164,2.66287e-05,,0.0105767,,0.000862211,,5.41892e-05,,1.51267e-05,0.000870307,,8.22596e-05,,0.000182647,0.0193067,
7343,2001-11-08,00:00:00.00,0.110725,2.26172,10.2318,12.2803,0.000774587,,0.00362033,,0.00066367,0,0.000603386,0.0325643,0.000787336,2.55129e-05,,0.00623751,,0.00262251,,5.202e-05,,1.45211e-05,0.000483989,,7.89668e-05,,0.000118822,0.0107738,
7344,2001-11-09,00:00:00.00,0.0223909,1.18467,15.8599,17.5575,0.000485778,,0.00271593,,0.000625443,0,0.000494067,0.0325643,0.000429533,2.44694e-05,,0.00458794,,0.00509822,,4.78553e-05,,1.39399e-05,0.000294904,,7.58091e-05,,8.73731e-05,0.00617382,
7345,2001-11-10,00:00:00.00,0.00409762,2.56362,18.6558,21.2741,0.000333117,,0.00220502,,0.000594231,0,0.00042764,0.0325643,0.000243856,2.34483e-05,,0.00484978,,0.00780549,,4.59397e-05,,1.33819e-05,0.000221504,,7.27801e-05,,7.51884e-05,0.00369358,
7346,2001-11-11,00:00:00.00,0.000276292,2.57629,9.04943,12.2637,0.00025577,,0.00190382,,0.000567173,0,0.000385687,0.026901,0.000171568,2.24899e-05,,0.0062572,,0.00900157,,4.22618e-05,,1.28462e-05,0.000192745,,6.98712e-05,,6.43077e-05,0.00235967,
7347,2001-11-12,00:00:00.00,3.62993e-05,0.746136,5.23275,6.55063,0.000212799,,0.00171487,,0.000542737,0,0.000357091,0.0297326,0.000128789,2.15509e-05,,0.00754016,,0.00637867,,4.05701e-05,,1.2332e-05,0.000156368,,6.70768e-05,,5.26106e-05,0.00163748,
7348,2001-11-13,00:00:00.00,0.000140757,0.623751,3.19834,3.8572,0.000182046,,0.00158647,,0.000520094,0,0.000335829,0.0297326,7.98821e-05,2.06698e-05,,0.00749266,,0.00254281,,3.73221e-05,,1.18383e-05,0.000110263,,6.43929e-05,,4.55379e-05,0.00123788,
7349,2001-11-14,00:00:00.00,0.000519956,0.520833,3.43075,3.42805,0.000159191,,0.00149128,,0.000498789,0,0.000318696,0.0297326,5.02683e-05,1.98081e-05,,0.00593797,,0.000659647,,3.58281e-05,,1.13644e-05,7.51853e-05,,6.18156e-05,,4.08807e-05,0.00101093,
7350,2001-11-15,00:00:00.00,0.00784625,0.938717,4.84897,4.46653,0.00014352,,0.00141479,,0.00047857,0,0.000303985,0.026901,3.32902e-05,1.89989e-05,,0.00377112,,0.000262855,,3.29597e-05,,1.09095e-05,5.38794e-05,,5.93409e-05,,3.77432e-05,0.000877055,
7351,2001-11-16,00:00:00.00,0.0419495,1.63122,7.4539,6.86439,0.00013274,,0.00134927,,0.00045928,0,0.000290783,0.026901,2.40322e-05,1.82081e-05,,0.0020046,,0.000209098,,3.16404e-05,,1.04728e-05,4.17139e-05,,5.69652e-05,,3.54376e-05,0.00079183,
7352,2001-11-17,00:00:00.00,0.0117261,1.83344,8.47771,8.31474,0.000124754,,0.00129055,,0.00044082,0,0.000278596,0.0300158,1.88735e-05,1.74648e-05,,0.00100053,,0.000189676,,2.91073e-05,,1.00536e-05,3.47136e-05,,5.46847e-05,,3.35983e-05,0.000731804,
7353,2001-11-18,00:00:00.00,0.0372665,3.30566,17.7815,15.3042,0.000118338,,0.0012364,,0.000423134,0,0.000267153,0.0413425,1.58968e-05,1.6739e-05,,0.000560929,,0.000176949,,2.79421e-05,,9.65116e-06,3.05e-05,,5.24954e-05,,3.20305e-05,0.000685661,
7354,2001-11-19,00:00:00.00,0.273613,4.64805,20.5641,19.6433,0.000113524,,0.00118665,,0.000406201,0,0.00025631,0.0441742,1.40857e-05,1.60584e-05,,0.0116173,,0.000165287,,2.57051e-05,,9.26482e-06,2.78388e-05,,5.03939e-05,,3.12733e-05,0.000648069,
7355,2001-11-20,00:00:00.00,0.0269651,4.37654,21.9404,21.5604,0.000110274,,0.00114013,,0.000389946,0,0.000245972,0.0385108,1.47726e-05,1.53955e-05,,0.0343693,,0.000154736,,2.46761e-05,,8.89396e-06,2.59681e-05,,4.83765e-05,,3.12373e-05,0.000616197,
7356,2001-11-21,00:00:00.00,0.0046846,2.4596,19.703,20.2803,0.000106779,,0.00109423,,0.000374315,0,0.00023608,0.0300158,2.13325e-05,1.47693e-05,,0.0461885,,0.000144638,,2.27006e-05,,8.53794e-06,2.44752e-05,,4.64399e-05,,3.00518e-05,0.000588175,
7357,2001-11-22,00:00:00.00,0.0159421,3.04749,9.55497,12.4039,0.00010225,,0.00104926,,0.000359317,0,0.000226605,0.0243524,2.2725e-05,1.41576e-05,,0.040335,,0.000135436,,2.17919e-05,,8.19617e-06,2.32729e-05,,4.45808e-05,,2.82315e-05,0.000562739,
7358,2001-11-23,00:00:00.00,0.0738531,3.15445,8.20711,8.91823,9.79127e-05,,0.00101186,,0.000344927,0,0.000217521,0.0271841,1.74941e-05,1.35816e-05,,0.0281354,,0.000126618,,2.00473e-05,,7.8683e-06,2.42863e-05,,4.27964e-05,,2.71223e-05,0.00054424,
7359,2001-11-24,00:00:00.00,0.165622,0.318298,3.54022,4.85496,9.40392e-05,,0.000980292,,0.000332065,0,0.000208807,0.0300158,1.68092e-05,1.30228e-05,,0.0176267,,0.000118583,,1.92448e-05,,7.55365e-06,2.76406e-05,,4.1084e-05,,2.68383e-05,0.000544517,
7360,2001-11-25,00:00:00.00,1.84247,0.193414,1.67608,2.30327,9.01294e-05,,0.000941934,,0.000319408,0,0.000200445,0.0271841,1.86122e-05,1.24978e-05,,0.010474,,0.000110877,,1.7704e-05,,7.25137e-06,3.12961e-05,,3.94403e-05,,2.82561e-05,0.000569096,
7361,2001-11-26,00:00:00.00,2.24925,0.246762,1.71422,1.76112,8.61219e-05,,0.000898755,,0.000306052,0,0.000192419,0.0271841,2.66601e-05,1.19838e-05,,0.00632464,,0.000103858,,1.69954e-05,,6.96111e-06,3.23152e-05,,3.78621e-05,,2.94349e-05,0.000607629,
7362,2001-11-27,00:00:00.00,4.6207,0.181892,1.48954,1.55915,8.21815e-05,,0.000858851,,0.000293406,0,0.000184716,0.0243524,2.77554e-05,1.14967e-05,,0.00474124,,9.7122e-05,,1.56347e-05,,6.68246e-06,2.87059e-05,,3.63467e-05,,2.83175e-05,0.000636878,
7363,2001-11-28,00:00:00.00,1.08729,0.0871958,0.734875,0.955508,7.85222e-05,,0.000822349,,0.000281452,0,0.000177321,0.0243524,1.86244e-05,1.10221e-05,,0.00537722,,9.09886e-05,,1.50089e-05,,6.41496e-06,2.38025e-05,,3.48917e-05,,2.64666e-05,0.000633381,
