,HRUGroup:,HBVEC,HYPR,StMary,Milk,Glaciers,Babb,Havre,Malta,RockyBoy,FlatTop,ManyGlacier,band600,band800,band1000,band1200,band1400,band1600,band1800,band2000,band2200,band2400,band2600,DisableHRUs,
time,month,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
1461,1985-09,1.30971,1.66183,0.991277,1.67286,0.475077,1.43762,1.9517,1.18533,1.09551,1.28337,1.33289,1.75633,1.69561,1.50231,1.35491,1.26401,1.09668,0.85083,0.794851,0.513667,0.516819,0.385172,0,
1492,1985-10,0.747242,0.926704,0.572336,0.933279,0.227873,0.812564,1.17228,0.676607,0.500855,0.882015,0.763793,0.972626,0.940225,0.859494,0.791785,0.70717,0.588921,0.415162,0.423345,0.279482,0.313141,0.185789,0,
1522,1985-11,0.180645,0.220728,0.137991,0.222467,0.048211,0.212978,0.291846,0.168659,0.102256,0.285154,0.223423,0.238779,0.222464,0.200789,0.190009,0.171959,0.1488,0.0993222,0.111104,0.0799742,0.0914164,0.0439561,0,
1553,1985-12,0.181406,0.175437,0.140686,0.17873,0.0475111,0.243654,0.23998,0.124529,0.0557373,0.381932,0.263652,0.174932,0.173971,0.1825,0.189216,0.176511,0.160155,0.0989194,0.125074,0.0986714,0.113224,0.0446335,0,
1584,1986-01,0.276861,0.293569,0.210573,0.297954,0.0877427,0.349451,0.400483,0.208262,0.124676,0.581979,0.416397,0.296542,0.295572,0.289223,0.284973,0.27135,0.245571,0.165263,0.204608,0.156719,0.179745,0.08248,0,
1612,1986-02,0.246562,0.220469,0.199128,0.225011,0.100765,0.351063,0.292178,0.15345,0.160463,0.496187,0.434697,0.21965,0.216922,0.23316,0.245486,0.257201,0.245755,0.19092,0.203977,0.135657,0.149226,0.082928,0,
1643,1986-03,0.984797,1.20978,0.759299,1.21849,0.317746,1.10852,1.60094,0.867713,0.794011,1.05158,1.02496,1.26537,1.22484,1.13872,1.02296,0.947032,0.826814,0.619635,0.588962,0.375696,0.396194,0.260164,0,
1673,1986-04,1.44887,1.75385,1.14408,1.7656,0.458697,1.56046,2.03584,1.18193,1.27965,1.16368,1.34456,1.77905,1.79343,1.64767,1.52171,1.39636,1.19799,0.914692,0.807445,0.518965,0.487171,0.348035,0,
1704,1986-05,2.44922,2.784,1.92968,2.81085,0.80821,2.70479,3.0447,1.84464,2.24578,1.61212,2.06605,2.82132,2.83106,2.65661,2.54533,2.40201,2.11134,1.63223,1.38333,0.928247,0.827797,0.599999,0,
1734,1986-06,3.54338,3.98281,2.78438,4.02386,1.56993,4.05536,4.34498,2.66265,3.36368,2.79893,3.66377,4.05191,4.05483,3.77339,3.57696,3.53456,3.25289,2.77441,2.41036,1.66287,1.4576,1.2528,0,
