SBID,TotalArea,WetlandArea,LakeArea,WetlandFrac,LakeFrac
113713,59.98498834542363,0,0,0,0
113717,125.77146840219906,1.256043995926929,0,0.01,0
113720,208.18362088525282,5.939897886667808,1.6352283249769122,0.029,0.008
113721,4.37459902841882,0,0,0,0
113723,45.40849104741968,0,0,0,0
113724,45.35619100316014,0,0.180792472875942,0,0.004
113730,66.28068685769206,0,0.781579067676455,0,0.012
113731,27.606794627966032,0,0,0,0
113733,7.64349862276629,0,0,0,0
113736,101.22387965452592,5.620778706336657,0,0.056,0
113738,25.1106950557391,0,0,0,0
113739,95.17768096259421,1.93262492678422,0,0.02,0
113741,127.4154746141931,5.554194464634873,0,0.044,0
113742,29.211294262323705,0,0,0,0
113743,72.08038578883043,0.331371412293949,0,0.005,0
113746,17.679796457997856,0,0,0,0
113747,10.4719979187575,0,0,0,0
113748,119.372767419607,1.008634485467405,0.539689315417327,0.008,0.005
113753,80.4419843863388,0.148354338816732,0,0.002,0
113754,339.387916164239,5.535233924809101,1.959359059371274,0.016,0.006
113755,34.43050352624694,0,0,0,0
113756,103.04128072772312,3.418490737138708,0,0.033,0
113759,66.26268684058074,0,0,0,0
113760,1.79549964285557,0,0,0,0
113762,56.88918881803212,0.219894440149465,0,0.004,0
113764,82.54194679638199,0.082324679588094,0.552466300169438,0.001,0.007
113767,55.153954173385564,0.057987749177192,0,0.001,0
113770,77.51858447290768,0,0,0,0
113771,98.86508018491091,4.185043230820992,0.05927414786312,0.042,0.001
113772,67.56059858709162,0.892608843199223,0,0.013,0
113774,28.367394387188767,0,0,0,0
113776,64.03468751941661,0,0,0,0
113778,2.79839938968874,0,0,0,0
113782,19.689796136908587,0,0,0,0
113783,43.6695913085206,0,0,0,0
113785,55.002489466191776,0,0,0,0
113789,111.8336779711992,0.274366536087638,0.17817849416596498,0.002,0.002
113790,124.99087537762796,5.040905241697473,0.32525075123285396,0.04,0.003
113791,63.475377893056965,0.068905660157682,0,0.001,0
113793,43.136091620053584,0,0,0,0
113797,0.472599920737815,0,0,0,0
113800,49.33169067608107,0,0.059593633786611,0,0.001
113802,326.61083786651534,6.021092593291097,0,0.018,0
113806,55.12238919315697,0,0,0,0
113807,98.77170160058915,0.813136388074733,0,0.008,0
113808,36.79249281543005,0.805204231771543,0,0.022,0
113812,570.3238400719862,5.412901564633794,1.465578819933802,0.009,0.003
113813,130.13587423641042,14.23368922509512,2.401163263117624,0.109,0.018
113814,303.59743984810416,3.392130211154576,0.061193915214952,0.011,0
113816,0.978399853009847,0.085618534610627,0.150460873425274,0.088,0.154
113818,233.82284612542327,0.490860418095997,0.20226953457501498,0.002,0.001
113819,205.65287886015645,7.871864185366013,2.942229373187926,0.038,0.014
113821,60.81088826411115,0.109863724114043,0,0.002,0
113824,42.812047326299,1.417500619614166,0,0.033,0
113825,147.6722755919953,1.428479429600022,0,0.01,0
113826,74.29178545995349,1.18354138137923,0,0.016,0
113827,25.402195162415513,0.828873737510075,0,0.033,0
113828,123.3095849011914,2.080948068547667,0.116421579839385,0.017,0.001
113829,162.86336471918054,14.533595853817063,15.52418565327635,0.089,0.095
113831,97.8209817903099,0.72300345784104,0,0.007,0
113832,13.489997404745402,1.419800337748002,0,0.105,0
113839,13.5262972345322,0,0,0,0
113841,185.925964096731,3.998675914129751,0.335418775431961,0.022,0.002
113844,424.8614683550946,9.606956137540765,0.450868350438217,0.023,0.001
113845,137.00928337189507,2.968360528992293,0.391498481956817,0.022,0.003
113846,13.237097430787063,0,0,0,0
113848,453.7155101302648,3.658954274774309,0.326234373029836,0.008,0.001
113849,124.44649250852336,0.578552267961092,0.412741540584117,0.005,0.003
113850,35.76379332550279,0.456803760309293,0,0.013,0
113854,67.880886606278,0.20997737401765798,0,0.003,0
113857,293.7650302431584,1.548466238301118,0.055115595257327,0.005,0
113858,140.6774742972599,1.882977868127353,0,0.013,0
113859,151.23167113511403,1.309989811986186,0.351363123118913,0.009,0.002
113860,37.107893112936104,0.105269886114523,0,0.003,0
113862,147.77497100045878,3.208509329632388,0,0.022,0
113864,69.40086455707213,0.438914451055135,0.060524654994464,0.006,0.001
113866,87.72922729097141,5.304508645155839,0.631449727820969,0.06,0.007
113872,210.36465901346563,1.257913085732667,0.18290785450445501,0.006,0.001
113874,48.98139048574966,1.740368228296858,0,0.036,0
113875,105.79557969166109,2.558453291735468,0.061164386842627,0.024,0.001
113876,78.23454877012115,9.206198502227654,1.166428624996991,0.118,0.015
113877,19.7403962291815,3.924023041266417,0.259643598508981,0.199,0.013
113878,411.0764765144544,2.51581071291832,1.025355206161762,0.006,0.002
113879,0.825299834057013,0.374327326252171,0.140871882168487,0.454,0.171
113883,27.82119472367609,1.137913086346314,0,0.041,0
113884,142.28597213302103,4.20609910230224,0,0.03,0
113888,72.23828675765678,2.489751724426238,0,0.034,0
113890,81.97278456389986,8.955140738748076,0.851565740126197,0.109,0.01
113892,27.028494924830024,3.0536997334992257,0,0.113,0
113893,47.27262552557648,1.523302662325734,1.22914864331545,0.032,0.026
113894,75.66073370585994,0.31200612999614097,12.680321679619292,0.004,0.168
113897,0.013499991420891,0,0,0,0
113898,17.33269651152206,0.403579053728158,0,0.023,0
113899,97.49037908050306,1.849879623367249,0.055360081060073,0.019,0.001
113900,17.0335090371272,0,0,0,0
113903,165.13636846030968,0.418337721209868,0,0.003,0
113905,108.75827911359336,0.687978916897661,0.498119079615225,0.006,0.005
113908,87.0334830261624,0,0,0,0
113910,72.0463867755516,24.51844681981153,0.230788166470058,0.34,0.003
113912,94.41348143451715,0.107244573059014,0.12943178932456,0.001,0.001
113915,389.951727771767,0.835080593696033,1.339869532280639,0.002,0.003
113916,8.351698347463609,0,0.073397463603648,0,0.009
113917,273.84687202258107,5.322462178953401,0.403322193394899,0.019,0.001
113919,48.65319101744017,0,0,0,0
113922,48.89929054677339,0.051944860264389,0.082919533764308,0.001,0.002
113923,212.73645963566327,2.005683579706676,0.4023486841483,0.009,0.002
113924,166.08496932488114,18.781704869010085,0.49011842940144695,0.113,0.003
113925,81.0324846449541,1.002126577636921,0,0.012,0
113926,109.4456797870759,0,0,0,0
113928,0.396399959622367,0,0,0,0
113931,96.88078155871123,1.3330288177778349,0,0.014,0
113932,114.90607747132186,1.023567075328512,0.053204644434962,0.009,0
113934,240.8140538199896,7.388585384551071,1.086226229674253,0.031,0.005
113937,136.88687356825605,0.605391691578763,0,0.004,0
113938,196.85866444022702,4.907495308988928,0.131874715132907,0.025,0.001
113939,105.56081656843408,0.585561139327171,0,0.006,0
113942,149.414372390388,6.888074724642908,0.094048762093559,0.046,0.001
113948,44.879191627768485,0.201690718252988,0.0696733452631,0.004,0.002
113950,175.71606569399455,0,0.056561077160645,0,0
113951,60.57078864509243,1.092136471272245,0,0.018,0
113952,139.8346741889995,7.976825095697714,0.205167541270079,0.057,0.001
113953,77.79048540043996,0.679611557321275,0,0.009,0
113955,727.9217582957576,17.560289232303447,0.151259157244805,0.024,0
113956,69.26218668361125,0.621239010693886,0,0.009,0
113957,47.31269074156301,0,0,0,0
113963,38.29739270422879,0.053292618110819,0,0.001,0
113964,143.22737400079026,0.110210540984516,0,0.001,0
113966,213.71495965043684,2.091795510385154,0.099750803439073,0.01,0
113967,82.92448450425174,0.83234435114563,0,0.01,0
113970,5.167491676807648,0,0.065188388316658,0,0.013
113971,381.0481177478941,6.7043539408362625,0.731035593492108,0.018,0.002
113973,52.01491076040231,0,0.258909807786307,0,0.005
113975,3.210499458372797,0.080572650777187,0,0.025,0
113976,252.04805166925166,0.82273214753433,0,0.003,0
113978,166.10006797312911,0,0,0,0
113979,102.20788061497197,0.289247725782221,0,0.003,0
113980,168.25506885056964,0.629060472537645,0,0.004,0
113981,179.06739168506994,7.0377145296996195,0,0.039,0
113986,137.25577318548022,1.24030898931474,0.151296076378882,0.009,0.001
113988,33.28689368323669,0.67548365064828,0.095495366156019,0.02,0.003
113989,244.6834400005247,4.606584573839146,1.071479973275971,0.019,0.004
113991,61.06636475702893,2.545572728766789,0.132141059132902,0.042,0.002
113993,101.52666288732426,2.579277863073726,0.918083241584779,0.025,0.009
113994,58.4654079391664,0.28391171440023,0.90211157167053,0.005,0.015
113995,329.19823737623403,2.96235571371591,0.138277498618119,0.009,0
114000,109.23147982729023,0.053215328904409,0,0,0
114001,108.60788041596614,0.458165046029541,0,0.004,0
114002,195.3947197491299,3.46149617001957,1.2488616663276,0.018,0.006
114003,274.6032808899456,1.306791797514102,0,0.005,0
114006,103.64917997746312,0.27723376668406297,0.224339775468684,0.003,0.002
114007,85.15318405346946,0.969737769413464,0,0.011,0
114011,102.66034583956406,0,0,0,0
114015,32.0734939940476,0,0,0,0
114020,28.754092945781228,1.020133425008428,0.524142162440541,0.035,0.018
114021,30.433894402980016,0,0,0,0
114023,69.23888769086061,0.196694126197815,0,0.003,0
114025,698.4983786623341,1.088981340558349,0,0.002,0
114027,119.95077919703711,0,0,0,0
114028,538.7884077420982,0.419183871346417,0.223192270052593,0.001,0
114029,287.3607902036184,0.507049908102039,0.360414754640735,0.002,0.001
114030,2.847399493882162,0,0,0,0
114031,35.855255559219884,0,0,0,0
114032,1184.3263943833451,8.4435349877390955,7.926359691728612,0.007,0.007
114035,5.5137143900712,0,0,0,0
114036,56.02246439436897,0.37558510828867,1.746094737662192,0.007,0.031
114040,73.75159826961841,0.365402465966123,1.023760960834671,0.005,0.014
114041,93.36151962149304,0.332013966135687,0,0.004,0
114043,484.1239151838241,2.211280277727397,0.118306986213222,0.005,0
114044,22.51059649825957,0.20310750107839198,0,0.009,0
114046,156.29557507018066,8.739083440951179,0.734938341857681,0.056,0.005
114047,0.8607393532511369,0.308957505773811,0,0.359,0
114051,59.172889862218156,0.062551587576375,0,0.001,0
114052,11.3075980776033,0,0,0,0
114055,78.43988674924711,0,0,0,0
114056,8.90239853064175,0,0,0,0
114058,165.66687239405795,0.515555352536191,0.195269525964622,0.003,0.001
114061,75.29899499197997,0.371026782408331,0.28338334695373,0.005,0.004
114063,11.099890723209752,0,0,0,0
114064,17.484997066794605,0,0,0,0
114065,0.059899985016755,0,0,0,0
114069,68.77728902934672,1.037263482801572,0.26228750830805303,0.015,0.004
114070,4.52079934574321,0,0,0,0
114073,191.93152966706947,7.061193326310992,0,0.037,0
114075,178.41477208766253,2.504884211942161,0,0.014,0
114076,205.96022930091652,0.253481872440841,4.67821411144628,0.001,0.023
114077,61.224789927171116,0.05926072577484,0,0.001,0
114080,59.988790289163504,0,0,0,0
114081,22.552096318426393,0,0,0,0
114084,270.6110561156443,1.1320703666724061,1.190417337106142,0.004,0.004
114085,20.48149636897659,0,0.131838127307892,0,0.006
114088,748.2312700636996,51.032655237167276,3.906055292934346,0.068,0.005
114089,72.48985129913677,0.16115935089827,0,0.002,0
114091,0.84383638854449,0,0.041119347051226,0,0.049
114094,54.43219094649969,0,0.050514476792082,0,0.001
114096,14.18109763804114,0,0.057377547864808,0,0.004
114097,190.30390654055782,0.113509585818921,6.234995744847417,0.001,0.033
114098,206.00776646661524,0.47273368921096803,0.23013842560088602,0.002,0.001
114099,2.19719962129482,0,0,0,0
114101,325.9285787649601,4.285952009227859,0.997921470179953,0.013,0.003
114103,16.37557735937504,0,0,0,0
114105,99.8424833578697,0,0,0,0
114107,343.14264209495155,0,5.111091207578545,0,0.015
114108,260.1861570541809,0,2.164169452780855,0,0.008
114111,257.15325816524734,0.074503899528421,2.76523442940174,0,0.011
114112,68.7070682842314,0,0,0,0
114114,133.68849819703388,0,1.120672004488119,0,0.008
114115,175.7340719157726,0.431527895057545,0,0.002,0
114116,248.43915881020249,0,4.145895377562508,0,0.017
114117,28.13539525244045,0,0.14324272906844998,0,0.005
114119,147.6772766150425,1.883621719605433,0,0.013,0
114121,161.77537355108544,0,0.9064429410549389,0,0.006
114122,172.73847030107348,0,0.714107935009984,0,0.004
114128,92.1412444085999,0.251085301779954,0.056310712121472,0.003,0.001
114130,88.47588599522513,0,0.175755367206438,0,0.002
114131,148.984676057406,0.351437674133001,0.227293356660898,0.002,0.002
114132,70.0011888214564,0,0.061217521915495,0,0.001
114137,112.1942809042625,0,0,0,0
114139,10.661498415194124,0,0,0,0
114141,5.329399137248474,0,0.100237350909095,0,0.019
114143,64.90618900175443,0,0,0,0
114147,237.492662435548,0,2.247734726746269,0,0.009
114149,389.47720789837655,0.697934168222994,4.653472173220706,0.002,0.012
114151,16.628297130559897,0.064449803052299,0,0.004,0
114152,117.08228027264656,0,0.05136588665925,0,0
114153,339.1480035714322,0,11.70654705421577,0,0.035
114154,482.1724180157856,0,0.845309541303428,0,0.002
114156,104.10342459625728,0,0.204209043682237,0,0.002
114159,241.71296124279607,0,0.698876814969972,0,0.003
114161,42.202445480124474,0,0.40692723797922,0,0.01
114164,162.21367441674545,0,2.149809377689411,0,0.013
114165,179.4587717066377,0,5.600527381709161,0,0.031
114170,303.0413480705336,0,0.380735004523115,0,0.001
114171,210.75821174355647,0,0.406926322006639,0,0.002
114173,46.69709213361132,0,0,0,0
114176,108.43088188646233,0,0.583806256788552,0,0.005
114178,32.48769372033152,0,0.071839668356922,0,0.002
114179,29.68999422064187,0,0,0,0
114180,72.84148590224807,0.098075358508162,0,0.001,0
114181,29.9885942851334,0,0,0,0
114182,87.25376105539293,0.124819955419523,0.059022253275938,0.001,0.001
114183,17.665696414040912,0,0.213685561736964,0,0.012
114184,217.17155829611602,0,0.051317877626427,0,0
114186,7.897998561999624,0,0,0,0
114187,56.88718873061774,0,0.103913550465831,0,0.002
114188,72.54458681253396,0.348820870792714,0,0.005,0
114189,26.4736951115122,0,0,0,0
114191,107.3481802846462,0.45588273533839097,0.24239268149021997,0.004,0.002
114192,166.18016844848717,0,0,0,0
114194,70.3074871196482,0,0.174750264674261,0,0.002
114196,27.64586158282435,0.387199847602252,0.059986706423717,0.014,0.002
114198,31.65519391781222,0,0.13217392924922,0,0.004
114201,23.807195828125923,0,0.050406298199713,0,0.002
114202,78.8099850707234,0,0,0,0
114205,104.45198000377536,0,0.15593670802467,0,0.001
114207,190.16956577329046,1.9482333671702619,0.959437361165522,0.01,0.005
114208,534.6685018447174,13.36285771685574,1.636521873085458,0.025,0.003
114210,204.87176325909482,0.095216699438938,0.328570079281142,0,0.002
114211,69.67218712214917,0,0,0,0
114212,126.10907698553862,2.09070956345271,0.248817976128297,0.017,0.002
114213,116.62497778330898,1.023808220129909,0.91457262186706,0.009,0.008
114215,716.978968134191,1.846654914663379,3.305401699992375,0.003,0.005
114216,17.2187971709687,0,0,0,0
114217,579.1427933370207,19.554341613409303,0.350090730564494,0.034,0.001
114218,168.03666779651857,0.36912584111406,0,0.002,0
114219,22.7425958380258,0,0,0,0
114221,49.79939056834109,0,0.279054748042366,0,0.006
114222,0.866599828731705,0,0,0,0
114224,180.28646720271476,0,0.053759995636776,0,0
114227,134.56917369458478,0,0,0,0
114229,121.93307683749914,0,0,0,0
114230,127.27979497079333,0.272976810390327,1.163090812817011,0.002,0.009
114236,265.6008530718307,0.951416085580605,0.902977582169792,0.004,0.003
114237,131.01737551460292,0,0.651339578189819,0,0.005
114238,172.42926764790178,0,0,0,0
114239,196.0600453082914,0.291027154786264,0.7390926169311189,0.001,0.004
114240,390.2701265355117,0.22775156081425202,1.0243547895303449,0.001,0.003
114241,108.43018006631273,0,0.055504536615135,0,0.001
114243,395.81113003744787,0.158903774028392,0.174828612510775,0,0
114245,70.77918654755811,0,0.19534056046201903,0,0.003
114248,142.2540730539901,0,0.052996434018183,0,0
114250,72.03978614010838,0,0,0,0
114254,86.13838490116207,0.469297607920768,0,0.005,0
114256,102.107081676868,0,0,0,0
114257,192.43596385672896,0,0,0,0
114258,96.38748259430706,0,1.55436595907647,0,0.016
114259,45.326591221392704,0,0,0,0
114261,167.5966706541099,1.721361435609924,0.079366084903941,0.01,0
114262,163.07826919968946,0,0,0,0
114265,35.723993734908596,0.99512413998782,0.130883410899475,0.028,0.004
114267,232.00765662214533,0.113342994496958,3.457803741969617,0,0.015
114268,437.99451988431804,0,10.447366441643059,0,0.024
114271,227.60775886599765,0,0.22103395746889098,0,0.001
114273,21.848996103097267,0.096910405604766,0,0.004,0
114276,92.04458252792307,0,3.958991727013753,0,0.043
114277,79.58008498775163,0,0,0,0
114279,172.36596911056625,0,0.496589906869627,0,0.003
114280,0.18459989220214,0,0,0,0
114282,89.86151551482186,0.060585434125897,0.23327884207671198,0.001,0.003
114283,170.94816840799993,0,0.11585387143555301,0,0.001
114284,1.963199738941753,0,0,0,0
114285,377.4820942134954,0,0.497015306869297,0,0.001
114289,120.4133782464599,0,1.443415413941906,0,0.012
114292,102.80728086538586,0,0,0,0
114294,90.98708311119275,0,2.300724510979948,0,0.025
114299,113.83367920829852,0,1.196925056872512,0,0.011
114300,77.05538562159514,0,0,0,0
114301,204.58913029208964,0.132356357011898,5.530364427951727,0.001,0.027
114304,69.39168790295281,0.037569483107015,0.059287926053884,0.001,0.001
114307,211.11246144468973,0.072880496685296,2.668472533050435,0,0.013
114308,304.2626466726349,0.152958732343383,0.749080832236128,0.001,0.002
114309,386.0120304980651,0,6.796529964710084,0,0.018
114310,28.6421949823563,0,0,0,0
114311,181.53216708906493,0,0.781341516202427,0,0.004
114312,252.87945384564986,0,0.893199927243153,0,0.004
114313,958.6552282681066,0.427573422429526,12.853379345429028,0,0.013
114314,223.4087152776247,0,0,0,0
114318,287.8051632425452,0,1.178215987391675,0,0.004
114321,171.07246852369767,0,0,0,0
114322,287.64067471100054,0,1.024512928204211,0,0.004
114324,147.68397281930783,0,0.154991095151741,0,0.001
114326,97.58778255593208,0,0.629275852372983,0,0.006
114328,50.78349102001822,0,0,0,0
114330,99.36048179498219,0,0,0,0
114333,223.57565987308962,0.31319333602863003,0.328383591018766,0.001,0.001
114334,176.3572101901315,0,0,0,0
114338,354.6327369577976,0,1.511679034540176,0,0.004
114339,99.09188293234149,0,1.351813238263393,0,0.014
114340,42.91059238194097,0,0,0,0
114341,85.39038496793847,0,0,0,0
114342,265.6005961622734,0,0.9991914986896839,0,0.004
114343,22.87697399072719,0,0.05222066438435,0,0.002
114344,400.3982305388651,0,2.138568198596727,0,0.005
114346,11.014397983622834,0,0,0,0
114348,91.54638374062552,0.190172167931318,0.323714814179204,0.002,0.004
114349,6.54648139072664,0,0.179903939610217,0,0.027
114351,47.71749989434833,0,0.880695937862602,0,0.018
114352,14.589333365394939,0,0.318750375670398,0,0.022
114355,185.4090681008398,0.224638536988888,0,0.001,0
114359,21.238162582941676,0,0.041828398055218,0,0.002
114366,46.82529197672641,0.09703192791187,0,0.002,0
114367,215.44236150730694,0.063163070657507,0.218971947212214,0,0.001
114370,33.2260942145275,0,0,0,0
114372,163.7045870312493,1.185340645191212,1.858002253464029,0.007,0.011
114374,256.27853157116255,0.059839226845975,1.149186303625037,0,0.004
114376,346.8255395812057,0,0,0,0
114378,118.9413794909844,0,0,0,0
114380,91.192281164719,2.636379648615424,0.088389325681061,0.029,0.001
114383,208.57742122569104,12.47109464274197,1.7778906504909249,0.06,0.009
114385,48.19069135599658,1.311099309051116,0.5784744722534529,0.027,0.012
114388,272.78775188530096,0.731841093198175,0.735097250527193,0.003,0.003
114390,300.51154654703447,3.40717992426532,15.978558130704988,0.011,0.053
114394,270.92451504062603,1.721257771728454,0.266174679333495,0.006,0.001
114396,96.91268223798137,0.125767343064942,0.197056501165146,0.001,0.002
114397,54.4973901813094,0.986578510222322,0,0.018,0
114400,85.63641806561023,3.442760471861508,2.040383054162853,0.04,0.024
114402,117.86157854252603,0,1.1226797137108329,0,0.01
114406,27.316095034181746,0.24087920717612699,0,0.009,0
114409,100.08518173050633,0,0,0,0
114412,120.0313777473051,0.779118136954947,0,0.006,0
114415,594.7330890441866,8.198327270732811,1.1851306245236701,0.014,0.002
114417,273.0520490812373,2.840909163384103,1.0275542330752399,0.01,0.004
114418,355.33473271777694,1.2930445403855741,0.050818401845519,0.004,0
114420,289.8623451372113,0.61137123937645,0.353647281134453,0.002,0.001
114423,80.15748479607682,0.119574636012634,0.050852425870492,0.001,0.001
114426,82.925484151312,0,0,0,0
114428,205.25170360114993,0.765958473464503,0,0.004,0
114430,152.82297024663367,0.053061125577126,0.053474861121431,0,0
114432,157.25376985012977,0,0.13533397128875,0,0.001
114435,102.95058034729493,0.069597199712345,0,0.001,0
114437,51.28209009533925,0,0,0,0
114442,85.64750590092902,0.11990805644982899,0.107255182497535,0.001,0.001
114445,599.6388924695038,8.367031780042112,1.187351527094147,0.014,0.002
114447,102.09068226063009,1.063313361898085,0,0.01,0
114450,173.81126984441983,0.570714399829245,1.266877956528025,0.003,0.007
114455,59.69822927377279,0,0,0,0
114458,79.74458616786737,0,0,0,0
114460,330.3705434120183,0,1.73008566941247,0,0.005
